all_nodes	bindingprot_layer	cov_layer	deg_layer	gene_symbol	log2FoldChange	Matching.Attribute	name	node_source	padj	ppi_layer	selected	shared name	tf_layer
protein	NA	NA	NA	GTF2H3		Q13889	Q13889	viralprotein		protein	FALSE	Q13889	NA
protein	NA	NA	NA	RANGAP1		P46060	P46060	viralmirna;viralprotein		protein	FALSE	P46060	NA
protein	NA	NA	NA	CDK6		Q00534	Q00534	viralmirna;viralprotein		protein	FALSE	Q00534	NA
protein	NA	NA	NA	HDAC4		P56524	P56524	viralmirna;viralprotein		protein	FALSE	P56524	NA
protein	NA	NA	NA	F11R	-0.330048374	Q9Y624	Q9Y624	viralprotein	1	protein	FALSE	Q9Y624	NA
protein	NA	NA	NA	PKM		P14618	P14618	viralmirna;viralprotein		protein	FALSE	P14618	NA
protein	NA	NA	NA	ITGB8	-0.57738131	P26012	P26012	viralmirna;viralprotein	0.433327005	protein	FALSE	P26012	NA
protein	NA	NA	NA	MTG1		Q9BT17	Q9BT17	viralprotein		protein	FALSE	Q9BT17	NA
protein	NA	NA	NA	PPP2R1B		P30154	P30154	viralmirna;viralprotein		protein	FALSE	P30154	NA
protein	NA	NA	NA	BCL2		P10415	P10415	viralmirna;viralprotein		protein	FALSE	P10415	NA
protein	NA	NA	NA	CAMKK2		Q96RR4	Q96RR4	viralmirna;viralprotein		protein	FALSE	Q96RR4	NA
protein	NA	NA	NA	IL6R		P08887	P08887	viralmirna;viralprotein		protein	FALSE	P08887	NA
protein	NA	NA	NA	FGF7		P21781	P21781	viralmirna;viralprotein		protein	FALSE	P21781	NA
protein	NA	NA	NA	FER		P16591	P16591	viralmirna;viralprotein		protein	FALSE	P16591	NA
protein	NA	NA	NA	PDGFA	-0.456583059	P04085	P04085	viralmirna;viralprotein	1	protein	FALSE	P04085	NA
protein	NA	NA	NA	TP53BP1	0.410503582	Q12888	Q12888	viralmirna;viralprotein	0.044641665	protein	FALSE	Q12888	NA
protein	NA	NA	NA	TRAF3		Q13114	Q13114	viralprotein		protein	FALSE	Q13114	NA
protein	NA	NA	NA	SMAD1		Q15797	Q15797	viralmirna;viralprotein		protein	FALSE	Q15797	NA
protein	NA	NA	NA	HSPB1	-0.896663371	P04792	P04792	viralmirna;viralprotein	3.24E-10	protein	FALSE	P04792	NA
protein;tf	NA	NA	NA	TFAP2A		P05549	P05549	viralmirna;viralprotein		protein	FALSE	P05549	tf
protein	NA	NA	NA	SET		Q01105	Q01105	viralprotein		protein	FALSE	Q01105	NA
protein	NA	NA	NA	ERCC3		P19447	P19447	viralprotein		protein	FALSE	P19447	NA
protein	NA	NA	NA	XPA	0.298286599	P23025	P23025	viralprotein	1	protein	FALSE	P23025	NA
protein	NA	NA	NA	ARF1		P84077	P84077	viralmirna;viralprotein		protein	FALSE	P84077	NA
protein	NA	NA	NA	ACVRL1		P37023	P37023	viralmirna;viralprotein		protein	FALSE	P37023	NA
protein	NA	NA	NA	STMN1		P16949	P16949	viralmirna;viralprotein		protein	FALSE	P16949	NA
protein	NA	NA	NA	CTBP1		Q13363	Q13363	viralmirna;viralprotein		protein	FALSE	Q13363	NA
protein	NA	NA	NA	NLK		Q9UBE8	Q9UBE8	viralmirna;viralprotein		protein	FALSE	Q9UBE8	NA
protein	NA	NA	NA	SNW1		Q13573	Q13573	viralprotein		protein	FALSE	Q13573	NA
protein	NA	NA	NA	CDC27		P30260	P30260	viralmirna;viralprotein		protein	FALSE	P30260	NA
protein	NA	NA	NA	POU2F1		P14859	P14859	viralmirna;viralprotein		protein	FALSE	P14859	NA
protein	NA	NA	NA	MAF1		Q9H063	Q9H063	viralmirna;viralprotein		protein	FALSE	Q9H063	NA
protein	NA	NA	NA	PPP1R1B		Q9UD71	Q9UD71	viralmirna;viralprotein		protein	FALSE	Q9UD71	NA
protein	NA	NA	NA	CBL		P22681	P22681	viralmirna;viralprotein		protein	FALSE	P22681	NA
protein	NA	NA	NA	PTPN12		Q05209	Q05209	viralmirna;viralprotein		protein	FALSE	Q05209	NA
protein	NA	NA	NA	HDAC7		Q8WUI4	Q8WUI4	viralmirna;viralprotein		protein	FALSE	Q8WUI4	NA
protein	NA	NA	NA	LYN		P07948	P07948	viralmirna;viralprotein		protein	FALSE	P07948	NA
bindingprot;protein	bindingprot	NA	NA	FLT1		P17948	P17948	viralmirna;viralprotein		protein	FALSE	P17948	NA
protein	NA	NA	NA	SMURF2		Q9HAU4	Q9HAU4	viralprotein		protein	FALSE	Q9HAU4	NA
protein	NA	NA	NA	WEE1		P30291	P30291	viralmirna;viralprotein		protein	FALSE	P30291	NA
bindingprot;protein	bindingprot	NA	NA	STK4		Q13043	Q13043	viralmirna;viralprotein		protein	FALSE	Q13043	NA
protein	NA	NA	NA	RASSF1		Q9NS23	Q9NS23	viralmirna;viralprotein		protein	FALSE	Q9NS23	NA
protein	NA	NA	NA	CTNND1	-0.499997171	O60716	O60716	viralmirna;viralprotein	0.2147124	protein	FALSE	O60716	NA
protein	NA	NA	NA	PPP3CA		Q08209	Q08209	viralmirna;viralprotein		protein	FALSE	Q08209	NA
protein	NA	NA	NA	PLCG2	0.78635599	P16885	P16885	viralprotein	1	protein	FALSE	P16885	NA
protein	NA	NA	NA	LIF		P15018	P15018	viralmirna;viralprotein		protein	FALSE	P15018	NA
protein	NA	NA	NA	NME1		P15531	P15531	viralprotein		protein	FALSE	P15531	NA
protein	NA	NA	NA	FGFR3		P22607	P22607	viralmirna;viralprotein		protein	FALSE	P22607	NA
protein	NA	NA	NA	RAD1		O60671	O60671	viralprotein		protein	FALSE	O60671	NA
bindingprot	bindingprot	NA	NA	CTBP2		P56545	P56545	viralmirna		NA;protein	FALSE	P56545	NA
protein	NA	NA	NA	PRNP		F7VJQ1	F7VJQ1	viralprotein		protein	FALSE	F7VJQ1	NA
protein	NA	NA	NA	DOK1		Q99704	Q99704	viralmirna;viralprotein		protein	FALSE	Q99704	NA
protein	NA	NA	NA	PTPN2		P17706	P17706	viralmirna;viralprotein		protein	FALSE	P17706	NA
protein	NA	NA	NA	CCL2	0.688976602	P13500	P13500	viralmirna;viralprotein	1	protein	FALSE	P13500	NA
protein	NA	NA	NA	INPP5D		Q92835	Q92835	viralmirna;viralprotein		protein	FALSE	Q92835	NA
protein	NA	NA	NA	PROC		P04070	P04070	viralprotein		protein	FALSE	P04070	NA
protein	NA	NA	NA	CASP8AP2		Q9UKL3	Q9UKL3	viralprotein		protein	FALSE	Q9UKL3	NA
protein	NA	NA	NA	CDK9		P50750	P50750	viralmirna;viralprotein		protein	FALSE	P50750	NA
protein	NA	NA	NA	NR4A1		P22736	P22736	viralmirna;viralprotein		protein	FALSE	P22736	NA
protein	NA	NA	NA	MAPK7		Q13164	Q13164	viralmirna;viralprotein		protein	FALSE	Q13164	NA
protein	NA	NA	NA	CBLB		Q13191	Q13191	viralmirna;viralprotein		protein	FALSE	Q13191	NA
protein	NA	NA	NA	PRKACB		P22694	P22694	viralmirna;viralprotein		protein	FALSE	P22694	NA
protein	NA	NA	NA	PSMB6	-0.430488966	P28072	P28072	viralmirna;viralprotein	0.334500994	protein	FALSE	P28072	NA
protein	NA	NA	NA	UHMK1		Q8TAS1	Q8TAS1	viralmirna;viralprotein		protein	FALSE	Q8TAS1	NA
bindingprot;protein	bindingprot	NA	NA	PREX1		Q8TCU6	Q8TCU6	viralmirna;viralprotein		protein	FALSE	Q8TCU6	NA
protein	NA	NA	NA	SOCS4		Q8WXH5	Q8WXH5	viralmirna;viralprotein		protein	FALSE	Q8WXH5	NA
protein	NA	NA	NA	CDKN1B	0.27221976	P46527	P46527	viralmirna;viralprotein	0.584445803	protein	FALSE	P46527	NA
protein	NA	NA	NA	IL3RA		P26951	P26951	viralmirna;viralprotein		protein	FALSE	P26951	NA
protein	NA	NA	NA	ANAPC5		Q9UJX4	Q9UJX4	viralmirna;viralprotein		protein	FALSE	Q9UJX4	NA
protein;tf	NA	NA	NA	ETS1	0.490900244	P14921	P14921	viralmirna;viralprotein	0.006624127	protein	FALSE	P14921	tf
protein	NA	NA	NA	CAPN2	-0.476604959	P17655	P17655	viralmirna;viralprotein	0.044955475	protein	FALSE	P17655	NA
protein	NA	NA	NA	IRF9		Q00978	Q00978	viralmirna;viralprotein		protein	FALSE	Q00978	NA
protein	NA	NA	NA	SFN	-0.742740086	P31947	P31947	viralmirna;viralprotein	2.28E-06	protein	FALSE	P31947	NA
protein	NA	NA	NA	MAP4K4		O95819	O95819	viralmirna;viralprotein		protein	FALSE	O95819	NA
protein;tf	NA	NA	NA	RUNX2		Q13950	Q13950	viralmirna;viralprotein		protein	FALSE	Q13950	tf
protein	NA	NA	NA	KSR1		Q8IVT5	Q8IVT5	viralmirna;viralprotein		protein	FALSE	Q8IVT5	NA
protein	NA	NA	NA	RHOD	-0.341086315	O00212	O00212	viralprotein	1	protein	FALSE	O00212	NA
protein	NA	NA	NA	IRS1		P35568	P35568	viralmirna;viralprotein		protein	FALSE	P35568	NA
protein	NA	NA	NA	ZNF274		Q96GC6	Q96GC6	viralprotein		protein	FALSE	Q96GC6	NA
protein	NA	NA	NA	RAD21		O60216	O60216	viralprotein		protein	FALSE	O60216	NA
protein	NA	NA	NA	ESCO1		Q5FWF5	Q5FWF5	viralprotein		protein	FALSE	Q5FWF5	NA
protein	NA	NA	NA	EIF4E		P06730	P06730	viralmirna;viralprotein		protein	FALSE	P06730	NA
protein	NA	NA	NA	RPS6KA5		O75582	O75582	viralmirna;viralprotein		protein	FALSE	O75582	NA
protein	NA	NA	NA	LAMA1		P25391	P25391	viralmirna;viralprotein		protein	FALSE	P25391	NA
protein	NA	NA	NA	PRKX		P51817	P51817	viralmirna;viralprotein		protein	FALSE	P51817	NA
protein	NA	NA	NA	EREG	-0.481175143	O14944	O14944	viralprotein	1	protein	FALSE	O14944	NA
protein	NA	NA	NA	ARAF		P10398	P10398	viralmirna;viralprotein		protein	FALSE	P10398	NA
protein	NA	NA	NA	NCOA3		Q9Y6Q9	Q9Y6Q9	viralmirna;viralprotein		protein	FALSE	Q9Y6Q9	NA
protein	NA	NA	NA	EDN1		P05305	P05305	viralmirna;viralprotein		protein	FALSE	P05305	NA
protein	NA	NA	NA	SIRT1		Q96EB6	Q96EB6	viralmirna;viralprotein		protein	FALSE	Q96EB6	NA
protein	NA	NA	NA	IKBKE		Q14164	Q14164	viralmirna;viralprotein		protein	FALSE	Q14164	NA
protein	NA	NA	NA	TLR2		O60603	O60603	viralprotein		protein	FALSE	O60603	NA
protein	NA	NA	NA	MAP2K3		P46734	P46734	viralprotein		protein	FALSE	P46734	NA
protein	NA	NA	NA	PPP2CB	-0.42747649	P62714	P62714	viralprotein	1	protein	FALSE	P62714	NA
protein	NA	NA	NA	SYK		P43405	P43405	viralmirna;viralprotein		protein	FALSE	P43405	NA
protein	NA	NA	NA	NEDD4	0.735566894	P46934	P46934	viralprotein	2.19E-04	protein	FALSE	P46934	NA
protein	NA	NA	NA	FOXO1		Q12778	Q12778	viralmirna;viralprotein		protein	FALSE	Q12778	NA
protein;tf	NA	NA	NA	NFATC1		O95644	O95644	viralmirna;viralprotein		protein	FALSE	O95644	tf
protein	NA	NA	NA	RCAN1	0.480951115	P53805	P53805	viralprotein	1	NA;protein	FALSE	P53805	NA
protein	NA	NA	NA	MAP3K1	0.277037724	Q13233	Q13233	viralmirna;viralprotein	0.064386235	protein	FALSE	Q13233	NA
protein	NA	NA	NA	CDC42	-0.395131627	P60953	P60953	viralmirna;viralprotein	0.649088046	protein	FALSE	P60953	NA
protein	NA	NA	NA	RIPK3		Q9Y572	Q9Y572	viralmirna;viralprotein		protein	FALSE	Q9Y572	NA
protein	NA	NA	NA	HRAS		P01112	P01112	viralmirna;viralprotein		protein	FALSE	P01112	NA
protein	NA	NA	NA	PML		P29590	P29590	viralmirna;viralprotein		protein	FALSE	P29590	NA
protein	NA	NA	NA	MAP2K2	-0.270519322	P36507	P36507	viralmirna;viralprotein	1	protein	FALSE	P36507	NA
protein	NA	NA	NA	MAP2K6		P52564	P52564	viralmirna;viralprotein		protein	FALSE	P52564	NA
protein	NA	NA	NA	SIPA1		Q96FS4	Q96FS4	viralprotein		protein	FALSE	Q96FS4	NA
protein	NA	NA	NA	CDC20		Q12834	Q12834	viralmirna;viralprotein		protein	FALSE	Q12834	NA
protein	NA	NA	NA	PIM2		Q9P1W9	Q9P1W9	viralmirna;viralprotein		protein	FALSE	Q9P1W9	NA
protein	NA	NA	NA	SUMO1	-0.323455148	P63165	P63165	viralmirna;viralprotein	1	protein	FALSE	P63165	NA
protein	NA	NA	NA	FRS2	0.41380132	Q8WU20	Q8WU20	viralmirna;viralprotein	0.10201149	protein	FALSE	Q8WU20	NA
protein	NA	NA	NA	STAT2		P52630	P52630	viralmirna;viralprotein		protein	FALSE	P52630	NA
protein	NA	NA	NA	IL20RB		Q6UXL0	Q6UXL0	viralmirna;viralprotein		protein	FALSE	Q6UXL0	NA
protein	NA	NA	NA	TERT		O14746	O14746	viralmirna;viralprotein		protein	FALSE	O14746	NA
protein	NA	NA	NA	SKIL		P12757	P12757	viralprotein		protein	FALSE	P12757	NA
protein	NA	NA	NA	CASP9		P55211	P55211	viralmirna;viralprotein		protein	FALSE	P55211	NA
protein	NA	NA	NA	GSK3B	0.305030648	P49841	P49841	viralmirna;viralprotein	1	protein	FALSE	P49841	NA
protein	NA	NA	NA	PRKAA1		Q13131	Q13131	viralmirna;viralprotein		protein	FALSE	Q13131	NA
protein	NA	NA	NA	IL22RA1		Q8N6P7	Q8N6P7	viralmirna;viralprotein		protein	FALSE	Q8N6P7	NA
protein	NA	NA	NA	SOCS3		O14543	O14543	viralmirna;viralprotein		protein	FALSE	O14543	NA
protein	NA	NA	NA	DAB2IP		Q5VWQ8	Q5VWQ8	viralmirna;viralprotein		protein	FALSE	Q5VWQ8	NA
protein	NA	NA	NA	FBXW7		Q969H0	Q969H0	viralprotein		protein	FALSE	Q969H0	NA
protein	NA	NA	NA	GNAI1		P63096	P63096	viralmirna;viralprotein		protein	FALSE	P63096	NA
protein	NA	NA	NA	CDC23		Q9UJX2	Q9UJX2	viralmirna;viralprotein		protein	FALSE	Q9UJX2	NA
protein;deg	NA	NA	deg	HSP90AA1	-0.589962093	P07900	P07900	viralmirna;viralprotein	5.93E-06	protein	FALSE	P07900	NA
bindingprot;protein	bindingprot	NA	NA	MITF		O75030	O75030	viralmirna;viralprotein		protein	FALSE	O75030	NA
protein	NA	NA	NA	FOXO4		P98177	P98177	viralmirna;viralprotein		protein	FALSE	P98177	NA
protein	NA	NA	NA	JAK1		P23458	P23458	viralmirna;viralprotein		protein	FALSE	P23458	NA
protein	NA	NA	NA	MAX		P61244	P61244	viralmirna;viralprotein		protein	FALSE	P61244	NA
protein	NA	NA	NA	FCER1G		P30273	P30273	viralmirna;viralprotein		protein	FALSE	P30273	NA
protein	NA	NA	NA	FYN		P06241	P06241	viralmirna;viralprotein		protein	FALSE	P06241	NA
protein	NA	NA	NA	YWHAH	-0.392861322	Q04917	Q04917	viralmirna;viralprotein	1	protein	FALSE	Q04917	NA
protein	NA	NA	NA	PPP3R1		P63098	P63098	viralmirna;viralprotein		protein	FALSE	P63098	NA
protein	NA	NA	NA	ARID3A		Q99856	Q99856	viralmirna;viralprotein		protein	FALSE	Q99856	NA
protein	NA	NA	NA	COPS5		Q92905	Q92905	viralmirna;viralprotein		protein	FALSE	Q92905	NA
bindingprot;protein;tf	bindingprot	NA	NA	TBP		P20226	P20226	viralmirna;viralprotein		protein	FALSE	P20226	tf
protein	NA	NA	NA	MYOM2		P54296	P54296	viralmirna;viralprotein		protein	FALSE	P54296	NA
protein	NA	NA	NA	VAV2		P52735	P52735	viralmirna;viralprotein		protein	FALSE	P52735	NA
protein	NA	NA	NA	LEPR		P48357	P48357	viralmirna;viralprotein		protein	FALSE	P48357	NA
protein	NA	NA	NA	IL1R1		P14778	P14778	viralmirna;viralprotein		protein	FALSE	P14778	NA
bindingprot	bindingprot	NA	NA	PIKFYVE		Q9Y2I7	Q9Y2I7	viralmirna		NA;protein	FALSE	Q9Y2I7	NA
protein	NA	NA	NA	TNFRSF1B		P20333	P20333	viralprotein		protein	FALSE	P20333	NA
protein	NA	NA	NA	CASP10		Q92851	Q92851	viralmirna;viralprotein		protein	FALSE	Q92851	NA
protein	NA	NA	NA	ABL1		P00519	P00519	viralmirna;viralprotein		protein	FALSE	P00519	NA
protein	NA	NA	NA	ERBB3	-0.378853676	P21860	P21860	viralmirna;viralprotein	0.147704691	protein	FALSE	P21860	NA
protein	NA	NA	NA	DVL3		Q92997	Q92997	viralmirna;viralprotein		protein	FALSE	Q92997	NA
protein	NA	NA	NA	YES1		P07947	P07947	viralprotein		NA;protein	FALSE	P07947	NA
protein	NA	NA	NA	MAPK9		P45984	P45984	viralmirna;viralprotein		protein	FALSE	P45984	NA
protein	NA	NA	NA	TAB1		Q15750	Q15750	viralmirna;viralprotein		protein	FALSE	Q15750	NA
protein	NA	NA	NA	RAC1	-0.433304805	P63000	P63000	viralmirna;viralprotein	0.015941286	protein	FALSE	P63000	NA
protein	NA	NA	NA	WWTR1		Q9GZV5	Q9GZV5	viralmirna;viralprotein		protein	FALSE	Q9GZV5	NA
protein	NA	NA	NA	YWHAZ	-0.756882443	P63104	P63104	viralmirna;viralprotein	3.53E-09	protein	FALSE	P63104	NA
protein	NA	NA	NA	SMAD7		O15105	O15105	viralmirna;viralprotein		protein	FALSE	O15105	NA
protein	NA	NA	NA	SOCS7		O14512	O14512	viralmirna;viralprotein		protein	FALSE	O14512	NA
protein	NA	NA	NA	LDLRAP1		Q5SW96	Q5SW96	viralprotein		protein	FALSE	Q5SW96	NA
protein	NA	NA	NA	ILK		Q13418	Q13418	viralmirna;viralprotein		protein	FALSE	Q13418	NA
protein	NA	NA	NA	PPARD		Q03181	Q03181	viralprotein		protein	FALSE	Q03181	NA
protein	NA	NA	NA	MAP3K14		Q99558	Q99558	viralmirna;viralprotein		protein	FALSE	Q99558	NA
protein	NA	NA	NA	TRAF6		Q9Y4K3	Q9Y4K3	viralmirna;viralprotein		protein	FALSE	Q9Y4K3	NA
protein	NA	NA	NA	MYBL2		P10244	P10244	viralmirna;viralprotein		protein	FALSE	P10244	NA
protein	NA	NA	NA	ANAPC2		Q9UJX6	Q9UJX6	viralmirna;viralprotein		protein	FALSE	Q9UJX6	NA
protein	NA	NA	NA	IL2RG	-0.653697165	P31785	P31785	viralmirna;viralprotein	7.53E-04	protein	FALSE	P31785	NA
protein	NA	NA	NA	CSNK1D		P48730	P48730	viralprotein		protein	FALSE	P48730	NA
protein	NA	NA	NA	TRAF2		Q12933	Q12933	viralmirna;viralprotein		protein	FALSE	Q12933	NA
protein	NA	NA	NA	GADD45A	0.525185341	P24522	P24522	viralmirna;viralprotein	0.171188484	protein	FALSE	P24522	NA
protein	NA	NA	NA	MDM2	0.554284379	Q00987	Q00987	viralmirna;viralprotein	1	protein	FALSE	Q00987	NA
bindingprot;protein	bindingprot	NA	NA	ITGAV	-0.469992073	P06756	P06756	viralmirna;viralprotein	0.229240786	protein	FALSE	P06756	NA
protein	NA	NA	NA	RPS6KA2		Q15349	Q15349	viralmirna;viralprotein		protein	FALSE	Q15349	NA
protein	NA	NA	NA	SOCS5		O75159	O75159	viralmirna;viralprotein		protein	FALSE	O75159	NA
protein	NA	NA	NA	IGF1R		P08069	P08069	viralmirna;viralprotein		protein	FALSE	P08069	NA
protein	NA	NA	NA	WNK1		Q9H4A3	Q9H4A3	viralmirna;viralprotein		protein	FALSE	Q9H4A3	NA
protein	NA	NA	NA	AKT3		Q9Y243	Q9Y243	viralmirna;viralprotein		protein	FALSE	Q9Y243	NA
protein	NA	NA	NA	NTF3		P20783	P20783	viralmirna;viralprotein		protein	FALSE	P20783	NA
protein	NA	NA	NA	DAXX		Q9UER7	Q9UER7	viralmirna;viralprotein		protein	FALSE	Q9UER7	NA
protein	NA	NA	NA	GTF2H1		P32780	P32780	viralprotein		protein	FALSE	P32780	NA
protein	NA	NA	NA	CTDP1		Q9Y5B0	Q9Y5B0	viralprotein		protein	FALSE	Q9Y5B0	NA
protein	NA	NA	NA	UBE2D1		P51668	P51668	viralmirna;viralprotein		protein	FALSE	P51668	NA
protein	NA	NA	NA	CDKN2A	-0.770962241	P42771	P42771	viralmirna;viralprotein	8.97E-04	protein	FALSE	P42771	NA
protein	NA	NA	NA	ITGB4	-0.40155386	P16144	P16144	viralmirna;viralprotein	1	protein	FALSE	P16144	NA
protein	NA	NA	NA	SDC1	-0.339060216	P18827	P18827	viralmirna;viralprotein	0.627571591	protein	FALSE	P18827	NA
protein	NA	NA	NA	VEGFA	0.264017177	P15692	P15692	viralmirna;viralprotein	1	protein	FALSE	P15692	NA
protein	NA	NA	NA	CDKN1C		P49918	P49918	viralmirna;viralprotein		protein	FALSE	P49918	NA
protein	NA	NA	NA	ELAVL1		Q15717	Q15717	viralmirna;viralprotein		protein	FALSE	Q15717	NA
protein	NA	NA	NA	DVL2		O14641	O14641	viralmirna;viralprotein		protein	FALSE	O14641	NA
protein	NA	NA	NA	NOLC1		Q14978	Q14978	viralmirna;viralprotein		protein	FALSE	Q14978	NA
protein	NA	NA	NA	MTA1		Q13330	Q13330	viralmirna;viralprotein		protein	FALSE	Q13330	NA
protein	NA	NA	NA	SMAD5		Q99717	Q99717	viralmirna;viralprotein		protein	FALSE	Q99717	NA
protein	NA	NA	NA	NOS2		P35228	P35228	viralmirna;viralprotein		protein	FALSE	P35228	NA
protein	NA	NA	NA	CSK		P41240	P41240	viralmirna;viralprotein		protein	FALSE	P41240	NA
protein	NA	NA	NA	CUL1		Q13616	Q13616	viralmirna;viralprotein		protein	FALSE	Q13616	NA
protein	NA	NA	NA	CFLAR		O15519	O15519	viralprotein		protein	FALSE	O15519	NA
protein	NA	NA	NA	ERN1		O75460	O75460	viralprotein		protein	FALSE	O75460	NA
protein	NA	NA	NA	GNA15		P30679	P30679	viralmirna;viralprotein		protein	FALSE	P30679	NA
protein	NA	NA	NA	PAK1		Q13153	Q13153	viralmirna;viralprotein		protein	FALSE	Q13153	NA
protein	NA	NA	NA	DYRK2		Q92630	Q92630	viralmirna;viralprotein		protein	FALSE	Q92630	NA
protein	NA	NA	NA	CDC16		Q13042	Q13042	viralmirna;viralprotein		protein	FALSE	Q13042	NA
protein	NA	NA	NA	KAT5		Q92993	Q92993	viralmirna;viralprotein		protein	FALSE	Q92993	NA
protein	NA	NA	NA	NEK6		Q9HC98	Q9HC98	viralprotein		NA;protein	FALSE	Q9HC98	NA
protein	NA	NA	NA	ANAPC10		Q9UM13	Q9UM13	viralmirna;viralprotein		protein	FALSE	Q9UM13	NA
protein	NA	NA	NA	E2F2		Q14209	Q14209	viralmirna;viralprotein		protein	FALSE	Q14209	NA
protein	NA	NA	NA	CDKN1A		P38936	P38936	viralmirna;viralprotein		protein	FALSE	P38936	NA
protein	NA	NA	NA	SOAT1		P35610	P35610	viralmirna;viralprotein		protein	FALSE	P35610	NA
protein	NA	NA	NA	HES1	1.287352337	Q14469	Q14469	viralmirna;viralprotein	4.58E-10	protein	FALSE	Q14469	NA
protein	NA	NA	NA	CHEK1		O14757	O14757	viralmirna;viralprotein		protein	FALSE	O14757	NA
protein	NA	NA	NA	AGER		Q15109	Q15109	viralprotein		protein	FALSE	Q15109	NA
protein	NA	NA	NA	ROCK1		Q13464	Q13464	viralprotein		protein	FALSE	Q13464	NA
protein	NA	NA	NA	TYK2		P29597	P29597	viralmirna;viralprotein		protein	FALSE	P29597	NA
protein	NA	NA	NA	MAPKAPK5		Q8IW41	Q8IW41	viralmirna;viralprotein		protein	FALSE	Q8IW41	NA
protein	NA	NA	NA	MAPK11		Q15759	Q15759	viralmirna;viralprotein		protein	FALSE	Q15759	NA
protein;tf	NA	NA	NA	E2F1		Q01094	Q01094	viralmirna;viralprotein		protein	FALSE	Q01094	tf
protein	NA	NA	NA	MAP3K7		O43318	O43318	viralmirna;viralprotein		protein	FALSE	O43318	NA
protein;tf	NA	NA	NA	FOS	0.715885077	P01100	P01100	viralmirna;viralprotein	0.011548717	protein	FALSE	P01100	tf
protein	NA	NA	NA	STK11		Q15831	Q15831	viralmirna;viralprotein		protein	FALSE	Q15831	NA
protein	NA	NA	NA	ANAPC11	-0.380420417	Q9NYG5	Q9NYG5	viralmirna;viralprotein	1	protein	FALSE	Q9NYG5	NA
protein	NA	NA	NA	CAMK2D		Q13557	Q13557	viralmirna;viralprotein		protein	FALSE	Q13557	NA
protein;tf	NA	NA	NA	STAT3		P40763	P40763	viralmirna;viralprotein		protein	FALSE	P40763	tf
protein	NA	NA	NA	MAPK8		P45983	P45983	viralmirna;viralprotein		protein	FALSE	P45983	NA
protein	NA	NA	NA	GAB1		Q13480	Q13480	viralmirna;viralprotein		protein	FALSE	Q13480	NA
protein	NA	NA	NA	FZD1		Q9UP38	Q9UP38	viralmirna;viralprotein		protein	FALSE	Q9UP38	NA
protein	NA	NA	NA	ARRB1		P49407	P49407	viralprotein		protein	FALSE	P49407	NA
protein	NA	NA	NA	CCNA2		P20248	P20248	viralmirna;viralprotein		protein	FALSE	P20248	NA
protein;tf	NA	NA	NA	JUN	2.145740212	P05412	P05412	viralmirna;viralprotein	2.87E-25	protein	FALSE	P05412	tf
protein	NA	NA	NA	CCND1		P24385	P24385	viralmirna;viralprotein		protein	FALSE	P24385	NA
protein	NA	NA	NA	STAT5A		P42229	P42229	viralmirna;viralprotein		protein	FALSE	P42229	NA
protein	NA	NA	NA	PTK2B		Q14289	Q14289	viralmirna;viralprotein		protein	FALSE	Q14289	NA
protein	NA	NA	NA	PTEN	0.336608225	P60484	P60484	viralmirna;viralprotein	1	protein	FALSE	P60484	NA
protein	NA	NA	NA	PPARG	0.368882863	P37231	P37231	viralmirna;viralprotein	1	protein	FALSE	P37231	NA
protein	NA	NA	NA	IL1B		P01584	P01584	viralmirna;viralprotein		protein	FALSE	P01584	NA
protein	NA	NA	NA	PRKCD		Q05655	Q05655	viralmirna;viralprotein		protein	FALSE	Q05655	NA
protein	NA	NA	NA	CKS1B		P61024	P61024	viralmirna;viralprotein		protein	FALSE	P61024	NA
protein	NA	NA	NA	CDH1	-0.574110715	P12830	P12830	viralmirna;viralprotein	8.92E-05	protein	FALSE	P12830	NA
protein	NA	NA	NA	SMAD4		Q13485	Q13485	viralmirna;viralprotein		protein	FALSE	Q13485	NA
protein	NA	NA	NA	TCF7L2		Q9NQB0	Q9NQB0	viralmirna;viralprotein		protein	FALSE	Q9NQB0	NA
protein	NA	NA	NA	GAB2		Q9UQC2	Q9UQC2	viralmirna;viralprotein		protein	FALSE	Q9UQC2	NA
protein	NA	NA	NA	PLD1		Q13393	Q13393	viralmirna;viralprotein		protein	FALSE	Q13393	NA
protein	NA	NA	NA	FOXM1		Q08050	Q08050	viralmirna;viralprotein		protein	FALSE	Q08050	NA
protein	NA	NA	NA	NFKB1	0.783822408	P19838	P19838	viralmirna;viralprotein	6.19E-08	protein	FALSE	P19838	NA
protein	NA	NA	NA	TXN	-0.39307111	P10599	P10599	viralmirna;viralprotein	1	protein	FALSE	P10599	NA
protein	NA	NA	NA	PDGFRB		P09619	P09619	viralmirna;viralprotein		protein	FALSE	P09619	NA
protein	NA	NA	NA	NCK1		P16333	P16333	viralmirna;viralprotein		protein	FALSE	P16333	NA
protein	NA	NA	NA	EGLN1		Q9GZT9	Q9GZT9	viralmirna;viralprotein		protein	FALSE	Q9GZT9	NA
protein	NA	NA	NA	PTPN6		P29350	P29350	viralmirna;viralprotein		protein	FALSE	P29350	NA
protein	NA	NA	NA	EPOR		P19235	P19235	viralmirna;viralprotein		protein	FALSE	P19235	NA
protein	NA	NA	NA	FGFR4		P22455	P22455	viralmirna;viralprotein		protein	FALSE	P22455	NA
