pvalue,log2FoldChange,pct.1,pct.2,padj,Gene,comparison
6.38E-05,-0.526827962,0.383,0.707,1,TIMP1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.46E-05,0.394789311,0.787,0.548,1,MYO10,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.49E-05,-0.272541725,1,1,1,TPT1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.51E-05,-0.361086411,0.447,0.755,1,CYB5R3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.53E-05,0.279125072,0.298,0.24,1,CIC,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.53E-05,-0.363919215,0.106,0.413,1,SLC6A14,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.59E-05,-0.372099756,0.489,0.812,1,ISG20,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.59E-05,-0.358016026,0.723,0.947,1,TMA7,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.68E-05,0.305416856,0.362,0.115,1,CSF1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.71E-05,0.3561695,0.298,0.173,1,DNAJB4,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.79E-05,-0.35463401,0.447,0.726,1,SEC11A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.79E-05,-0.362387829,0.213,0.538,1,NME7,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.80E-05,0.3508039,0.596,0.519,1,RERE,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.83E-05,0.368882863,0.66,0.654,1,PPARG,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.83E-05,-0.272255005,0.298,0.644,1,S100A13,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.86E-05,0.35034804,0.617,0.558,1,SETD2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.90E-05,0.3186873,0.553,0.423,1,USP48,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.03E-05,-0.30357561,0.255,0.587,1,SLC27A2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.09E-05,-0.368996651,0.319,0.639,1,PTPRA,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.09E-05,-0.329730542,0.362,0.697,1,PSMC4,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.12E-05,0.404907119,0.34,0.279,1,RPF2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.13E-05,-0.479494877,0.511,0.707,1,GARS,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.13E-05,-0.549770751,0.787,0.909,1,CAMK2N1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.26E-05,-0.422405941,0.66,0.861,1,CD164,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.46E-05,-0.258250095,0.213,0.553,1,KCTD9,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.52E-05,-0.323972731,0.468,0.793,1,NDUFC2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.54E-05,-0.384719848,0.702,0.889,1,VIMP,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.54E-05,-0.291483061,0.255,0.601,1,ATP6AP1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.61E-05,0.2650717,0.404,0.192,1,C18orf25,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.68E-05,0.343711295,0.383,0.356,1,LATS1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.71E-05,-0.343870493,0.872,0.957,1,UBB,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.72E-05,0.298143133,0.638,0.678,1,PNRC2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.72E-05,-0.451852586,0.362,0.688,1,CEACAM1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.74E-05,0.291677123,0.191,0.043,1,AXIN2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.88E-05,-0.387583526,0.447,0.745,1,GNG12,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.90E-05,-0.306132808,0.234,0.567,1,ENPP4,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.06E-05,0.331412734,0.298,0.125,1,BCYRN1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.06E-05,-0.25500014,0.426,0.76,1,CHCHD1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.09E-05,-0.254484687,0.298,0.644,1,HADHB,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.21E-05,0.470116038,0.787,0.639,1,JMJD1C,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.35E-05,0.469625221,0.979,0.957,1,CKB,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.39E-05,-0.28538733,0.809,0.692,1,MYO1B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.39E-05,-0.341092484,0.83,0.875,1,TUBB4B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.56E-05,-0.394635199,0.638,0.851,1,ECE1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.84E-05,-0.351888312,0.298,0.625,1,MCFD2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.94E-05,-0.545172371,0.404,0.707,1,SLC38A2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.00E-05,0.281825183,0.447,0.438,1,TCEB3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.01E-05,-0.290691299,0.255,0.591,1,NAAA,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.02E-05,-0.350408706,0.383,0.707,1,TMEM8A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.04E-05,0.392783201,0.723,0.678,1,UBR4,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.06E-05,-0.49656553,0.723,0.885,1,CD24,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.14E-05,0.297223585,0.489,0.389,1,MAML2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.15E-05,-0.42747649,0.553,0.784,1,PPP2CB,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.20E-05,-0.350512286,0.638,0.88,1,NDUFB4,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.32E-05,-0.299936948,0.34,0.683,1,RASSF7,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.37E-05,0.291618435,0.298,0.264,1,CDC42EP3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.41E-05,-0.332138715,0.553,0.851,1,NDUFS6,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.53E-05,-0.295601783,0.191,0.519,1,MAP1LC3A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.61E-05,-0.408374211,0.383,0.692,1,FKBP3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.64E-05,-0.415153125,0.489,0.798,1,NDUFS7,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.65E-05,-0.286146513,0.915,0.981,1,SLC25A3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.67E-05,-0.345191106,0.383,0.707,1,ACAA1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.76E-05,-0.317516781,1,1,1,RPL41,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.81E-05,-0.376966497,0.468,0.784,1,FAM96B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.83E-05,-0.369589787,0.362,0.683,1,BCAS1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.83E-05,-0.434877483,0.745,0.88,1,DSC2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.84E-05,-0.581549845,0.404,0.615,1,ITGA2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000101083,-0.394807404,0.426,0.712,1,IL18,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000102525,-0.407027578,0.362,0.678,1,PHGDH,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000102821,-0.37711183,0.34,0.63,1,CLDN12,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000102838,0.404366966,0.617,0.495,1,LRPPRC,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000103461,-0.394495446,0.532,0.827,1,MGAT4A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000103736,-0.339266967,0.34,0.678,1,LINC01207,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000105798,-0.282488706,0.319,0.659,1,FUCA2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000106637,0.312380227,0.511,0.433,1,PUM2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000108072,0.352994849,0.277,0.111,1,INTU,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000109944,0.446405925,0.66,0.529,1,CDK13,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000110143,-0.255810156,0.213,0.548,1,SLC7A1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000110663,-0.277148652,0.191,0.519,1,GLB1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000110687,-0.305952522,0.383,0.716,1,CNIH4,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000111035,-0.372142296,0.766,0.851,1,SUMO2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000111259,0.292591675,0.277,0.183,1,KLHL5,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000112344,0.329652192,0.574,0.457,1,RABGAP1L,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000112532,0.269956536,0.298,0.216,1,ZC3H6,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000113569,0.350516652,0.638,0.62,1,ZBTB38,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.00011512,-0.274676399,0.468,0.788,1,PPIC,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000115162,-0.290453277,0.319,0.659,1,DYNLT3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000115647,0.310320588,0.723,0.697,1,CLINT1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000116704,-0.301513098,0.426,0.745,1,FLII,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000117615,0.452526627,0.809,0.731,1,ZBTB7A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000117981,-0.551119436,0.383,0.697,1,MDK,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000117997,0.323806041,0.511,0.308,1,NR1D2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000118112,-0.343443565,0.277,0.615,1,FABP2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000124377,-0.290033549,0.277,0.606,1,SORT1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000124467,0.32440445,0.638,0.553,1,ARID1A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000125022,-0.383961079,0.617,0.851,1,CTSA,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000125597,-0.342779103,0.404,0.726,1,PGRMC1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000125611,0.310200949,0.426,0.293,1,GNA13,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000128476,0.311845108,0.553,0.486,1,HELZ,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000129313,0.278159499,0.447,0.327,1,AEBP2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000131745,-0.469394326,0.447,0.75,1,PLP2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000132188,0.263460229,0.447,0.49,1,ARIH1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000133145,0.379921916,0.468,0.327,1,ZNF131,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000133178,0.445783723,0.809,0.635,1,SRSF3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000134893,0.33831139,0.362,0.202,1,THUMPD2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000135581,-0.353186744,0.66,0.822,1,ARHGDIA,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000135692,-0.380420417,0.468,0.76,1,ANAPC11,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000135842,0.332151685,0.34,0.149,1,CLK4,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000136157,0.279607297,0.468,0.452,1,WDR43,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000136363,-0.425336514,0.766,0.904,1,UBL5,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000136789,-0.289052562,0.319,0.654,1,CISD2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000138358,-0.32509101,0.404,0.731,1,FBXW5,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000138649,-0.477894061,0.638,0.803,1,PDIA6,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000142236,-0.39307111,1,0.986,1,TXN,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000142343,0.305352868,0.511,0.385,1,PTCD3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000142804,0.25225398,0.255,0.183,1,SENP7,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000144859,-0.341789,0.383,0.702,1,CCDC64B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000145536,-0.258351668,0.511,0.817,1,PDXK,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000148516,-0.335518157,0.213,0.538,1,MYO15B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000148852,-0.318696658,0.468,0.774,1,DAZAP2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000149423,-0.783231785,0.255,0.562,1,SAA1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.0001502,0.423298795,0.872,0.76,1,RND3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000150375,0.254428419,0.383,0.351,1,PTGFRN,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000150592,0.348658191,0.766,0.736,1,SLTM,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000151944,-0.462689691,0.574,0.812,1,OCIAD2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.00015208,0.251727973,0.319,0.365,1,GNL3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.00015286,-0.405640912,0.532,0.779,1,MVP,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000153038,0.34261973,0.617,0.611,1,PSMB9,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000154089,0.303679871,0.298,0.12,1,TNFRSF10D,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000154169,-0.328416573,0.979,0.981,1,COX7A2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000155255,-0.460804302,0.766,0.904,1,TMPRSS2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.00015645,0.300657172,0.511,0.394,1,ZC3H7A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000156507,0.375222232,0.553,0.361,1,PAXBP1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000156717,0.633151564,0.894,0.736,1,AKAP13,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000156737,-0.268458505,0.191,0.505,1,SUMF2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000157369,-0.400258917,0.574,0.832,1,SEC61B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000160005,0.258146058,0.532,0.49,1,ARHGAP32,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000160815,-0.424199238,0.766,0.913,1,CYCS,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000163991,-0.42739706,0.511,0.745,1,HEPH,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000164423,0.287080711,0.426,0.25,1,PRPF38A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000164438,-0.28865895,0.362,0.692,1,SLC50A1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000165518,-0.286547843,0.234,0.558,1,HACD2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000166483,-0.259817733,0.277,0.606,1,PTPRH,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000168284,0.258913787,0.404,0.365,1,KIAA1429,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000169713,-0.403891158,0.723,0.885,1,GHITM,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000169842,-0.397714167,0.596,0.856,1,ROMO1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000170072,0.313337386,0.489,0.361,1,FOXJ3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000172191,0.32724456,0.596,0.548,1,TRAPPC10,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000173285,-0.274641182,0.255,0.582,1,HTATSF1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.00017762,-0.282917816,0.255,0.582,1,TNNC1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000177888,-0.385961993,0.447,0.75,1,C20orf24,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000179483,0.461002287,0.638,0.481,1,BTG2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000183295,-0.309756456,0.298,0.625,1,RAB6A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000183651,-0.391986115,0.553,0.827,1,PSMD8,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000185133,-0.253059936,0.149,0.457,1,FBXO32,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000186065,-0.451568945,0.66,0.827,1,SEC61G,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000186517,0.365707366,0.553,0.457,1,SAFB,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000187906,0.258971332,0.34,0.236,1,VPS8,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000193896,-0.267651503,0.319,0.649,1,FLOT1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.00019477,-0.300088164,0.34,0.668,1,NDUFAF3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000194918,0.325727283,0.426,0.207,1,USP18,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000198889,0.347485999,0.596,0.548,1,ZNF644,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000203238,0.262123139,0.383,0.269,1,ZMYM5,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000204704,0.357642375,0.404,0.447,1,EXPH5,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000207491,-0.342966845,0.426,0.736,1,RALY,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.00020843,-0.414023613,0.362,0.601,1,XBP1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.00020902,-0.272468687,0.383,0.707,1,SCAND1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
0.000209071,-0.284653178,0.319,0.644,1,TSG101,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
