pvalue,log2FoldChange,pct.1,pct.2,padj,Gene,comparison
5.47E-07,-0.508090131,0.66,0.87,0.011178636,ATP6V0B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.48E-07,0.548971164,0.83,0.635,0.011197195,DDX24,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.65E-07,0.715885077,0.723,0.538,0.011548717,FOS,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.19E-07,0.669767272,0.553,0.385,0.0126455,DDIT3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.28E-07,-0.556624051,0.83,0.957,0.012837004,PRDX5,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.78E-07,0.59876774,0.702,0.5,0.013850654,TRA2B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.82E-07,-0.586921077,0.66,0.841,0.013937689,ATP6V0E1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.03E-07,-0.502919163,0.787,0.913,0.0143686,HLA-E,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.01E-07,0.808192301,1,0.947,0.016368449,NEAT1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.10E-07,-0.506196922,0.596,0.827,0.016551327,NARS,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.65E-07,-0.594801248,0.617,0.865,0.019714158,GSN,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.66E-07,0.72844465,0.553,0.245,0.019731296,IFIT1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.98E-07,0.523540604,0.766,0.625,0.020382701,ZC3H13,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.02E-06,-0.545738701,0.298,0.697,0.020855939,MUC3A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.13E-06,-0.555464325,0.468,0.793,0.02307714,ADI1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.14E-06,-0.537477988,0.532,0.803,0.023274851,PDLIM5,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.15E-06,-0.767484414,0.702,0.861,0.023578523,DUOX2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.16E-06,0.578800089,0.809,0.63,0.023784822,FAM133B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.17E-06,0.502348042,0.681,0.562,0.023996161,PCM1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.26E-06,-0.50771552,0.894,0.99,0.025670976,PPDPF,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.26E-06,-0.610080387,0.745,0.841,0.025714921,TM4SF1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.28E-06,-0.58841097,0.809,0.899,0.026086551,CLDN4,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.37E-06,0.587086565,0.787,0.625,0.028001225,FRYL,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.49E-06,0.57189397,0.915,0.74,0.030432765,GPBP1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.70E-06,-0.603832684,0.574,0.817,0.034788799,CD47,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.78E-06,0.503105122,0.915,0.74,0.036295241,RASSF6,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.83E-06,-0.547448369,0.681,0.88,0.037446481,HSP90B1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.87E-06,-0.506875154,0.723,0.938,0.038134196,NDUFA1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.90E-06,0.636322192,0.34,0.087,0.038865723,HIST4H4,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.99E-06,0.59896352,0.851,0.692,0.04073126,RHOB,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.21E-06,0.747201866,0.872,0.721,0.045146012,HIST1H4C,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.43E-06,0.536393083,0.681,0.558,0.049552443,PRPF38B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
