Gene,pvalue,log2FoldChange,pct.1,pct.2,padj,comparison
RGCC,0.00000,0.32701,0.55500,0.18900,0.00000,ciliated_sars_vs_healthy
RGS12,0.00000,-0.31123,0.51400,0.49600,0.00001,ciliated_sars_vs_healthy
RHEB,0.00000,0.26412,0.85300,0.65400,0.00000,ciliated_sars_vs_healthy
RHOA,0.00000,0.35093,0.94100,0.82700,0.00000,ciliated_sars_vs_healthy
RHOB,0.00000,-0.54949,0.48700,0.47900,0.00000,ciliated_sars_vs_healthy
RHOBTB3,0.00000,-0.26749,0.67900,0.65400,0.00000,ciliated_sars_vs_healthy
RICTOR,0.00000,-0.28538,0.66100,0.63900,0.00000,ciliated_sars_vs_healthy
RIF1,0.00000,-0.40916,0.66300,0.66800,0.00000,ciliated_sars_vs_healthy
RNASE1,0.00000,0.58052,0.37000,0.07300,0.00000,ciliated_sars_vs_healthy
RNASET2,0.00000,0.45066,0.84300,0.52500,0.00000,ciliated_sars_vs_healthy
RND3,0.00000,0.64784,0.90100,0.60800,0.00000,ciliated_sars_vs_healthy
RNF114,0.00000,0.29053,0.75300,0.42000,0.00000,ciliated_sars_vs_healthy
RNF168,0.00000,-0.25451,0.44000,0.43200,0.03675,ciliated_sars_vs_healthy
RNF181,0.00000,0.49572,0.87200,0.62000,0.00000,ciliated_sars_vs_healthy
RNF7,0.00000,0.25772,0.89300,0.76500,0.00000,ciliated_sars_vs_healthy
RNPC3,0.00000,-0.28671,0.64100,0.63800,0.00000,ciliated_sars_vs_healthy
ROCK1,0.00000,-0.26241,0.73100,0.66300,0.00008,ciliated_sars_vs_healthy
ROMO1,0.00000,0.78680,0.92700,0.74600,0.00000,ciliated_sars_vs_healthy
RORA,0.00000,-0.31308,0.60700,0.58200,0.00001,ciliated_sars_vs_healthy
RP11-1143G9.4,0.00000,0.33100,0.45800,0.04500,0.00000,ciliated_sars_vs_healthy
RP11-294O2.2,0.00000,0.32987,0.67000,0.40300,0.00000,ciliated_sars_vs_healthy
RP11-304L19.5,0.00000,-0.29317,0.28400,0.34600,0.00000,ciliated_sars_vs_healthy
RP11-345J4.5,0.00000,0.27510,0.61100,0.20600,0.00000,ciliated_sars_vs_healthy
RP11-349A22.5,0.00000,-0.31062,0.69800,0.66500,0.00000,ciliated_sars_vs_healthy
RP11-350J20.12,0.00000,0.98334,0.74700,0.22400,0.00000,ciliated_sars_vs_healthy
RP11-526F3.1,0.00000,0.25919,0.43900,0.16800,0.00000,ciliated_sars_vs_healthy
RPA3,0.00000,0.27000,0.77300,0.44800,0.00000,ciliated_sars_vs_healthy
RPL10A,0.18136,-0.45365,0.93100,0.93900,1.00000,ciliated_sars_vs_healthy
RPL11,0.58171,-0.31142,0.94600,0.98000,1.00000,ciliated_sars_vs_healthy
RPL12,0.74340,-0.36524,0.94000,0.95800,1.00000,ciliated_sars_vs_healthy
RPL13,0.19557,-0.40190,0.95500,0.98700,1.00000,ciliated_sars_vs_healthy
RPL13A,0.00000,-0.74230,0.95300,0.98900,0.00000,ciliated_sars_vs_healthy
RPL15,0.04387,-0.30596,0.94400,0.97200,1.00000,ciliated_sars_vs_healthy
RPL23,0.00000,-0.50123,0.94600,0.95900,0.00000,ciliated_sars_vs_healthy
RPL27A,0.09510,-0.28032,0.95200,0.97300,1.00000,ciliated_sars_vs_healthy
RPL29,0.06599,-0.33820,0.93300,0.96900,1.00000,ciliated_sars_vs_healthy
RPL3,0.00014,-0.64525,0.95000,0.96500,1.00000,ciliated_sars_vs_healthy
RPL36A,0.00000,0.32908,0.90300,0.79900,0.00000,ciliated_sars_vs_healthy
RPL36AL,0.00000,0.48006,0.93700,0.90700,0.00000,ciliated_sars_vs_healthy
RPL38,0.00000,0.31587,0.96100,0.95100,0.00000,ciliated_sars_vs_healthy
RPL39,0.00000,0.36924,0.95900,0.95500,0.00000,ciliated_sars_vs_healthy
RPL4,0.00000,-0.63875,0.91700,0.93700,0.00000,ciliated_sars_vs_healthy
RPL41,0.00000,0.66581,0.98000,0.99200,0.00000,ciliated_sars_vs_healthy
RPL5,0.00242,-0.42411,0.95200,0.95200,1.00000,ciliated_sars_vs_healthy
RPL6,0.20979,-0.32798,0.95100,0.97300,1.00000,ciliated_sars_vs_healthy
RPL7,0.00000,-0.57150,0.94100,0.93800,0.00001,ciliated_sars_vs_healthy
RPL7A,0.78292,-0.37746,0.94500,0.96200,1.00000,ciliated_sars_vs_healthy
RPLP1,0.00551,-0.44710,0.96700,0.99200,1.00000,ciliated_sars_vs_healthy
RPN2,0.00000,0.26898,0.92600,0.79900,0.00000,ciliated_sars_vs_healthy
RPS10,0.00000,0.60132,0.90300,0.85100,0.00000,ciliated_sars_vs_healthy
RPS11,0.00000,-0.52385,0.92000,0.95500,0.00000,ciliated_sars_vs_healthy
RPS14,0.96150,-0.30086,0.95100,0.98200,1.00000,ciliated_sars_vs_healthy
RPS18,0.00045,-0.61674,0.96600,0.98500,1.00000,ciliated_sars_vs_healthy
RPS2,0.00000,-0.68781,0.91200,0.97200,0.00016,ciliated_sars_vs_healthy
RPS20,0.00000,-0.44312,0.93800,0.95400,0.00000,ciliated_sars_vs_healthy
RPS21,0.00000,0.46534,0.94200,0.94900,0.00000,ciliated_sars_vs_healthy
RPS26,0.00000,0.55054,0.95700,0.93800,0.00000,ciliated_sars_vs_healthy
RPS27L,0.00000,0.50360,0.87600,0.65200,0.00000,ciliated_sars_vs_healthy
RPS28,0.00000,0.36992,0.95900,0.98600,0.00000,ciliated_sars_vs_healthy
RPS29,0.00000,0.75172,0.95900,0.94900,0.00000,ciliated_sars_vs_healthy
RPS3A,0.01346,-0.52309,0.92800,0.96300,1.00000,ciliated_sars_vs_healthy
RPS4X,0.00000,-0.94088,0.93500,0.96200,0.00000,ciliated_sars_vs_healthy
RPS4Y1,0.00000,0.86640,0.79400,0.12400,0.00000,ciliated_sars_vs_healthy
RPS5,0.07629,-0.37535,0.87800,0.89400,1.00000,ciliated_sars_vs_healthy
RPS6,0.00011,-0.50908,0.95400,0.97500,1.00000,ciliated_sars_vs_healthy
RSF1,0.00000,-0.27266,0.82100,0.74200,0.00006,ciliated_sars_vs_healthy
RTN4,0.00000,-0.26625,0.90700,0.85900,0.00028,ciliated_sars_vs_healthy
RUFY3,0.00000,-0.25307,0.56700,0.56300,0.00000,ciliated_sars_vs_healthy
S100A10,0.00000,0.42835,0.80600,0.76900,0.03718,ciliated_sars_vs_healthy
S100A11,0.00000,0.47031,0.97400,0.99000,0.00000,ciliated_sars_vs_healthy
S100A13,0.00000,1.04328,0.94500,0.80800,0.00000,ciliated_sars_vs_healthy
S100A14,0.00000,1.07653,0.96100,0.83900,0.00000,ciliated_sars_vs_healthy
S100A16,0.00000,0.69255,0.94100,0.84200,0.00000,ciliated_sars_vs_healthy
S100A2,0.00000,-1.16771,0.42700,0.54500,0.00000,ciliated_sars_vs_healthy
S100A4,0.00000,1.72412,0.95400,0.88900,0.00000,ciliated_sars_vs_healthy
S100A6,0.00000,0.86901,0.99500,0.99400,0.00000,ciliated_sars_vs_healthy
S100A8,0.00000,0.55011,0.22200,0.35800,0.00000,ciliated_sars_vs_healthy
S100A9,0.00001,0.47904,0.58900,0.79900,0.13629,ciliated_sars_vs_healthy
S100P,0.00000,2.38792,0.97000,0.69400,0.00000,ciliated_sars_vs_healthy
SAA1,0.00000,1.71155,0.62700,0.28600,0.00000,ciliated_sars_vs_healthy
SAA2,0.00000,1.08211,0.57900,0.25400,0.00000,ciliated_sars_vs_healthy
SAA4,0.00000,0.29080,0.42600,0.12000,0.00000,ciliated_sars_vs_healthy
SAMD9,0.00000,0.30446,0.76100,0.45900,0.00000,ciliated_sars_vs_healthy
SAP18,0.00000,0.30085,0.92900,0.85900,0.00000,ciliated_sars_vs_healthy
SAT1,0.00000,0.64741,0.99900,0.98000,0.00000,ciliated_sars_vs_healthy
SATB1,0.00000,-0.28171,0.53300,0.53800,0.00000,ciliated_sars_vs_healthy
SCAF11,0.00000,-0.35255,0.91700,0.87200,0.00000,ciliated_sars_vs_healthy
SCAND1,0.00000,0.42495,0.89800,0.72000,0.00000,ciliated_sars_vs_healthy
SCEL,0.00000,0.34751,0.58500,0.19300,0.00000,ciliated_sars_vs_healthy
SCGB1A1,0.00003,-1.37414,0.36700,0.26900,0.77833,ciliated_sars_vs_healthy
SCGB2A1,0.00000,0.67446,0.72900,0.30300,0.00000,ciliated_sars_vs_healthy
SCGB3A1,0.00000,-2.69658,0.24800,0.35200,0.00000,ciliated_sars_vs_healthy
SCPEP1,0.00000,-0.89545,0.73700,0.80300,0.00000,ciliated_sars_vs_healthy
SDC1,0.00000,-0.50681,0.90400,0.87200,0.00000,ciliated_sars_vs_healthy
SDCBP2,0.00000,0.47159,0.83200,0.55200,0.00000,ciliated_sars_vs_healthy
SDF2L1,0.00000,0.36241,0.76900,0.44800,0.00000,ciliated_sars_vs_healthy
SDR16C5,0.00000,0.27101,0.82600,0.55200,0.00000,ciliated_sars_vs_healthy
SEC11C,0.00000,0.45838,0.87300,0.67300,0.00000,ciliated_sars_vs_healthy
SEC61B,0.00000,0.72632,0.93600,0.84500,0.00000,ciliated_sars_vs_healthy
SEC61G,0.00000,1.12253,0.93700,0.73900,0.00000,ciliated_sars_vs_healthy
SEL1L3,0.00000,0.31968,0.83900,0.54500,0.00000,ciliated_sars_vs_healthy
SELENBP1,0.00000,0.61189,0.92500,0.74500,0.00000,ciliated_sars_vs_healthy
SELK,0.00000,0.30159,0.87400,0.70800,0.00000,ciliated_sars_vs_healthy
SEMA4B,0.00000,-0.55750,0.43900,0.55600,0.00000,ciliated_sars_vs_healthy
SEMA5A,0.00000,-0.51959,0.28900,0.34600,0.00000,ciliated_sars_vs_healthy
SENP6,0.00000,-0.27509,0.72100,0.67000,0.00000,ciliated_sars_vs_healthy
SERF2,0.00000,0.73983,0.96300,0.96600,0.00000,ciliated_sars_vs_healthy
SERINC1,0.00000,-0.28979,0.78600,0.70600,0.00021,ciliated_sars_vs_healthy
SERINC3,0.00000,-0.26044,0.83100,0.76600,0.00002,ciliated_sars_vs_healthy
SERP1,0.00000,0.30605,0.92100,0.83500,0.00000,ciliated_sars_vs_healthy
SERPINB1,0.00000,0.40517,0.87500,0.70700,0.00000,ciliated_sars_vs_healthy
SERPINB10,0.00000,0.37277,0.39800,0.05900,0.00000,ciliated_sars_vs_healthy
SERPINB13,0.00000,-0.71209,0.26000,0.36100,0.00000,ciliated_sars_vs_healthy
SERPINB3,0.00012,-0.56930,0.82300,0.77500,1.00000,ciliated_sars_vs_healthy
SERPINB4,0.00000,-1.13366,0.42600,0.45500,0.00001,ciliated_sars_vs_healthy
SERPINB5,0.00000,-0.43462,0.16600,0.35100,0.00000,ciliated_sars_vs_healthy
SERPINF1,0.00156,-0.37887,0.46200,0.42000,1.00000,ciliated_sars_vs_healthy
SERPING1,0.00000,0.27132,0.58600,0.22700,0.00000,ciliated_sars_vs_healthy
SERTAD4,0.00000,-0.34789,0.17300,0.30700,0.00000,ciliated_sars_vs_healthy
SESN3,0.00000,-0.32483,0.25300,0.34900,0.00000,ciliated_sars_vs_healthy
SESTD1,0.00000,-0.27652,0.68500,0.61300,0.12568,ciliated_sars_vs_healthy
SETD2,0.00000,-0.41605,0.70000,0.69400,0.00000,ciliated_sars_vs_healthy
SETX,0.00000,-0.36535,0.71200,0.67300,0.00000,ciliated_sars_vs_healthy
SF1,0.00000,-0.38711,0.87600,0.83000,0.00000,ciliated_sars_vs_healthy
SF3B5,0.00000,0.34312,0.82900,0.57600,0.00000,ciliated_sars_vs_healthy
SFN,0.06313,-0.35444,0.78700,0.64600,1.00000,ciliated_sars_vs_healthy
SFPQ,0.00000,-0.33544,0.92600,0.89000,0.00000,ciliated_sars_vs_healthy
SH3PXD2A,0.00000,-0.26209,0.69200,0.62500,0.03451,ciliated_sars_vs_healthy
SHFM1,0.00000,0.44946,0.94600,0.85800,0.00000,ciliated_sars_vs_healthy
SHISA5,0.00000,-0.46199,0.74400,0.66600,0.00000,ciliated_sars_vs_healthy
SHPRH,0.00000,-0.40568,0.61600,0.63100,0.00000,ciliated_sars_vs_healthy
SIK1,0.00000,-0.25309,0.32200,0.40100,0.00000,ciliated_sars_vs_healthy
SIX1,0.00000,-0.29369,0.79200,0.72300,0.00000,ciliated_sars_vs_healthy
SKP1,0.00000,0.31655,0.95800,0.91700,0.00000,ciliated_sars_vs_healthy
SLC25A3,0.00000,0.30405,0.94600,0.89400,0.00000,ciliated_sars_vs_healthy
SLC26A2,0.00000,-0.73520,0.62700,0.68000,0.00000,ciliated_sars_vs_healthy
SLC26A4,0.00043,-0.46879,0.46000,0.32300,1.00000,ciliated_sars_vs_healthy
SLC31A1,0.00000,0.45800,0.92100,0.71800,0.00000,ciliated_sars_vs_healthy
SLC35D2,0.00000,0.32706,0.73000,0.38200,0.00000,ciliated_sars_vs_healthy
SLC38A1,0.00000,-0.42011,0.63500,0.63100,0.00000,ciliated_sars_vs_healthy
SLC38A2,0.00000,-0.39457,0.89800,0.84500,0.00000,ciliated_sars_vs_healthy
SLC44A4,0.00000,0.47184,0.92600,0.64900,0.00000,ciliated_sars_vs_healthy
SLC6A14,0.00000,0.57992,0.90300,0.59200,0.00000,ciliated_sars_vs_healthy
SLC6A6,0.00000,-0.61810,0.83600,0.82100,0.00000,ciliated_sars_vs_healthy
SLC6A8,0.00045,-0.41848,0.44700,0.41400,1.00000,ciliated_sars_vs_healthy
SLC9A3R2,0.00000,0.67599,0.87100,0.54400,0.00000,ciliated_sars_vs_healthy
SLIRP,0.00000,0.63197,0.91600,0.74600,0.00000,ciliated_sars_vs_healthy
SLITRK6,0.00000,-0.37344,0.44100,0.44900,0.00052,ciliated_sars_vs_healthy
SLK,0.00000,-0.26279,0.90300,0.85400,0.00000,ciliated_sars_vs_healthy
SLPI,0.00000,0.50459,0.98500,0.98500,0.00000,ciliated_sars_vs_healthy
SMAD5,0.00000,-0.26291,0.73700,0.67200,0.00013,ciliated_sars_vs_healthy
SMAGP,0.00000,0.34267,0.79400,0.50400,0.00000,ciliated_sars_vs_healthy
SMARCA2,0.00000,-0.30678,0.77700,0.71400,0.00000,ciliated_sars_vs_healthy
SMARCC1,0.00000,-0.25513,0.76800,0.70100,0.06226,ciliated_sars_vs_healthy
SMC1A,0.00000,-0.27110,0.63800,0.58300,0.00840,ciliated_sars_vs_healthy
SMC3,0.00000,-0.31708,0.71800,0.65800,0.00000,ciliated_sars_vs_healthy
SMC5,0.00000,-0.31191,0.76100,0.73700,0.00000,ciliated_sars_vs_healthy
SMDT1,0.00000,0.26959,0.85800,0.67900,0.00000,ciliated_sars_vs_healthy
SMEK1,0.00000,-0.29024,0.78500,0.71500,0.00000,ciliated_sars_vs_healthy
SMG1,0.00000,-0.34321,0.80000,0.75500,0.00000,ciliated_sars_vs_healthy
SMG6,0.00000,-0.33851,0.59300,0.62500,0.00000,ciliated_sars_vs_healthy
SMIM14,0.00000,0.69093,0.92700,0.73700,0.00000,ciliated_sars_vs_healthy
SMIM22,0.00000,1.27840,0.90800,0.56500,0.00000,ciliated_sars_vs_healthy
SMIM4,0.00000,0.37179,0.80800,0.44900,0.00000,ciliated_sars_vs_healthy
SMIM5,0.00000,0.33254,0.50700,0.13100,0.00000,ciliated_sars_vs_healthy
SNCA,0.00001,-0.30778,0.25600,0.28700,0.31276,ciliated_sars_vs_healthy
SNCG,0.00000,0.35746,0.37600,0.25800,0.00006,ciliated_sars_vs_healthy
SNRNP200,0.00000,-0.33763,0.80900,0.78300,0.00000,ciliated_sars_vs_healthy
SNRNP70,0.00000,-0.27573,0.86500,0.80100,0.00000,ciliated_sars_vs_healthy
SNRPG,0.00000,0.58626,0.90800,0.76300,0.00000,ciliated_sars_vs_healthy
SON,0.00000,-0.25538,0.95500,0.93500,0.00000,ciliated_sars_vs_healthy
SORL1,0.00000,-0.27675,0.82600,0.75200,0.00059,ciliated_sars_vs_healthy
SOX7,0.00000,-0.32031,0.12000,0.25100,0.00000,ciliated_sars_vs_healthy
SP3,0.00000,-0.33813,0.76700,0.71800,0.00000,ciliated_sars_vs_healthy
SPAG1,0.00000,0.25444,0.74400,0.40100,0.00000,ciliated_sars_vs_healthy
SPARCL1,0.00000,-0.97927,0.26300,0.51700,0.00000,ciliated_sars_vs_healthy
SPATS2L,0.00000,0.37110,0.89700,0.70300,0.00000,ciliated_sars_vs_healthy
SPCS1,0.00000,0.43636,0.91900,0.82100,0.00000,ciliated_sars_vs_healthy
SPCS2,0.00000,0.34656,0.93500,0.82100,0.00000,ciliated_sars_vs_healthy
SPDEF,0.00000,0.27759,0.77000,0.43500,0.00000,ciliated_sars_vs_healthy
SPEN,0.00000,-0.41056,0.64600,0.68200,0.00000,ciliated_sars_vs_healthy
SPTBN1,0.00000,-0.32099,0.73600,0.71700,0.00000,ciliated_sars_vs_healthy
SRD5A3,0.00000,0.37696,0.80000,0.52500,0.00000,ciliated_sars_vs_healthy
SREK1,0.00000,-0.33581,0.81100,0.75100,0.00000,ciliated_sars_vs_healthy
SRGAP3,0.00000,-0.46721,0.62100,0.65800,0.00000,ciliated_sars_vs_healthy
SRI,0.00000,0.33277,0.90500,0.77700,0.00000,ciliated_sars_vs_healthy
SRP14,0.00000,0.33106,0.95900,0.93800,0.00000,ciliated_sars_vs_healthy
SRRM2,0.00000,-0.37687,0.94300,0.91300,0.00000,ciliated_sars_vs_healthy
SRSF2,0.00000,-0.26630,0.84700,0.78200,0.00000,ciliated_sars_vs_healthy
SRSF7,0.00000,-0.33922,0.81700,0.77500,0.00000,ciliated_sars_vs_healthy
SSR3,0.00000,0.30965,0.86100,0.63100,0.00000,ciliated_sars_vs_healthy
SSR4,0.00000,0.52823,0.93500,0.87300,0.00000,ciliated_sars_vs_healthy
ST6GALNAC1,0.00000,0.54234,0.92400,0.71800,0.00000,ciliated_sars_vs_healthy
ST8SIA4,0.97369,-0.35341,0.55900,0.44500,1.00000,ciliated_sars_vs_healthy
STARD10,0.00000,0.69535,0.94100,0.72000,0.00000,ciliated_sars_vs_healthy
STATH,0.01975,-1.90053,0.21900,0.23000,1.00000,ciliated_sars_vs_healthy
STON2,0.00001,-0.26811,0.32200,0.34400,0.34887,ciliated_sars_vs_healthy
STRA13,0.00000,0.25923,0.80400,0.48700,0.00000,ciliated_sars_vs_healthy
STX10,0.00000,0.31731,0.77500,0.42400,0.00000,ciliated_sars_vs_healthy
STX6,0.00000,-0.30055,0.40300,0.41400,0.00047,ciliated_sars_vs_healthy
SULT1E1,0.00000,-0.31471,0.15100,0.24200,0.00000,ciliated_sars_vs_healthy
SUMO2,0.00000,0.35611,0.94200,0.88000,0.00000,ciliated_sars_vs_healthy
SUPT16H,0.00000,-0.26821,0.75500,0.65800,0.01426,ciliated_sars_vs_healthy
SUSD4,0.00000,-0.26092,0.21900,0.29300,0.00000,ciliated_sars_vs_healthy
SVOPL,0.00000,-0.33085,0.07600,0.21500,0.00000,ciliated_sars_vs_healthy
SYNE2,0.00000,-0.55959,0.90400,0.88200,0.00000,ciliated_sars_vs_healthy
SYT8,0.00000,0.35344,0.66900,0.40600,0.00000,ciliated_sars_vs_healthy
TAF10,0.00000,0.34939,0.83300,0.62400,0.00000,ciliated_sars_vs_healthy
TAF15,0.00000,-0.27134,0.72300,0.66300,0.00002,ciliated_sars_vs_healthy
TALDO1,0.00000,0.56543,0.93500,0.83500,0.00000,ciliated_sars_vs_healthy
TANC2,0.00000,-0.30006,0.60800,0.58600,0.00017,ciliated_sars_vs_healthy
TBCA,0.00000,0.44922,0.90900,0.73100,0.00000,ciliated_sars_vs_healthy
TCEA3,0.00000,0.30197,0.76000,0.46100,0.00000,ciliated_sars_vs_healthy
TCEAL8,0.00000,0.32549,0.76600,0.43400,0.00000,ciliated_sars_vs_healthy
TCEB1,0.00000,0.42212,0.86600,0.62800,0.00000,ciliated_sars_vs_healthy
TCEB2,0.00000,0.65545,0.93500,0.90700,0.00000,ciliated_sars_vs_healthy
TCF4,0.00000,-0.45577,0.55300,0.54100,0.00000,ciliated_sars_vs_healthy
TET2,0.00000,-0.30070,0.84100,0.78900,0.00008,ciliated_sars_vs_healthy
TFCP2L1,0.00000,-0.64129,0.82000,0.78600,0.00000,ciliated_sars_vs_healthy
TFF1,0.00000,1.06891,0.53700,0.10300,0.00000,ciliated_sars_vs_healthy
TFF3,0.00000,2.58029,0.55400,0.16100,0.00000,ciliated_sars_vs_healthy
TGM2,0.00000,0.45123,0.78400,0.37700,0.00000,ciliated_sars_vs_healthy
TIA1,0.00000,-0.25376,0.68900,0.65100,0.00000,ciliated_sars_vs_healthy
TIMM10,0.00000,0.32781,0.76300,0.38600,0.00000,ciliated_sars_vs_healthy
TIMM13,0.00000,0.33026,0.86500,0.61700,0.00000,ciliated_sars_vs_healthy
TIMM8B,0.00000,0.27871,0.87700,0.69700,0.00000,ciliated_sars_vs_healthy
TIMP2,0.00000,0.28705,0.54200,0.21000,0.00000,ciliated_sars_vs_healthy
TIMP3,0.00000,-0.40669,0.19100,0.32300,0.00000,ciliated_sars_vs_healthy
TJP3,0.00000,0.28171,0.83100,0.52800,0.00000,ciliated_sars_vs_healthy
TM4SF1,0.00000,0.86665,0.82500,0.50700,0.00000,ciliated_sars_vs_healthy
TMBIM4.1,0.00000,0.40203,0.93100,0.81500,0.00000,ciliated_sars_vs_healthy
TMC5,0.00000,0.39062,0.93800,0.68000,0.00000,ciliated_sars_vs_healthy
TMED3,0.00000,0.29299,0.87700,0.65600,0.00000,ciliated_sars_vs_healthy
TMEM123,0.00000,-0.46424,0.91600,0.88300,0.00000,ciliated_sars_vs_healthy
TMEM125,0.00000,0.38893,0.72200,0.27900,0.00000,ciliated_sars_vs_healthy
TMEM160,0.00000,0.65196,0.90000,0.70000,0.00000,ciliated_sars_vs_healthy
TMEM167A,0.00000,0.25410,0.84600,0.62000,0.00000,ciliated_sars_vs_healthy
TMEM208,0.00000,0.36099,0.87200,0.65500,0.00000,ciliated_sars_vs_healthy
TMEM220,0.00000,0.29343,0.57100,0.16300,0.00000,ciliated_sars_vs_healthy
TMEM238,0.00000,0.32519,0.88700,0.59700,0.00000,ciliated_sars_vs_healthy
TMEM256,0.00000,0.27252,0.76500,0.43200,0.00000,ciliated_sars_vs_healthy
TMEM258,0.00000,0.79927,0.92300,0.73200,0.00000,ciliated_sars_vs_healthy
TMEM54,0.00000,0.38631,0.86000,0.58200,0.00000,ciliated_sars_vs_healthy
TMEM59,0.00000,0.43919,0.96600,0.93400,0.00000,ciliated_sars_vs_healthy
TMPRSS11D,0.00000,-0.32385,0.45000,0.43400,0.07331,ciliated_sars_vs_healthy
TMPRSS4,0.00000,-0.48545,0.93600,0.89000,0.00000,ciliated_sars_vs_healthy
TMSB10,0.00000,1.15621,0.97500,0.97200,0.00000,ciliated_sars_vs_healthy
TMSB4X,0.00000,0.83246,0.96900,0.96900,0.00000,ciliated_sars_vs_healthy
TMTC3,0.00000,-0.28409,0.63200,0.58000,0.00298,ciliated_sars_vs_healthy
TNC,0.00000,-0.59386,0.06900,0.29000,0.00000,ciliated_sars_vs_healthy
TNFSF10,0.00000,0.39170,0.97600,0.94500,0.00000,ciliated_sars_vs_healthy
TNRC6B,0.00000,-0.31372,0.89000,0.82300,0.00000,ciliated_sars_vs_healthy
TNS1,0.00000,-0.31628,0.24800,0.36900,0.00000,ciliated_sars_vs_healthy
TNS4,0.00000,-0.33618,0.10300,0.26300,0.00000,ciliated_sars_vs_healthy
TOB1,0.00000,-0.28720,0.86900,0.75800,0.00005,ciliated_sars_vs_healthy
TP63,0.00000,-0.59139,0.04400,0.27300,0.00000,ciliated_sars_vs_healthy
TPM4,0.00002,-0.40086,0.90900,0.84800,0.60124,ciliated_sars_vs_healthy
TPR,0.00000,-0.40946,0.87300,0.84600,0.00000,ciliated_sars_vs_healthy
TRAM1,0.00000,0.37419,0.91700,0.76800,0.00000,ciliated_sars_vs_healthy
TRIM16,0.00000,0.53244,0.78800,0.39000,0.00000,ciliated_sars_vs_healthy
TRIM24,0.00000,-0.31904,0.58000,0.54500,0.00000,ciliated_sars_vs_healthy
TRIM29,0.00000,-0.51309,0.85200,0.83800,0.00000,ciliated_sars_vs_healthy
TRIM31,0.00000,0.49037,0.53500,0.18600,0.00000,ciliated_sars_vs_healthy
TRIP6,0.00000,0.29957,0.80600,0.50100,0.00000,ciliated_sars_vs_healthy
TRNP1,0.00000,0.25308,0.53200,0.16500,0.00000,ciliated_sars_vs_healthy
TSC22D1,0.00000,-0.41158,0.87300,0.84600,0.00000,ciliated_sars_vs_healthy
TSHZ2,0.00000,-0.52506,0.87500,0.83000,0.00000,ciliated_sars_vs_healthy
TSIX,0.00000,-0.31130,0.01700,0.24800,0.00000,ciliated_sars_vs_healthy
TSPAN1,0.00000,1.10525,0.97100,0.92800,0.00000,ciliated_sars_vs_healthy
TSPAN13,0.00000,0.64272,0.93300,0.75100,0.00000,ciliated_sars_vs_healthy
TSPAN3,0.00000,0.34446,0.94400,0.82800,0.00000,ciliated_sars_vs_healthy
TSPAN8,0.00000,1.16934,0.75900,0.31300,0.00000,ciliated_sars_vs_healthy
TSPO,0.00000,0.46285,0.92800,0.84500,0.00000,ciliated_sars_vs_healthy
TSTA3,0.00000,0.42792,0.84400,0.56900,0.00000,ciliated_sars_vs_healthy
TSTD1,0.00000,0.25158,0.87200,0.70000,0.00000,ciliated_sars_vs_healthy
TTC9,0.00000,0.29872,0.79900,0.48700,0.00000,ciliated_sars_vs_healthy
TUBA1B,0.00000,0.26630,0.84000,0.71000,0.00000,ciliated_sars_vs_healthy
TUBA1C,0.00000,0.33144,0.87300,0.63200,0.00000,ciliated_sars_vs_healthy
TUBB2A,0.00000,0.86370,0.81100,0.33700,0.00000,ciliated_sars_vs_healthy
TUG1,0.00000,-0.27422,0.67200,0.66500,0.00000,ciliated_sars_vs_healthy
TXN,0.00000,1.00640,0.96300,0.95600,0.00000,ciliated_sars_vs_healthy
TXNDC17,0.00000,0.50124,0.91600,0.74900,0.00000,ciliated_sars_vs_healthy
TXNIP,0.00000,-0.64000,0.95800,0.96500,0.00000,ciliated_sars_vs_healthy
TXNL1,0.00000,0.29559,0.84800,0.63400,0.00000,ciliated_sars_vs_healthy
TXNL4A,0.00000,0.27232,0.83000,0.57700,0.00000,ciliated_sars_vs_healthy
TYMP,0.00000,0.61847,0.87900,0.67900,0.00000,ciliated_sars_vs_healthy
U47924.27,0.00000,0.35884,0.68300,0.28200,0.00000,ciliated_sars_vs_healthy
UBB,0.00000,0.37278,0.93000,0.91300,0.00000,ciliated_sars_vs_healthy
UBE2G2,0.00000,-0.36155,0.72600,0.69300,0.00000,ciliated_sars_vs_healthy
UBE2L6,0.00000,0.41988,0.75900,0.37300,0.00000,ciliated_sars_vs_healthy
UBL5,0.00000,0.38877,0.92100,0.87600,0.00000,ciliated_sars_vs_healthy
UBN2,0.00000,-0.26152,0.54800,0.51400,0.02296,ciliated_sars_vs_healthy
UBR5,0.00000,-0.27990,0.73500,0.69000,0.00000,ciliated_sars_vs_healthy
UBTF,0.00000,-0.27721,0.63200,0.59900,0.00000,ciliated_sars_vs_healthy
UCP2,0.00000,0.50296,0.72000,0.28900,0.00000,ciliated_sars_vs_healthy
UNC5B-AS1,0.00000,0.37252,0.70100,0.35500,0.00000,ciliated_sars_vs_healthy
UQCR10,0.00000,0.68476,0.93300,0.83400,0.00000,ciliated_sars_vs_healthy
UQCR11.1,0.00000,0.71348,0.90400,0.81300,0.00000,ciliated_sars_vs_healthy
UQCRFS1,0.00000,0.38531,0.87000,0.60100,0.00000,ciliated_sars_vs_healthy
UQCRQ,0.00000,0.51277,0.93900,0.88200,0.00000,ciliated_sars_vs_healthy
USMG5,0.00000,0.74818,0.92500,0.80000,0.00000,ciliated_sars_vs_healthy
