from	to	source	database
COL6A3	ITGA11_ITGB1	ICELLNET	ICELLNET
COL6A5	ITGA11_ITGB1	CellChatDB	CellChatDB
COL6A5	ITGA11_ITGB1	CellPhoneDB	CellPhoneDB
COL6A5	ITGA11_ITGB1	ICELLNET	ICELLNET
COL6A6	ITGA11_ITGB1	CellChatDB	CellChatDB
COL6A6	ITGA11_ITGB1	CellPhoneDB	CellPhoneDB
COL6A6	ITGA11_ITGB1	ICELLNET	ICELLNET
COL7A1	ITGA11_ITGB1	CellPhoneDB	CellPhoneDB
COL7A1	ITGA11_ITGB1	ICELLNET	ICELLNET
COL8A1	ITGA11_ITGB1	CellPhoneDB	CellPhoneDB
COL8A1	ITGA11_ITGB1	ICELLNET	ICELLNET
COL8A2	ITGA11_ITGB1	CellPhoneDB	CellPhoneDB
COL8A2	ITGA11_ITGB1	ICELLNET	ICELLNET
COL9A1	ITGA11_ITGB1	CellChatDB	CellChatDB
COL9A1	ITGA11_ITGB1	CellPhoneDB	CellPhoneDB
COL9A1	ITGA11_ITGB1	ICELLNET	ICELLNET
COL9A2	ITGA11_ITGB1	CellChatDB	CellChatDB
COL9A2	ITGA11_ITGB1	CellPhoneDB	CellPhoneDB
COL9A2	ITGA11_ITGB1	ICELLNET	ICELLNET
COL9A3	ITGA11_ITGB1	CellChatDB	CellChatDB
COL9A3	ITGA11_ITGB1	CellPhoneDB	CellPhoneDB
COL9A3	ITGA11_ITGB1	ICELLNET	ICELLNET
CD24	SIGLEC10	CellTalkDB	CellTalkDB
CD24	SIGLEC10	ICELLNET	ICELLNET
CD24	SIGLEC10	iTALK	iTALK
LGALS3	LAG3	ICELLNET	ICELLNET
LGALS3	LAG3	connectomeDB2020	connectomeDB2020
FGL1	LAG3	ICELLNET	ICELLNET
FGL1	LAG3	connectomeDB2020	connectomeDB2020
CLEC4G	LAG3	ICELLNET	ICELLNET
CLEC4G	LAG3	connectomeDB2020	connectomeDB2020
SEMA3F	PLXNA3	Baccin2019	Baccin2019
SEMA3F	PLXNA3	CellTalkDB	CellTalkDB
SEMA3F	PLXNA3	EMBRACE	EMBRACE
SEMA3F	PLXNA3	Fantom5_LRdb	Fantom5_LRdb
SEMA3F	PLXNA3	HPMR	HPMR
SEMA3F	PLXNA3	HPMR_LRdb	HPMR_LRdb
SEMA3F	PLXNA3	HPMR_talklr	HPMR_talklr
SEMA3F	PLXNA3	LRdb	LRdb
SEMA3F	PLXNA3	Ramilowski2015	Ramilowski2015
SEMA3F	PLXNA3	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
SEMA3F	PLXNA3	Wang	Wang
SEMA3F	PLXNA3	connectomeDB2020	connectomeDB2020
SEMA3F	PLXNA3	iTALK	iTALK
SEMA3F	PLXNA3	talklr	talklr
HEBP1	GRM7	CellTalkDB	CellTalkDB
HEBP1	GRM7	LRdb	LRdb
HEBP1	GRM7	Reactome_LRdb	Reactome_LRdb
GRN	SORT1	CellChatDB	CellChatDB
GRN	SORT1	CellPhoneDB	CellPhoneDB
GRN	SORT1	CellTalkDB	CellTalkDB
GRN	SORT1	Cellinker	Cellinker
GRN	SORT1	IMEx_CellPhoneDB	IMEx_CellPhoneDB
GRN	SORT1	InnateDB-All_CellPhoneDB	InnateDB-All_CellPhoneDB
GRN	SORT1	IntAct	IntAct
GRN	SORT1	MINT_CellPhoneDB	MINT_CellPhoneDB
GRN	SORT1	connectomeDB2020	connectomeDB2020
GRN	CLEC4M	CellPhoneDB	CellPhoneDB
GRN	CLEC4M	CellTalkDB	CellTalkDB
GRN	CLEC4M	InnateDB-All_CellPhoneDB	InnateDB-All_CellPhoneDB
ICAM3	CLEC4M	CellPhoneDB	CellPhoneDB
ICAM3	CLEC4M	CellTalkDB	CellTalkDB
ICAM3	CLEC4M	Fantom5_LRdb	Fantom5_LRdb
ICAM3	CLEC4M	HPRD	HPRD
ICAM3	CLEC4M	HPRD_LRdb	HPRD_LRdb
ICAM3	CLEC4M	HPRD_talklr	HPRD_talklr
ICAM3	CLEC4M	LRdb	LRdb
ICAM3	CLEC4M	Ramilowski2015	Ramilowski2015
ICAM3	CLEC4M	STRING_talklr	STRING_talklr
ICAM3	CLEC4M	connectomeDB2020	connectomeDB2020
ICAM3	CLEC4M	iTALK	iTALK
ICAM3	CLEC4M	talklr	talklr
ICAM3	ITGAD	CellTalkDB	CellTalkDB
ICAM3	ITGAD	Cellinker	Cellinker
ICAM3	ITGAD	Fantom5_LRdb	Fantom5_LRdb
ICAM3	ITGAD	HPRD	HPRD
ICAM3	ITGAD	HPRD_LRdb	HPRD_LRdb
ICAM3	ITGAD	HPRD_talklr	HPRD_talklr
ICAM3	ITGAD	LRdb	LRdb
ICAM3	ITGAD	Ramilowski2015	Ramilowski2015
ICAM3	ITGAD	connectomeDB2020	connectomeDB2020
ICAM3	ITGAD	iTALK	iTALK
ICAM3	ITGAD	talklr	talklr
NTN1	UNC5D	Baccin2019	Baccin2019
NTN1	UNC5D	CellTalkDB	CellTalkDB
NTN1	UNC5D	EMBRACE	EMBRACE
NTN1	UNC5D	Fantom5_LRdb	Fantom5_LRdb
NTN1	UNC5D	LRdb	LRdb
NTN1	UNC5D	Ramilowski2015	Ramilowski2015
NTN1	UNC5D	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NTN1	UNC5D	STRING_talklr	STRING_talklr
NTN1	UNC5D	connectomeDB2020	connectomeDB2020
NTN1	UNC5D	iTALK	iTALK
NTN1	UNC5D	talklr	talklr
NTN1	UNC5B	Baccin2019	Baccin2019
NTN1	UNC5B	CellTalkDB	CellTalkDB
NTN1	UNC5B	Cellinker	Cellinker
NTN1	UNC5B	EMBRACE	EMBRACE
NTN1	UNC5B	Fantom5_LRdb	Fantom5_LRdb
NTN1	UNC5B	LRdb	LRdb
NTN1	UNC5B	Ramilowski2015	Ramilowski2015
NTN1	UNC5B	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NTN1	UNC5B	STRING_talklr	STRING_talklr
NTN1	UNC5B	Wang	Wang
NTN1	UNC5B	connectomeDB2020	connectomeDB2020
NTN1	UNC5B	iTALK	iTALK
NTN1	UNC5B	talklr	talklr
NTN1	UNC5A	Baccin2019	Baccin2019
NTN1	UNC5A	CellTalkDB	CellTalkDB
NTN1	UNC5A	Cellinker	Cellinker
NTN1	UNC5A	EMBRACE	EMBRACE
NTN1	UNC5A	Fantom5_LRdb	Fantom5_LRdb
NTN1	UNC5A	LRdb	LRdb
NTN1	UNC5A	Ramilowski2015	Ramilowski2015
NTN1	UNC5A	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NTN1	UNC5A	STRING_talklr	STRING_talklr
NTN1	UNC5A	connectomeDB2020	connectomeDB2020
NTN1	UNC5A	iTALK	iTALK
NTN1	UNC5A	talklr	talklr
NTN1	ADORA2B	Baccin2019	Baccin2019
NTN1	ADORA2B	CellTalkDB	CellTalkDB
NTN1	ADORA2B	EMBRACE	EMBRACE
NTN1	ADORA2B	Fantom5_LRdb	Fantom5_LRdb
NTN1	ADORA2B	HPRD	HPRD
NTN1	ADORA2B	HPRD_LRdb	HPRD_LRdb
NTN1	ADORA2B	HPRD_talklr	HPRD_talklr
NTN1	ADORA2B	LRdb	LRdb
NTN1	ADORA2B	Ramilowski2015	Ramilowski2015
NTN1	ADORA2B	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NTN1	ADORA2B	connectomeDB2020	connectomeDB2020
NTN1	ADORA2B	iTALK	iTALK
NTN1	ADORA2B	talklr	talklr
SCT	PTH1R	CellTalkDB	CellTalkDB
SCT	PTH1R	LRdb	LRdb
SCT	PTH1R	Reactome_LRdb	Reactome_LRdb
SCT	ADCYAP1R1	CellTalkDB	CellTalkDB
SCT	ADCYAP1R1	LRdb	LRdb
SCT	ADCYAP1R1	Reactome_LRdb	Reactome_LRdb
SCT	RAMP2	CellTalkDB	CellTalkDB
SCT	RAMP2	LRdb	LRdb
SCT	RAMP2	Reactome_LRdb	Reactome_LRdb
SCT	VIPR1	Baccin2019	Baccin2019
SCT	VIPR1	CellPhoneDB	CellPhoneDB
SCT	VIPR1	CellTalkDB	CellTalkDB
SCT	VIPR1	Fantom5_LRdb	Fantom5_LRdb
SCT	VIPR1	HPRD	HPRD
SCT	VIPR1	HPRD_LRdb	HPRD_LRdb
SCT	VIPR1	HPRD_talklr	HPRD_talklr
SCT	VIPR1	I2D_CellPhoneDB	I2D_CellPhoneDB
SCT	VIPR1	InnateDB-All_CellPhoneDB	InnateDB-All_CellPhoneDB
SCT	VIPR1	LRdb	LRdb
SCT	VIPR1	Ramilowski2015	Ramilowski2015
SCT	VIPR1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
SCT	VIPR1	Reactome_LRdb	Reactome_LRdb
SCT	VIPR1	connectomeDB2020	connectomeDB2020
SCT	VIPR1	iTALK	iTALK
SCT	VIPR1	talklr	talklr
SCT	RAMP3	CellTalkDB	CellTalkDB
SCT	RAMP3	LRdb	LRdb
SCT	RAMP3	Reactome_LRdb	Reactome_LRdb
SCT	GPR20	CellTalkDB	CellTalkDB
SCT	GPR20	LRdb	LRdb
SCT	GPR20	Reactome_LRdb	Reactome_LRdb
SCT	VIPR2	Baccin2019	Baccin2019
SCT	VIPR2	CellTalkDB	CellTalkDB
SCT	VIPR2	Fantom5_LRdb	Fantom5_LRdb
SCT	VIPR2	LRdb	LRdb
SCT	VIPR2	Ramilowski2015	Ramilowski2015
SCT	VIPR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
SCT	VIPR2	connectomeDB2020	connectomeDB2020
SCT	VIPR2	iTALK	iTALK
SCT	VIPR2	talklr	talklr
SCT	ADRB3	CellTalkDB	CellTalkDB
SCT	ADRB3	LRdb	LRdb
SCT	ADRB3	Reactome_LRdb	Reactome_LRdb
SCT	GPR84	CellTalkDB	CellTalkDB
SCT	GPR84	LRdb	LRdb
SCT	GPR84	Reactome_LRdb	Reactome_LRdb
VCL	ALK	CellTalkDB	CellTalkDB
EFNA2	EPHA10	CellTalkDB	CellTalkDB
EFNA2	EPHA10	Cellinker	Cellinker
EFNA2	EPHA10	LRdb	LRdb
MADCAM1	ITGB7	CellTalkDB	CellTalkDB
MADCAM1	ITGB7	Fantom5_LRdb	Fantom5_LRdb
MADCAM1	ITGB7	HPMR	HPMR
MADCAM1	ITGB7	HPMR_LRdb	HPMR_LRdb
MADCAM1	ITGB7	HPMR_talklr	HPMR_talklr
MADCAM1	ITGB7	HPRD	HPRD
MADCAM1	ITGB7	HPRD_LRdb	HPRD_LRdb
MADCAM1	ITGB7	HPRD_talklr	HPRD_talklr
MADCAM1	ITGB7	LRdb	LRdb
MADCAM1	ITGB7	Ramilowski2015	Ramilowski2015
MADCAM1	ITGB7	STRING_talklr	STRING_talklr
MADCAM1	ITGB7	Wang	Wang
MADCAM1	ITGB7	connectomeDB2020	connectomeDB2020
MADCAM1	ITGB7	iTALK	iTALK
MADCAM1	ITGB7	talklr	talklr
TCN2	CNR1	CellTalkDB	CellTalkDB
TCN2	CNR1	EMBRACE	EMBRACE
TCN2	CNR1	Fantom5_LRdb	Fantom5_LRdb
TCN2	CNR1	LRdb	LRdb
TCN2	CNR1	STRING_talklr	STRING_talklr
TCN2	CNR1	iTALK	iTALK
TCN2	CNR1	talklr	talklr
PCSK1N	GPR171	CellTalkDB	CellTalkDB
PCSK1N	GPR171	HPMR	HPMR
CCL17	CCR8	CellCall	CellCall
CCL17	CCR8	CellTalkDB	CellTalkDB
CCL17	CCR8	Cellinker	Cellinker
CCL17	CCR8	DIP	DIP
CCL17	CCR8	DLRP_Cellinker	DLRP_Cellinker
CCL17	CCR8	DLRP_talklr	DLRP_talklr
CCL17	CCR8	Fantom5_LRdb	Fantom5_LRdb
CCL17	CCR8	HPRD	HPRD
CCL17	CCR8	HPRD_LRdb	HPRD_LRdb
CCL17	CCR8	HPRD_talklr	HPRD_talklr
CCL17	CCR8	LRdb	LRdb
CCL17	CCR8	Ramilowski2015	Ramilowski2015
CCL17	CCR8	STRING_talklr	STRING_talklr
CCL17	CCR8	Wang	Wang
CCL17	CCR8	connectomeDB2020	connectomeDB2020
CCL17	CCR8	iTALK	iTALK
CCL17	CCR8	talklr	talklr
SFRP1	FZD2	CellCall	CellCall
SFRP1	FZD2	CellTalkDB	CellTalkDB
SFRP1	FZD2	EMBRACE	EMBRACE
SFRP1	FZD2	Fantom5_LRdb	Fantom5_LRdb
SFRP1	FZD2	LRdb	LRdb
SFRP1	FZD2	Ramilowski2015	Ramilowski2015
SFRP1	FZD2	STRING_talklr	STRING_talklr
SFRP1	FZD2	Wang	Wang
SFRP1	FZD2	connectomeDB2020	connectomeDB2020
SFRP1	FZD2	iTALK	iTALK
SFRP1	FZD2	talklr	talklr
SFRP1	FZD6	Baccin2019	Baccin2019
SFRP1	FZD6	CellCall	CellCall
SFRP1	FZD6	CellTalkDB	CellTalkDB
SFRP1	FZD6	Cellinker	Cellinker
SFRP1	FZD6	EMBRACE	EMBRACE
SFRP1	FZD6	Fantom5_LRdb	Fantom5_LRdb
SFRP1	FZD6	HPRD	HPRD
SFRP1	FZD6	HPRD_LRdb	HPRD_LRdb
SFRP1	FZD6	HPRD_talklr	HPRD_talklr
SFRP1	FZD6	LRdb	LRdb
SFRP1	FZD6	NetPath	NetPath
SFRP1	FZD6	Ramilowski2015	Ramilowski2015
SFRP1	FZD6	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
SFRP1	FZD6	Wang	Wang
SFRP1	FZD6	connectomeDB2020	connectomeDB2020
SFRP1	FZD6	iTALK	iTALK
SFRP1	FZD6	talklr	talklr
PLAT	ITGAM	CellTalkDB	CellTalkDB
PLAT	ITGAM	Fantom5_LRdb	Fantom5_LRdb
PLAT	ITGAM	LRdb	LRdb
PLAT	ITGAM	STRING_talklr	STRING_talklr
PLAT	ITGAM	iTALK	iTALK
PLAT	ITGAM	talklr	talklr
DKK4	LRP6	CellCall	CellCall
DKK4	LRP6	CellTalkDB	CellTalkDB
DKK4	LRP6	Cellinker	Cellinker
DKK4	LRP6	Wang	Wang
DKK4	LRP6	connectomeDB2020	connectomeDB2020
DKK4	LRP5	CellCall	CellCall
DKK4	LRP5	CellTalkDB	CellTalkDB
DKK4	LRP5	Cellinker	Cellinker
DKK4	LRP5	Wang	Wang
LHB	PTH1R	CellTalkDB	CellTalkDB
LHB	PTH1R	LRdb	LRdb
LHB	PTH1R	Reactome_LRdb	Reactome_LRdb
LHB	ADCYAP1R1	CellTalkDB	CellTalkDB
LHB	ADCYAP1R1	LRdb	LRdb
LHB	ADCYAP1R1	Reactome_LRdb	Reactome_LRdb
LHB	RAMP2	CellTalkDB	CellTalkDB
LHB	RAMP2	LRdb	LRdb
LHB	RAMP2	Reactome_LRdb	Reactome_LRdb
LHB	VIPR1	CellTalkDB	CellTalkDB
LHB	VIPR1	LRdb	LRdb
LHB	VIPR1	Reactome_LRdb	Reactome_LRdb
LHB	RAMP3	CellTalkDB	CellTalkDB
LHB	RAMP3	LRdb	LRdb
LHB	RAMP3	Reactome_LRdb	Reactome_LRdb
LHB	GPR20	CellTalkDB	CellTalkDB
LHB	GPR20	LRdb	LRdb
LHB	GPR20	Reactome_LRdb	Reactome_LRdb
LHB	ADRB3	CellTalkDB	CellTalkDB
LHB	ADRB3	LRdb	LRdb
LHB	ADRB3	Reactome_LRdb	Reactome_LRdb
LHB	GPR84	CellTalkDB	CellTalkDB
LHB	GPR84	LRdb	LRdb
LHB	GPR84	Reactome_LRdb	Reactome_LRdb
RETN	GPR25	CellPhoneDB	CellPhoneDB
RETN	GPR25	CellTalkDB	CellTalkDB
RETN	GPR25	HuRI	HuRI
RETN	GPR25	IMEx_CellPhoneDB	IMEx_CellPhoneDB
RETN	GPR25	IntAct_CellPhoneDB	IntAct_CellPhoneDB
TGFB1	SMAD3	CellTalkDB	CellTalkDB
TGFB1	SMAD3	LRdb	LRdb
TGFB1	SMAD3	ProtMapper	ProtMapper
TGFB1	SMAD3	REACH_ProtMapper	REACH_ProtMapper
TGFB1	SMAD3	Reactome_LRdb	Reactome_LRdb
TGFB1	SMAD3	Sparser_ProtMapper	Sparser_ProtMapper
TGFB1	SMAD3	Wang	Wang
HGF	SDC1	Baccin2019	Baccin2019
HGF	SDC1	CellTalkDB	CellTalkDB
HGF	SDC1	Cellinker	Cellinker
HGF	SDC1	EMBRACE	EMBRACE
HGF	SDC1	Fantom5_LRdb	Fantom5_LRdb
HGF	SDC1	HPRD	HPRD
HGF	SDC1	HPRD_LRdb	HPRD_LRdb
HGF	SDC1	HPRD_talklr	HPRD_talklr
HGF	SDC1	LRdb	LRdb
HGF	SDC1	Ramilowski2015	Ramilowski2015
HGF	SDC1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
HGF	SDC1	STRING_talklr	STRING_talklr
HGF	SDC1	connectomeDB2020	connectomeDB2020
HGF	SDC1	iTALK	iTALK
HGF	SDC1	talklr	talklr
WNT16	FZD6	CellCall	CellCall
WNT16	FZD6	CellTalkDB	CellTalkDB
WNT16	FZD6	EMBRACE	EMBRACE
WNT16	FZD6	Fantom5_LRdb	Fantom5_LRdb
WNT16	FZD6	LRdb	LRdb
WNT16	FZD6	STRING_talklr	STRING_talklr
WNT16	FZD6	Wang	Wang
WNT16	FZD6	iTALK	iTALK
WNT16	FZD6	talklr	talklr
PON2	HTR2A	Baccin2019	Baccin2019
PON2	HTR2A	CellTalkDB	CellTalkDB
PON2	HTR2A	Cellinker	Cellinker
PON2	HTR2A	EMBRACE	EMBRACE
PON2	HTR2A	Fantom5_LRdb	Fantom5_LRdb
PON2	HTR2A	HPRD	HPRD
PON2	HTR2A	HPRD_LRdb	HPRD_LRdb
PON2	HTR2A	HPRD_talklr	HPRD_talklr
PON2	HTR2A	LRdb	LRdb
PON2	HTR2A	Ramilowski2015	Ramilowski2015
PON2	HTR2A	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
PON2	HTR2A	iTALK	iTALK
PON2	HTR2A	talklr	talklr
NPVF	NPFFR2	Baccin2019	Baccin2019
NPVF	NPFFR2	CellChatDB	CellChatDB
NPVF	NPFFR2	CellTalkDB	CellTalkDB
NPVF	NPFFR2	Cellinker	Cellinker
NPVF	NPFFR2	Fantom5_LRdb	Fantom5_LRdb
NPVF	NPFFR2	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
NPVF	NPFFR2	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NPVF	NPFFR2	Guide2Pharma_talklr	Guide2Pharma_talklr
NPVF	NPFFR2	LRdb	LRdb
NPVF	NPFFR2	Ramilowski2015	Ramilowski2015
NPVF	NPFFR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NPVF	NPFFR2	connectomeDB2020	connectomeDB2020
NPVF	NPFFR2	iTALK	iTALK
NPVF	NPFFR2	scConnect	scConnect
NPVF	NPFFR2	talklr	talklr
C5	GRM7	CellTalkDB	CellTalkDB
C5	GRM7	LRdb	LRdb
C5	GRM7	Reactome_LRdb	Reactome_LRdb
WNT3	FZD1	Baccin2019	Baccin2019
WNT3	FZD1	CancerCellMap	CancerCellMap
WNT3	FZD1	CellCall	CellCall
WNT3	FZD1	CellPhoneDB	CellPhoneDB
WNT3	FZD1	CellTalkDB	CellTalkDB
WNT3	FZD1	EMBRACE	EMBRACE
WNT3	FZD1	Fantom5_LRdb	Fantom5_LRdb
WNT3	FZD1	HPRD	HPRD
WNT3	FZD1	HPRD_LRdb	HPRD_LRdb
WNT3	FZD1	HPRD_talklr	HPRD_talklr
WNT3	FZD1	I2D_CellPhoneDB	I2D_CellPhoneDB
WNT3	FZD1	Kirouac2010	Kirouac2010
WNT3	FZD1	LRdb	LRdb
WNT3	FZD1	NetPath	NetPath
WNT3	FZD1	Ramilowski2015	Ramilowski2015
WNT3	FZD1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
WNT3	FZD1	STRING_talklr	STRING_talklr
WNT3	FZD1	Wang	Wang
WNT3	FZD1	connectomeDB2020	connectomeDB2020
WNT3	FZD1	iTALK	iTALK
WNT3	FZD1	talklr	talklr
WNT3	FZD5	CellCall	CellCall
WNT3	FZD5	CellTalkDB	CellTalkDB
WNT3	FZD5	EMBRACE	EMBRACE
WNT3	FZD5	Fantom5_LRdb	Fantom5_LRdb
WNT3	FZD5	LRdb	LRdb
WNT3	FZD5	STRING_talklr	STRING_talklr
WNT3	FZD5	Wang	Wang
WNT3	FZD5	iTALK	iTALK
WNT3	FZD5	talklr	talklr
CCL2	CCR10	Baccin2019	Baccin2019
CCL2	CCR10	CellCall	CellCall
CCL2	CCR10	CellPhoneDB	CellPhoneDB
CCL2	CCR10	CellTalkDB	CellTalkDB
CCL2	CCR10	Cellinker	Cellinker
CCL2	CCR10	Fantom5_LRdb	Fantom5_LRdb
CCL2	CCR10	HPRD	HPRD
CCL2	CCR10	HPRD_LRdb	HPRD_LRdb
CCL2	CCR10	HPRD_talklr	HPRD_talklr
CCL2	CCR10	I2D_CellPhoneDB	I2D_CellPhoneDB
CCL2	CCR10	LRdb	LRdb
CCL2	CCR10	Ramilowski2015	Ramilowski2015
CCL2	CCR10	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
CCL2	CCR10	Wang	Wang
CCL2	CCR10	connectomeDB2020	connectomeDB2020
CCL2	CCR10	iTALK	iTALK
CCL2	CCR10	talklr	talklr
CCL2	ACKR4	Baccin2019	Baccin2019
CCL2	ACKR4	CellTalkDB	CellTalkDB
CCL2	ACKR4	Cellinker	Cellinker
CCL2	ACKR4	DIP	DIP
CCL2	ACKR4	Fantom5_LRdb	Fantom5_LRdb
CCL2	ACKR4	HPRD	HPRD
CCL2	ACKR4	HPRD_LRdb	HPRD_LRdb
CCL2	ACKR4	HPRD_talklr	HPRD_talklr
CCL2	ACKR4	InnateDB	InnateDB
CCL2	ACKR4	LRdb	LRdb
CCL2	ACKR4	Ramilowski2015	Ramilowski2015
CCL2	ACKR4	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
CCL2	ACKR4	connectomeDB2020	connectomeDB2020
CCL2	ACKR4	iTALK	iTALK
CCL2	ACKR4	talklr	talklr
CCL13	ACKR4	CellChatDB	CellChatDB
CCL13	ACKR4	CellTalkDB	CellTalkDB
CCL13	ACKR4	Cellinker	Cellinker
CCL13	ACKR4	DIP	DIP
CCL13	ACKR4	EMBRACE	EMBRACE
CCL13	ACKR4	Fantom5_LRdb	Fantom5_LRdb
CCL13	ACKR4	HPRD	HPRD
CCL13	ACKR4	HPRD_LRdb	HPRD_LRdb
CCL13	ACKR4	HPRD_talklr	HPRD_talklr
CCL13	ACKR4	InnateDB	InnateDB
CCL13	ACKR4	LRdb	LRdb
CCL13	ACKR4	Ramilowski2015	Ramilowski2015
CCL13	ACKR4	connectomeDB2020	connectomeDB2020
CCL13	ACKR4	iTALK	iTALK
CCL13	ACKR4	talklr	talklr
CCL13	CCR9	Baccin2019	Baccin2019
CCL13	CCR9	CellCall	CellCall
CCL13	CCR9	CellTalkDB	CellTalkDB
CCL13	CCR9	Fantom5_LRdb	Fantom5_LRdb
CCL13	CCR9	LRdb	LRdb
CCL13	CCR9	STRING_talklr	STRING_talklr
CCL13	CCR9	Wang	Wang
CCL13	CCR9	iTALK	iTALK
CCL13	CCR9	talklr	talklr
COL1A1	CD93	Baccin2019	Baccin2019
COL1A1	CD93	CellTalkDB	CellTalkDB
COL1A1	CD93	Cellinker	Cellinker
COL1A1	CD93	EMBRACE	EMBRACE
COL1A1	CD93	Fantom5_LRdb	Fantom5_LRdb
COL1A1	CD93	HPRD	HPRD
COL1A1	CD93	HPRD_LRdb	HPRD_LRdb
COL1A1	CD93	HPRD_talklr	HPRD_talklr
COL1A1	CD93	LRdb	LRdb
COL1A1	CD93	Ramilowski2015	Ramilowski2015
COL1A1	CD93	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
COL1A1	CD93	connectomeDB2020	connectomeDB2020
COL1A1	CD93	iTALK	iTALK
COL1A1	CD93	talklr	talklr
COL1A1	ITGA11	CellTalkDB	CellTalkDB
COL1A1	ITGA11	EMBRACE	EMBRACE
COL1A1	ITGA11	Fantom5_LRdb	Fantom5_LRdb
COL1A1	ITGA11	HPMR	HPMR
COL1A1	ITGA11	HPMR_LRdb	HPMR_LRdb
COL1A1	ITGA11	HPMR_talklr	HPMR_talklr
COL1A1	ITGA11	LRdb	LRdb
COL1A1	ITGA11	Ramilowski2015	Ramilowski2015
COL1A1	ITGA11	STRING_talklr	STRING_talklr
COL1A1	ITGA11	Wang	Wang
COL1A1	ITGA11	connectomeDB2020	connectomeDB2020
COL1A1	ITGA11	iTALK	iTALK
COL1A1	ITGA11	talklr	talklr
COL1A1	TMPRSS6	Baccin2019	Baccin2019
COL1A1	TMPRSS6	CellTalkDB	CellTalkDB
COL1A1	TMPRSS6	Cellinker	Cellinker
COL1A1	TMPRSS6	EMBRACE	EMBRACE
COL1A1	TMPRSS6	Fantom5_LRdb	Fantom5_LRdb
COL1A1	TMPRSS6	HPRD	HPRD
COL1A1	TMPRSS6	HPRD_LRdb	HPRD_LRdb
COL1A1	TMPRSS6	HPRD_talklr	HPRD_talklr
COL1A1	TMPRSS6	LRdb	LRdb
COL1A1	TMPRSS6	Ramilowski2015	Ramilowski2015
COL1A1	TMPRSS6	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
COL1A1	TMPRSS6	iTALK	iTALK
COL1A1	TMPRSS6	talklr	talklr
EFNB3	RHBDL2	CellTalkDB	CellTalkDB
EFNB3	RHBDL2	Cellinker	Cellinker
EFNB3	RHBDL2	EMBRACE	EMBRACE
EFNB3	RHBDL2	Fantom5_LRdb	Fantom5_LRdb
EFNB3	RHBDL2	HPRD	HPRD
EFNB3	RHBDL2	HPRD_LRdb	HPRD_LRdb
EFNB3	RHBDL2	HPRD_talklr	HPRD_talklr
EFNB3	RHBDL2	LRdb	LRdb
EFNB3	RHBDL2	Ramilowski2015	Ramilowski2015
EFNB3	RHBDL2	connectomeDB2020	connectomeDB2020
EFNB3	RHBDL2	iTALK	iTALK
EFNB3	RHBDL2	talklr	talklr
VTN	ITGA8	CellTalkDB	CellTalkDB
VTN	ITGA8	EMBRACE	EMBRACE
VTN	ITGA8	Fantom5_LRdb	Fantom5_LRdb
VTN	ITGA8	HPRD	HPRD
VTN	ITGA8	HPRD_LRdb	HPRD_LRdb
VTN	ITGA8	HPRD_talklr	HPRD_talklr
VTN	ITGA8	LRdb	LRdb
VTN	ITGA8	Ramilowski2015	Ramilowski2015
VTN	ITGA8	STRING_talklr	STRING_talklr
VTN	ITGA8	Wang	Wang
VTN	ITGA8	connectomeDB2020	connectomeDB2020
VTN	ITGA8	iTALK	iTALK
VTN	ITGA8	talklr	talklr
VTN	ITGB6	CellTalkDB	CellTalkDB
VTN	ITGB6	Cellinker	Cellinker
VTN	ITGB6	Fantom5_LRdb	Fantom5_LRdb
VTN	ITGB6	HPRD	HPRD
VTN	ITGB6	HPRD_LRdb	HPRD_LRdb
VTN	ITGB6	HPRD_talklr	HPRD_talklr
VTN	ITGB6	LRdb	LRdb
VTN	ITGB6	Ramilowski2015	Ramilowski2015
VTN	ITGB6	STRING_talklr	STRING_talklr
VTN	ITGB6	Wang	Wang
VTN	ITGB6	connectomeDB2020	connectomeDB2020
VTN	ITGB6	iTALK	iTALK
VTN	ITGB6	talklr	talklr
CXCL6	GRM7	CellTalkDB	CellTalkDB
CXCL6	GRM7	LRdb	LRdb
CXCL6	GRM7	Reactome_LRdb	Reactome_LRdb
SELPLG	ITGAM	CellTalkDB	CellTalkDB
SELPLG	ITGAM	Fantom5_LRdb	Fantom5_LRdb
SELPLG	ITGAM	LRdb	LRdb
