from	to	source	database
SLIT1	SDC1	LRdb	LRdb
SLIT1	SDC1	Ramilowski2015	Ramilowski2015
SLIT1	SDC1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
SLIT1	SDC1	Wang	Wang
SLIT1	SDC1	iTALK	iTALK
COL5A3	SDC3	Fantom5_LRdb	Fantom5_LRdb
COL5A3	SDC3	HPMR	HPMR
COL5A3	SDC3	HPMR_LRdb	HPMR_LRdb
COL5A3	SDC3	LRdb	LRdb
COL5A3	SDC3	Ramilowski2015	Ramilowski2015
COL5A3	SDC3	Wang	Wang
COL5A3	SDC3	iTALK	iTALK
CALR	SCARF1	EMBRACE	EMBRACE
CALR	SCARF1	Fantom5_LRdb	Fantom5_LRdb
CALR	SCARF1	HPMR	HPMR
CALR	SCARF1	HPMR_LRdb	HPMR_LRdb
CALR	SCARF1	HPRD	HPRD
CALR	SCARF1	HPRD_LRdb	HPRD_LRdb
CALR	SCARF1	LRdb	LRdb
CALR	SCARF1	Ramilowski2015	Ramilowski2015
CALR	SCARF1	Wang	Wang
CALR	SCARF1	iTALK	iTALK
COL18A1	GPC1	Baccin2019	Baccin2019
COL18A1	GPC1	EMBRACE	EMBRACE
COL18A1	GPC1	Fantom5_LRdb	Fantom5_LRdb
COL18A1	GPC1	HPMR	HPMR
COL18A1	GPC1	HPMR_LRdb	HPMR_LRdb
COL18A1	GPC1	HPRD	HPRD
COL18A1	GPC1	HPRD_LRdb	HPRD_LRdb
COL18A1	GPC1	LRdb	LRdb
COL18A1	GPC1	Ramilowski2015	Ramilowski2015
COL18A1	GPC1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
COL18A1	GPC1	Wang	Wang
COL18A1	GPC1	iTALK	iTALK
ASIP	MGRN1	Fantom5_LRdb	Fantom5_LRdb
ASIP	MGRN1	HPMR	HPMR
ASIP	MGRN1	HPMR_LRdb	HPMR_LRdb
ASIP	MGRN1	LRdb	LRdb
ASIP	MGRN1	Ramilowski2015	Ramilowski2015
ASIP	MGRN1	Wang	Wang
ASIP	MGRN1	iTALK	iTALK
BDNF	BEX3	Fantom5_LRdb	Fantom5_LRdb
BDNF	BEX3	HPMR	HPMR
BDNF	BEX3	HPMR_LRdb	HPMR_LRdb
BDNF	BEX3	LRdb	LRdb
BDNF	BEX3	Ramilowski2015	Ramilowski2015
BDNF	BEX3	Wang	Wang
BDNF	BEX3	iTALK	iTALK
PENK	OGFR	Baccin2019	Baccin2019
PENK	OGFR	EMBRACE	EMBRACE
PENK	OGFR	Fantom5_LRdb	Fantom5_LRdb
PENK	OGFR	HPMR	HPMR
PENK	OGFR	HPMR_LRdb	HPMR_LRdb
PENK	OGFR	LRdb	LRdb
PENK	OGFR	Ramilowski2015	Ramilowski2015
PENK	OGFR	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
PENK	OGFR	Wang	Wang
PENK	OGFR	iTALK	iTALK
PROC	PROCR	Baccin2019	Baccin2019
PROC	PROCR	Fantom5_LRdb	Fantom5_LRdb
PROC	PROCR	HPMR	HPMR
PROC	PROCR	HPMR_LRdb	HPMR_LRdb
PROC	PROCR	HPRD	HPRD
PROC	PROCR	HPRD_LRdb	HPRD_LRdb
PROC	PROCR	LRdb	LRdb
PROC	PROCR	Ramilowski2015	Ramilowski2015
PROC	PROCR	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
PROC	PROCR	Wang	Wang
PROC	PROCR	iTALK	iTALK
NGF	SORT1	DIP	DIP
NGF	SORT1	EMBRACE	EMBRACE
NGF	SORT1	Fantom5_LRdb	Fantom5_LRdb
NGF	SORT1	HPMR	HPMR
NGF	SORT1	HPMR_LRdb	HPMR_LRdb
NGF	SORT1	HPRD	HPRD
NGF	SORT1	HPRD_LRdb	HPRD_LRdb
NGF	SORT1	IntAct	IntAct
NGF	SORT1	LRdb	LRdb
NGF	SORT1	Lit-BM-17	Lit-BM-17
NGF	SORT1	Ramilowski2015	Ramilowski2015
NGF	SORT1	Wang	Wang
NGF	SORT1	iTALK	iTALK
SEMA3F	PLXNA3	Baccin2019	Baccin2019
SEMA3F	PLXNA3	EMBRACE	EMBRACE
SEMA3F	PLXNA3	Fantom5_LRdb	Fantom5_LRdb
SEMA3F	PLXNA3	HPMR	HPMR
SEMA3F	PLXNA3	HPMR_LRdb	HPMR_LRdb
SEMA3F	PLXNA3	LRdb	LRdb
SEMA3F	PLXNA3	Ramilowski2015	Ramilowski2015
SEMA3F	PLXNA3	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
SEMA3F	PLXNA3	Wang	Wang
SEMA3F	PLXNA3	iTALK	iTALK
SEMA5A	PLXNB3	CellPhoneDB	CellPhoneDB
SEMA5A	PLXNB3	Fantom5_LRdb	Fantom5_LRdb
SEMA5A	PLXNB3	HPMR	HPMR
SEMA5A	PLXNB3	HPMR_LRdb	HPMR_LRdb
SEMA5A	PLXNB3	LRdb	LRdb
SEMA5A	PLXNB3	Ramilowski2015	Ramilowski2015
SEMA5A	PLXNB3	Wang	Wang
SEMA5A	PLXNB3	iTALK	iTALK
NCAM1	ROBO3	Fantom5_LRdb	Fantom5_LRdb
NCAM1	ROBO3	HPMR	HPMR
NCAM1	ROBO3	HPMR_LRdb	HPMR_LRdb
NCAM1	ROBO3	LRdb	LRdb
NCAM1	ROBO3	Ramilowski2015	Ramilowski2015
NCAM1	ROBO3	Wang	Wang
NCAM1	ROBO3	iTALK	iTALK
SLIT2	ROBO2	Fantom5_LRdb	Fantom5_LRdb
SLIT2	ROBO2	HPMR	HPMR
SLIT2	ROBO2	HPMR_LRdb	HPMR_LRdb
SLIT2	ROBO2	HPRD	HPRD
SLIT2	ROBO2	HPRD_LRdb	HPRD_LRdb
SLIT2	ROBO2	LRdb	LRdb
SLIT2	ROBO2	Ramilowski2015	Ramilowski2015
SLIT2	ROBO2	Wang	Wang
SLIT2	ROBO2	iTALK	iTALK
COL1A1	DDR2	Baccin2019	Baccin2019
COL1A1	DDR2	EMBRACE	EMBRACE
COL1A1	DDR2	Fantom5_LRdb	Fantom5_LRdb
COL1A1	DDR2	HPMR	HPMR
COL1A1	DDR2	HPMR_LRdb	HPMR_LRdb
COL1A1	DDR2	HPRD	HPRD
COL1A1	DDR2	HPRD_LRdb	HPRD_LRdb
COL1A1	DDR2	LRdb	LRdb
COL1A1	DDR2	Ramilowski2015	Ramilowski2015
COL1A1	DDR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
COL1A1	DDR2	Wang	Wang
COL1A1	DDR2	iTALK	iTALK
GDF5	ROR2	Fantom5_LRdb	Fantom5_LRdb
GDF5	ROR2	HPMR	HPMR
GDF5	ROR2	HPMR_LRdb	HPMR_LRdb
GDF5	ROR2	LRdb	LRdb
GDF5	ROR2	Ramilowski2015	Ramilowski2015
GDF5	ROR2	Wang	Wang
GDF5	ROR2	iTALK	iTALK
DBH	ADRA2C	HPMR	HPMR
DBH	ADRA2C	Wang	Wang
DBH	ADRB2	HPMR	HPMR
DBH	ADRB2	Wang	Wang
DBH	ADRB3	HPMR	HPMR
DBH	ADRB3	Wang	Wang
DBH	ADRA1A	HPMR	HPMR
DBH	ADRA1A	Wang	Wang
DBH	ADRA1B	HPMR	HPMR
DBH	ADRA1B	Wang	Wang
DBH	ADRA1D	HPMR	HPMR
DBH	ADRA1D	Wang	Wang
DBH	ADRA2A	HPMR	HPMR
DBH	ADRA2A	Wang	Wang
DBH	ADRA2B	HPMR	HPMR
DBH	ADRA2B	Wang	Wang
DBH	ADRB1	HPMR	HPMR
DBH	ADRB1	Wang	Wang
DBH	GPR161	HPMR	HPMR
DBH	GPR161	Wang	Wang
CHAT	CHRM2	HPMR	HPMR
CHAT	CHRM2	Wang	Wang
CHAT	CHRM4	HPMR	HPMR
CHAT	CHRM4	Wang	Wang
CHAT	CHRM5	HPMR	HPMR
CHAT	CHRM5	Wang	Wang
TH	DRD1	HPMR	HPMR
TH	DRD1	Wang	Wang
TH	DRD3	HPMR	HPMR
TH	DRD3	Wang	Wang
TH	DRD4	HPMR	HPMR
TH	DRD4	Wang	Wang
TH	DRD5	HPMR	HPMR
TH	DRD5	Wang	Wang
HDC	HRH4	Fantom5_LRdb	Fantom5_LRdb
HDC	HRH4	HPMR	HPMR
HDC	HRH4	HPMR_LRdb	HPMR_LRdb
HDC	HRH4	LRdb	LRdb
HDC	HRH4	Wang	Wang
HDC	HRH4	iTALK	iTALK
HDC	HRH1	Fantom5_LRdb	Fantom5_LRdb
HDC	HRH1	HPMR	HPMR
HDC	HRH1	HPMR_LRdb	HPMR_LRdb
HDC	HRH1	LRdb	LRdb
HDC	HRH1	Wang	Wang
HDC	HRH1	iTALK	iTALK
HDC	HRH2	Fantom5_LRdb	Fantom5_LRdb
HDC	HRH2	HPMR	HPMR
HDC	HRH2	HPMR_LRdb	HPMR_LRdb
HDC	HRH2	LRdb	LRdb
HDC	HRH2	Wang	Wang
HDC	HRH2	iTALK	iTALK
HDC	HRH3	Fantom5_LRdb	Fantom5_LRdb
HDC	HRH3	HPMR	HPMR
HDC	HRH3	HPMR_LRdb	HPMR_LRdb
HDC	HRH3	LRdb	LRdb
HDC	HRH3	Wang	Wang
HDC	HRH3	iTALK	iTALK
ASMT	MTNR1B	HPMR	HPMR
ASMT	MTNR1B	Wang	Wang
TPH1	HTR1A	Fantom5_LRdb	Fantom5_LRdb
TPH1	HTR1A	HPMR	HPMR
TPH1	HTR1A	HPMR_LRdb	HPMR_LRdb
TPH1	HTR1A	LRdb	LRdb
TPH1	HTR1A	Wang	Wang
TPH1	HTR1A	iTALK	iTALK
TPH1	HTR1B	Fantom5_LRdb	Fantom5_LRdb
TPH1	HTR1B	HPMR	HPMR
TPH1	HTR1B	HPMR_LRdb	HPMR_LRdb
TPH1	HTR1B	LRdb	LRdb
TPH1	HTR1B	Wang	Wang
TPH1	HTR1B	iTALK	iTALK
TPH1	HTR1E	Fantom5_LRdb	Fantom5_LRdb
TPH1	HTR1E	HPMR	HPMR
TPH1	HTR1E	HPMR_LRdb	HPMR_LRdb
TPH1	HTR1E	LRdb	LRdb
TPH1	HTR1E	Wang	Wang
TPH1	HTR1E	iTALK	iTALK
TPH1	HTR1F	Fantom5_LRdb	Fantom5_LRdb
TPH1	HTR1F	HPMR	HPMR
TPH1	HTR1F	HPMR_LRdb	HPMR_LRdb
TPH1	HTR1F	LRdb	LRdb
TPH1	HTR1F	Wang	Wang
TPH1	HTR1F	iTALK	iTALK
TPH1	HTR2A	Fantom5_LRdb	Fantom5_LRdb
TPH1	HTR2A	HPMR	HPMR
TPH1	HTR2A	HPMR_LRdb	HPMR_LRdb
TPH1	HTR2A	LRdb	LRdb
TPH1	HTR2A	Wang	Wang
TPH1	HTR2A	iTALK	iTALK
TPH1	HTR2B	Fantom5_LRdb	Fantom5_LRdb
TPH1	HTR2B	HPMR	HPMR
TPH1	HTR2B	HPMR_LRdb	HPMR_LRdb
TPH1	HTR2B	LRdb	LRdb
TPH1	HTR2B	Wang	Wang
TPH1	HTR2B	iTALK	iTALK
TPH1	HTR4	Fantom5_LRdb	Fantom5_LRdb
TPH1	HTR4	HPMR	HPMR
TPH1	HTR4	HPMR_LRdb	HPMR_LRdb
TPH1	HTR4	LRdb	LRdb
TPH1	HTR4	Wang	Wang
TPH1	HTR4	iTALK	iTALK
TPH1	HTR5A	Fantom5_LRdb	Fantom5_LRdb
TPH1	HTR5A	HPMR	HPMR
TPH1	HTR5A	HPMR_LRdb	HPMR_LRdb
TPH1	HTR5A	LRdb	LRdb
TPH1	HTR5A	Wang	Wang
TPH1	HTR5A	iTALK	iTALK
TPH1	HTR6	Fantom5_LRdb	Fantom5_LRdb
TPH1	HTR6	HPMR	HPMR
TPH1	HTR6	HPMR_LRdb	HPMR_LRdb
TPH1	HTR6	LRdb	LRdb
TPH1	HTR6	Wang	Wang
TPH1	HTR6	iTALK	iTALK
TPH1	HTR7	Fantom5_LRdb	Fantom5_LRdb
TPH1	HTR7	HPMR	HPMR
TPH1	HTR7	HPMR_LRdb	HPMR_LRdb
TPH1	HTR7	LRdb	LRdb
TPH1	HTR7	Wang	Wang
TPH1	HTR7	iTALK	iTALK
TPH1	GPR26	HPMR	HPMR
TPH1	GPR26	Wang	Wang
TPH1	GPR119	HPMR	HPMR
TPH1	GPR119	Wang	Wang
PCSK1N	GPR171	HPMR	HPMR
KNG1	GPR135	Fantom5_LRdb	Fantom5_LRdb
KNG1	GPR135	HPMR	HPMR
KNG1	GPR135	HPMR_LRdb	HPMR_LRdb
KNG1	GPR135	LRdb	LRdb
KNG1	GPR135	Ramilowski2015	Ramilowski2015
KNG1	GPR135	Wang	Wang
KNG1	GPR135	iTALK	iTALK
LIPH	LPAR1	Baccin2019	Baccin2019
LIPH	LPAR1	EMBRACE	EMBRACE
LIPH	LPAR1	Fantom5_LRdb	Fantom5_LRdb
LIPH	LPAR1	HPMR	HPMR
LIPH	LPAR1	HPMR_LRdb	HPMR_LRdb
LIPH	LPAR1	LRdb	LRdb
LIPH	LPAR1	Ramilowski2015	Ramilowski2015
LIPH	LPAR1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
LIPH	LPAR1	iTALK	iTALK
ACP6	HEXIM1	HPMR	HPMR
ACP6	HEXIM1	Wang	Wang
HPGDS	PTGDR	HPMR	HPMR
HPGDS	PTGDR	Wang	Wang
PTGS2	PTGFR	HPMR	HPMR
PTGS2	PTGFR	Wang	Wang
LIPH	LPAR4	Baccin2019	Baccin2019
LIPH	LPAR4	EMBRACE	EMBRACE
LIPH	LPAR4	Fantom5_LRdb	Fantom5_LRdb
LIPH	LPAR4	HPMR	HPMR
LIPH	LPAR4	HPMR_LRdb	HPMR_LRdb
LIPH	LPAR4	LRdb	LRdb
LIPH	LPAR4	Ramilowski2015	Ramilowski2015
LIPH	LPAR4	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
LIPH	LPAR4	Wang	Wang
LIPH	LPAR4	iTALK	iTALK
AGT	MAS1	Fantom5_LRdb	Fantom5_LRdb
AGT	MAS1	HPMR	HPMR
AGT	MAS1	HPMR_LRdb	HPMR_LRdb
AGT	MAS1	HPRD	HPRD
AGT	MAS1	HPRD_LRdb	HPRD_LRdb
AGT	MAS1	LRdb	LRdb
AGT	MAS1	Ramilowski2015	Ramilowski2015
AGT	MAS1	Wang	Wang
AGT	MAS1	iTALK	iTALK
CCL2	CCR1	Baccin2019	Baccin2019
CCL2	CCR1	DIP	DIP
CCL2	CCR1	Fantom5_LRdb	Fantom5_LRdb
CCL2	CCR1	HPMR	HPMR
CCL2	CCR1	HPMR_LRdb	HPMR_LRdb
CCL2	CCR1	HPRD	HPRD
CCL2	CCR1	HPRD_LRdb	HPRD_LRdb
CCL2	CCR1	InnateDB	InnateDB
CCL2	CCR1	LRdb	LRdb
CCL2	CCR1	Ramilowski2015	Ramilowski2015
CCL2	CCR1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
CCL2	CCR1	Wang	Wang
CCL2	CCR1	iTALK	iTALK
HPGDS	PTGDR2	HPMR	HPMR
HPGDS	PTGDR2	Wang	Wang
GNRH1	GNRHR2	HPMR	HPMR
GNRH1	GNRHR2	Wang	Wang
NDP	LGR4	Baccin2019	Baccin2019
NDP	LGR4	EMBRACE	EMBRACE
NDP	LGR4	Fantom5_LRdb	Fantom5_LRdb
NDP	LGR4	HPMR	HPMR
NDP	LGR4	HPMR_LRdb	HPMR_LRdb
NDP	LGR4	LRdb	LRdb
NDP	LGR4	Ramilowski2015	Ramilowski2015
NDP	LGR4	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NDP	LGR4	iTALK	iTALK
POMC	MC2R	Baccin2019	Baccin2019
POMC	MC2R	CellPhoneDB	CellPhoneDB
POMC	MC2R	Fantom5_LRdb	Fantom5_LRdb
POMC	MC2R	HPMR	HPMR
POMC	MC2R	HPMR_LRdb	HPMR_LRdb
POMC	MC2R	HPRD	HPRD
POMC	MC2R	HPRD_LRdb	HPRD_LRdb
POMC	MC2R	I2D_CellPhoneDB	I2D_CellPhoneDB
POMC	MC2R	LRdb	LRdb
POMC	MC2R	Ramilowski2015	Ramilowski2015
POMC	MC2R	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
POMC	MC2R	Wang	Wang
POMC	MC2R	iTALK	iTALK
TRH	TRHR	Baccin2019	Baccin2019
TRH	TRHR	CellPhoneDB	CellPhoneDB
TRH	TRHR	EMBRACE	EMBRACE
TRH	TRHR	Fantom5_LRdb	Fantom5_LRdb
TRH	TRHR	HPMR	HPMR
TRH	TRHR	HPMR_LRdb	HPMR_LRdb
TRH	TRHR	HPRD	HPRD
TRH	TRHR	HPRD_LRdb	HPRD_LRdb
TRH	TRHR	I2D_CellPhoneDB	I2D_CellPhoneDB
TRH	TRHR	KEGG-MEDICUS	KEGG-MEDICUS
TRH	TRHR	LRdb	LRdb
TRH	TRHR	Ramilowski2015	Ramilowski2015
TRH	TRHR	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
TRH	TRHR	Wang	Wang
TRH	TRHR	iTALK	iTALK
POMC	OPRM1	Baccin2019	Baccin2019
POMC	OPRM1	EMBRACE	EMBRACE
POMC	OPRM1	Fantom5_LRdb	Fantom5_LRdb
POMC	OPRM1	HPMR	HPMR
POMC	OPRM1	HPMR_LRdb	HPMR_LRdb
POMC	OPRM1	LRdb	LRdb
POMC	OPRM1	Ramilowski2015	Ramilowski2015
POMC	OPRM1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
POMC	OPRM1	Wang	Wang
POMC	OPRM1	iTALK	iTALK
CXCL1	ACKR1	CellPhoneDB	CellPhoneDB
CXCL1	ACKR1	DIP	DIP
CXCL1	ACKR1	Fantom5_LRdb	Fantom5_LRdb
CXCL1	ACKR1	HPMR	HPMR
CXCL1	ACKR1	HPMR_LRdb	HPMR_LRdb
CXCL1	ACKR1	HPRD	HPRD
CXCL1	ACKR1	HPRD_LRdb	HPRD_LRdb
CXCL1	ACKR1	InnateDB	InnateDB
CXCL1	ACKR1	LRdb	LRdb
CXCL1	ACKR1	Ramilowski2015	Ramilowski2015
CXCL1	ACKR1	Wang	Wang
CXCL1	ACKR1	iTALK	iTALK
ADM	GPR182	Fantom5_LRdb	Fantom5_LRdb
ADM	GPR182	HPMR	HPMR
ADM	GPR182	HPMR_LRdb	HPMR_LRdb
ADM	GPR182	LRdb	LRdb
ADM	GPR182	Ramilowski2015	Ramilowski2015
ADM	GPR182	Wang	Wang
ADM	GPR182	iTALK	iTALK
TGM2	ADGRG1	Fantom5_LRdb	Fantom5_LRdb
TGM2	ADGRG1	HPMR	HPMR
TGM2	ADGRG1	HPMR_LRdb	HPMR_LRdb
TGM2	ADGRG1	LRdb	LRdb
TGM2	ADGRG1	Ramilowski2015	Ramilowski2015
TGM2	ADGRG1	Wang	Wang
TGM2	ADGRG1	iTALK	iTALK
SHANK1	ADGRL1	Fantom5_LRdb	Fantom5_LRdb
SHANK1	ADGRL1	HPMR	HPMR
SHANK1	ADGRL1	HPMR_LRdb	HPMR_LRdb
SHANK1	ADGRL1	HPRD	HPRD
SHANK1	ADGRL1	HPRD_LRdb	HPRD_LRdb
SHANK1	ADGRL1	LRdb	LRdb
SHANK1	ADGRL1	Ramilowski2015	Ramilowski2015
SHANK1	ADGRL1	Wang	Wang
SHANK1	ADGRL1	iTALK	iTALK
GAD1	GRM4	Fantom5_LRdb	Fantom5_LRdb
GAD1	GRM4	HPMR	HPMR
GAD1	GRM4	HPMR_LRdb	HPMR_LRdb
GAD1	GRM4	LRdb	LRdb
GAD1	GRM4	Wang	Wang
GAD1	GRM4	iTALK	iTALK
SHH	SMO	Baccin2019	Baccin2019
SHH	SMO	EMBRACE	EMBRACE
SHH	SMO	Fantom5_LRdb	Fantom5_LRdb
SHH	SMO	HPMR	HPMR
SHH	SMO	HPMR_LRdb	HPMR_LRdb
SHH	SMO	Kirouac2010	Kirouac2010
SHH	SMO	LRdb	LRdb
SHH	SMO	NetPath	NetPath
SHH	SMO	Ramilowski2015	Ramilowski2015
SHH	SMO	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
SHH	SMO	Wang	Wang
SHH	SMO	iTALK	iTALK
CYP11A1	PAQR3	HPMR	HPMR
CYP11A1	PAQR3	Wang	Wang
INHBA	BAMBI	EMBRACE	EMBRACE
INHBA	BAMBI	Fantom5_LRdb	Fantom5_LRdb
INHBA	BAMBI	HPMR	HPMR
INHBA	BAMBI	HPMR_LRdb	HPMR_LRdb
INHBA	BAMBI	LRdb	LRdb
INHBA	BAMBI	Ramilowski2015	Ramilowski2015
INHBA	BAMBI	Wang	Wang
INHBA	BAMBI	iTALK	iTALK
INHBB	BAMBI	HPMR	HPMR
INHBB	BAMBI	Wang	Wang
TGFB1	ACVRL1	Baccin2019	Baccin2019
TGFB1	ACVRL1	DIP	DIP
TGFB1	ACVRL1	EMBRACE	EMBRACE
TGFB1	ACVRL1	Fantom5_LRdb	Fantom5_LRdb
TGFB1	ACVRL1	HPMR	HPMR
TGFB1	ACVRL1	HPMR_LRdb	HPMR_LRdb
TGFB1	ACVRL1	HPRD	HPRD
TGFB1	ACVRL1	HPRD_LRdb	HPRD_LRdb
TGFB1	ACVRL1	InnateDB	InnateDB
TGFB1	ACVRL1	LRdb	LRdb
TGFB1	ACVRL1	NetPath	NetPath
TGFB1	ACVRL1	Ramilowski2015	Ramilowski2015
TGFB1	ACVRL1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
TGFB1	ACVRL1	Wang	Wang
TGFB1	ACVRL1	iTALK	iTALK
LAMA5	CD151	HPMR	HPMR
LAMA5	CD151	Wang	Wang
LAMB1	CD151	HPMR	HPMR
LAMB1	CD151	Wang	Wang
DUSP18	CD151	Fantom5_LRdb	Fantom5_LRdb
DUSP18	CD151	HPMR	HPMR
DUSP18	CD151	HPMR_LRdb	HPMR_LRdb
DUSP18	CD151	LRdb	LRdb
DUSP18	CD151	Wang	Wang
DUSP18	CD151	iTALK	iTALK
EBI3_IL27	IL27RA_IL6ST	CellPhoneDB	CellPhoneDB
IL17A_IL17F	IL17RA_IL17RC	CellPhoneDB	CellPhoneDB
EBI3_IL12A	IL12RB2_IL6ST	CellPhoneDB	CellPhoneDB
TGFB3	ACVR1_TGFBR2	CellPhoneDB	CellPhoneDB
CDH1	ITGAE_ITGB7	Baccin2019	Baccin2019
CDH1	ITGAE_ITGB7	CellPhoneDB	CellPhoneDB
TNC	ITGA8_ITGB1	Baccin2019	Baccin2019
TNC	ITGA8_ITGB1	CellPhoneDB	CellPhoneDB
SPP1	ITGA9_ITGB1	Baccin2019	Baccin2019
SPP1	ITGA9_ITGB1	CellPhoneDB	CellPhoneDB
MSTN	ACVR2A_TGFBR1	CellPhoneDB	CellPhoneDB
ARTN	GFRA3_RET	CellPhoneDB	CellPhoneDB
TGFB2	ACVR1_TGFBR2	CellPhoneDB	CellPhoneDB
PDGFB	PDGFRA_PDGFRB	CellPhoneDB	CellPhoneDB
CRLF2	CRLF2_IL7R_TSLP	CellPhoneDB	CellPhoneDB
TNC	ITGAV_ITGB6	Baccin2019	Baccin2019
TNC	ITGAV_ITGB6	CellPhoneDB	CellPhoneDB
TNC	ITGA9_ITGB1	Baccin2019	Baccin2019
TNC	ITGA9_ITGB1	CellPhoneDB	CellPhoneDB
FBN1	ITGA5_ITGB1	Baccin2019	Baccin2019
FBN1	ITGA5_ITGB1	CellPhoneDB	CellPhoneDB
IFNA1	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
IFNL2	IFNLR1_IL10RB	CellPhoneDB	CellPhoneDB
IFNA10	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
IFNA17	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
IFNE	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
FN1	ITGA5_ITGB1	Baccin2019	Baccin2019
FN1	ITGA5_ITGB1	CellPhoneDB	CellPhoneDB
TSLP	CRLF2_IL7R_TSLP	CellPhoneDB	CellPhoneDB
IFNB1	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
FN1	ITGA8_ITGB1	Baccin2019	Baccin2019
FN1	ITGA8_ITGB1	CellPhoneDB	CellPhoneDB
IFNA5	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
FN1	ITGAV_ITGB1	Baccin2019	Baccin2019
FN1	ITGAV_ITGB1	CellPhoneDB	CellPhoneDB
TGFB1	ACVR1_TGFBR2	CellPhoneDB	CellPhoneDB
IFNA8	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
IFNG	IFNG_IFNGR1	CellPhoneDB	CellPhoneDB
IFNA21	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
IFNA14	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
IFNA16	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
IFNA2	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
FN1	ITGA4_ITGB7	Baccin2019	Baccin2019
FN1	ITGA4_ITGB7	CellPhoneDB	CellPhoneDB
IFNA7	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
PSPN	GFRA4_RET	CellPhoneDB	CellPhoneDB
IFNA6	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
CD40LG	ITGA5_ITGB1	Baccin2019	Baccin2019
CD40LG	ITGA5_ITGB1	CellPhoneDB	CellPhoneDB
IFNK	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
CDH1	ITGA2_ITGB1	Baccin2019	Baccin2019
CDH1	ITGA2_ITGB1	CellPhoneDB	CellPhoneDB
IFNW1	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
TGFB1	ITGAV_ITGB6	Baccin2019	Baccin2019
TGFB1	ITGAV_ITGB6	CellPhoneDB	CellPhoneDB
ARTN	GFRA1_RET	CellPhoneDB	CellPhoneDB
IFNA4	IFNA2_IFNAR1_IFNAR2	CellPhoneDB	CellPhoneDB
GDF9	BMPR2_TGFBR1	CellPhoneDB	CellPhoneDB
IFNA8	GPR152	CellPhoneDB	CellPhoneDB
IFNA8	GPR152	HuRI	HuRI
IFNA8	GPR152	IMEx_CellPhoneDB	IMEx_CellPhoneDB
IFNA8	GPR152	IntAct_CellPhoneDB	IntAct_CellPhoneDB
FCER2	CR2	CellPhoneDB	CellPhoneDB
FCER2	CR2	HPRD	HPRD
FCER2	CR2	LRdb	LRdb
CER1	MRC2	CellPhoneDB	CellPhoneDB
CER1	MRC2	InnateDB-All_CellPhoneDB	InnateDB-All_CellPhoneDB
LGALS9	SLC1A5	CellPhoneDB	CellPhoneDB
LGALS9	SLC1A5	I2D_CellPhoneDB	I2D_CellPhoneDB
LGALS9	SLC1A5	InnateDB-All_CellPhoneDB	InnateDB-All_CellPhoneDB
MDK	LRP1	Baccin2019	Baccin2019
MDK	LRP1	CellPhoneDB	CellPhoneDB
MDK	LRP1	EMBRACE	EMBRACE
MDK	LRP1	Fantom5_LRdb	Fantom5_LRdb
MDK	LRP1	HPRD	HPRD
MDK	LRP1	HPRD_LRdb	HPRD_LRdb
MDK	LRP1	I2D_CellPhoneDB	I2D_CellPhoneDB
MDK	LRP1	InnateDB-All_CellPhoneDB	InnateDB-All_CellPhoneDB
MDK	LRP1	LRdb	LRdb
MDK	LRP1	Ramilowski2015	Ramilowski2015
MDK	LRP1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
MDK	LRP1	iTALK	iTALK
IL13	TMEM219	CellPhoneDB	CellPhoneDB
