	B cell_healthy	CTL_healthy	MC_healthy	MoD-Ma_healthy	moDC_healthy	NKT_healthy	NKT-p_healthy	nrMa_healthy	pDC_healthy	rMa_healthy	Treg_healthy
LYPD2	0.161298358	0.282383437	0	0	0	0	20.92028412	1.98848833	0.529661017	0.251004016	0.298176223
RP11-706C16.7	0	0	0	0	0	0	0	0	0	0	0
LYNX1	0.099944031	0.133075472	0	0	0	0	4.484774954	0.032231344	0	0	0.068271036
LY6D	0	0.102542576	0	0	0	0	9.024671825	0	0	0.021348363	0.14484951
RP11-273G15.2	0	0	0	0	0	0	0.043499632	0	0	0	0
LY6E	0.327719912	1.38449165	1.238119452	0.493973523	0	0	4.273150892	4.581999743	0	0.693676472	0.752896377
C8orf31	0.1118193	0	0	0	0	0	0	0	0	0	0
LY6H	0	0	0	0	0	0	0	0	0	0	0
ZFP41	0	0.062034739	0	0	0	0	0	0.037812187	0	0	0
GLI4	0	0.360258468	0	0	0	4.830917874	0	0.022586314	0	0.083587421	0.124602828
RP13-582O9.5	0	0.04326008	0	0	0	0	0.034801483	0	0	0	0
ZNF696	0	0	0.506790999	0	0	0	0	0	0	0	0
RP13-582O9.7	0	0.09051412	0	0	0	0	0	0.080480306	0	0	0.049862877
TOP1MT	0.086300637	0.055691691	0	0.547467167	0	0	0.550729843	0	0	0.080128879	0.054976772
RHPN1-AS1	0	0	0	0	0	0	0	0	0	0	0
RHPN1	0	0.105294819	0	0	0	0	0	0	0	0	0
MAFA	0	0	0	0	0	0	0	0.020820191	0	0	0
ZC3H3	0.027963424	0.236443744	0	0	0	0	0	0.106179706	0	0.037432154	0
RP11-661A12.5	0	0	0	0	0	0	0	0	0	0	0
GSDMD	0.201798121	0.495469237	0.224537453	0	0	0	0.069602967	0.251101094	0	0.037432154	0.406998901
MROH6	0	0.046702783	0	0	0	0	0.487133217	0.057757563	0	0	0.160063655
RP11-661A12.9	0	0	0	0	0	0	0	0	0	0	0
NAPRT1	0.170056941	0.310983553	0	0	0	0	1.614325158	0.550150362	0	0.183015707	0.332939877
RP11-661A12.7	0	0	0	0	0	0	0	0	0	0	0
EEF1D	5.904041311	4.207532978	5.381973111	4.056388551	0	50.88225327	5.422255343	5.025098432	5.10505585	5.419235117	4.952995946
TIGD5	0	0	0	0	0	0	0	0.057757563	0	0	0
RP11-661A12.14	0	0	0	0	0	0	0	0	0	0	0
PYCRL	0	0	0	0	0	0	0.009325983	0	0	0.019540028	0
TSTA3	0.294006429	0.328728389	0.224537453	0.657961716	0	0	2.002172551	0.14958621	0	0.150146765	0.299564034
ZNF623	0.18821758	0.044859142	0	0	0	0	0	0	0	0	0.082935932
ZNF707	0.049972016	0.130791615	0.506790999	0	0	0	0	0.032231344	0	0	0.14314343
RP11-429J17.2	0	0.124448566	0	0	0	0	0	0	0.529661017	0	0.14314343
MAPK15	0	0	0	0	0	0	0	0	0	0	0.045861041
FAM83H	0	0.085616438	0	0	0	0	0.105651231	0.0567966	0	0	0.087535014
FAM83H-AS1	0	0	0	0	0	0	0	0	0	0	0
RP11-429J17.7	0	0	0	0	0	0	0	0	0	0	0
RP11-429J17.8	0	0	0	0	0	0	0	0	0	0	0
SCRIB	0	0.20890472	0	0.713464304	0	0	0.497891013	0.020064487	0	0	0.083493362
PUF60	1.002023577	0.5414617	0.430876178	0.327976386	0	0	0.933613309	0.408204785	0	0.233835253	0.484301298
NRBP2	0	0	0	0	0	0	0	0	0	0	0.074521201
EPPK1	0	0	0	0	0	0	0	0	0	0	0.090616646
PLEC	0.357331538	0.616883857	0.655413631	1.177233286	0	0	0.497268437	0.579613101	1.059322034	0.060428418	0.461350507
PARP10	0.205213818	0.292047797	0.206338726	0	0	0	0.009325983	0.142480838	0	0.609384522	0.361805312
GRINA	0.518858022	0.196426145	0.430876178	1.357583536	0	0	0.946538582	0.954611094	0.529661017	0.177829018	0
SPATC1	0	0	0	0	0	0	0	0	0	0	0
CTD-3065J16.6	0	0	0	0	0	0	0	0	0	0	0
OPLAH	0	0	0	0	0	0	0	0	0	0	0
CTD-3065J16.9	0	0	0	0	0	0	0.0254755	0	0	0	0
EXOSC4	0.049972016	0	0.224537453	0	0	0	0.300946103	0.176712918	0	0.429660437	0
GPAA1	0.262117267	0.274397153	1.035963415	0	0	0	0.402685344	0.193689491	0	0.170068027	0.153035767
CYC1	0.230355092	0.386984277	0.623285964	0.383478974	0	0	2.305077994	0.466784207	1.397428731	0.286586124	0.557485495
SHARPIN	0.157128144	0.294888956	0.206338726	0	0	4.078303426	0.821032698	0.149711762	0	0.039080055	0.237283157
MAF1	0.574840247	0.184618287	1.560953141	0.163988193	0	0	1.283176188	0.913754541	0	0.134527651	0.457205517
KIAA1875	0	0	0	0.219490781	0	0	0	0	0	0	0
MROH1	0.027963424	0.130342797	0	0	0	0	0.034801483	0.153243832	0	0	0.318263488
BOP1	0	0	0	0	0	0	0	0	0	0	0
SCXA	0	0.065876153	0	0	0	0	0	0	0	0	0
HSF1	0.686165782	0	0.829624689	0.42462845	0	0	0.317907837	0.122915042	0	0.11185056	0.378538514
GS1-393G12.12	0.091642229	0	0	0	0	0	0	0	0	0	0
DGAT1	0.216615173	0.29562377	0	0.219490781	0	0	1.300132414	0.40115906	0	0.587889477	0
SLC52A2	0.20588703	0.489846607	1.130076963	0	0	0	0.796070038	0.211350821	0.529661017	0.04088839	0.265947628
FBXL6	0.235773647	0	0	0	0	0	0	0	0	0	0.405319217
ADCK5	0	0.110815603	0	0	0	0	0	0	0	0	0.225425111
CPSF1	0	0.142369021	0.224537453	0	0	0	0.062151599	0.057757563	0	0	0.256325811
SLC39A4	0.049972016	0.043350095	0	0	0	0	0.864100155	0	0	0.114626318	0.120477526
VPS28	1.737282937	0.837347944	1.835816989	1.244569414	0	4.830917874	2.061027374	0.427954306	0.529661017	0.779870714	0.604939345
TONSL	0	0	0	0	0	0	0.218942943	0	0	0.125819467	0
CYHR1	0.094262352	0.3862921	0	0.163988193	0	0	0.242949009	0.211853046	0	0.21645113	0.19374769
KIFC2	0.100439538	0.191215241	0	0	0	0	0	0.07782205	0	0	0.208746973
PPP1R16A	0	0.068756876	0	0.163988193	0	0	0.244146586	0.048547696	0	0.666356704	0.109259765
GPT	0	0	0	0	0	0	0	0	0	0	0
MFSD3	0.046653541	0	0	0	0	0	0	0.020820191	0	0	0.054976772
RECQL4	0	0	0	0	0	0	0.54140386	0	0	0	0
LRRC14	0.071469411	0.105898117	0.430876178	0	0	0	0.009325983	0.024565256	0	0	0
LRRC24	0	0	0.206338726	0	0	0	0	0	0.529661017	0	0
C8orf82	0.049198556	0.155234929	0	0	0	0	0.105651231	0.129028002	0	0.086322347	0.120068405
ARHGAP39	0	0	0	0	0	0	0.375812695	0	0	0	0
ZNF251	0.144682349	0.077639752	0	0	0	0	0	0	0	0	0
ZNF34	0.049972016	0	0	0	0	0	0.009325983	0.075624374	0	0	0.081772835
RPL8	14.99506017	4.968317521	12.76369566	23.40706177	0	30.05335288	35.92827922	15.9739206	3.707627119	30.86722843	8.72367742
ZNF517	0	0	0.506790999	0	0	0	0	0	0	0	0
ZNF7	0.269799184	0.366597613	0	0	0	0	0.279384237	0	0	0.888888889	0.169051215
COMMD5	0.333266381	0.242825177	0.430876178	0	0	0	0.043499632	0.084963757	0	0.048890193	0.124384078
ZNF250	0.104685733	0.062034739	0	0	0	0	0	0	1.397428731	0	0.294419489
ZNF16	0.113071009	0.332671497	0	0	0	0	0.009325983	0	0	0.019540028	0.127915323
ZNF252P-AS1	0	0	0	0	0	0	0	0	0	0	0.211483557
C8orf33	0.663222375	0.188289022	0.206338726	0	0	0	0.264362857	0.10378667	0.529661017	0.065695294	0.211498901
MIR1302-9	0	0	0	0	0	0	0	0	0	0	0
RP11-143M1.4	0	0	0	0	0	0	0	0	0	0	0
CBWD1	0.91397163	0.773380622	0.430876178	0.163988193	0	0	0.060276984	0.126497303	0	0.749373807	0.372416172
C9orf66	0	0.04326008	0	0	0	0	0	0	0	0	0
DOCK8	3.372267393	2.940040367	0.430876178	0.163988193	0	0	0	1.17676932	0	0.250798023	2.296996556
KANK1	0	0.083640013	0	0	0	0	0	0	1.397428731	0	0
DMRT2	0	0	0	0	0	0	0.194711851	0	0	0	0
SMARCA2	0.52593499	2.188337477	0	0.163988193	0	0	1.137525295	0.235842757	0	0	1.378193315
RP11-125B21.2	0	0	0	0	0	0	0	0	0	0	0
VLDLR	0	0	0	0	0	0	0.438163773	0	0	0	0.185520265
KIAA0020	1.197907237	1.229733752	0	0.431805006	0	0	0.034801483	0.105045563	2.794857462	0.283654412	1.084289529
RFX3	0.2236386	0.107805088	0	0	0	0	0	0	0	0	0.163452109
RP11-509J21.1	0	0	0	0.219490781	0	0	0	0	0	0	0
RP11-509J21.3	0	0	0	0.219490781	0	0	0	0	0	0	0
GLIS3	0	0	0	0	0	0	0.394664141	0	0	0	0
GLIS3-AS1	0	0	0	0	0	0	0	0	0	0	0
SLC1A1	0	0	0	0	0	0	0	0	0	0	0
SPATA6L	0	0.078369906	0	0	0	0	0.394664141	0	0	0	0
PPAPDC2	0	0.079138968	0	0	0	0	0.236846915	0.020820191	0	0	0.180520449
RP11-6J24.6	0	0.215898432	0	0.163988193	0	0	0	0	0	0	0.045272427
CDC37L1	0.182795753	0.271732582	0	0	0	0	0.591821388	0.045385447	0	0	0.329978275
AK3	0.18821758	0.254454793	0.919468451	0	0	0	0.343206822	0.127304206	0	0.114626318	0.045861041
RCL1	0.055926848	0.055691691	0.224537453	0	0	0	0	0.052295831	0	0	0.096005365
JAK2	0.279510626	0.154005801	0	0	0	0	0	0.454154042	0	0	0.451628693
RLN2	0.064156027	0	0	0	0	0	0	0	0	0	0
RLN1	0	0.045754026	0	0	0	0	0	0	0	0	0
PLGRKT	0.413215848	0.393382337	0.731328452	0	0	0	0.682452102	0.126923259	0	0.637839693	0.423295508
CD274	0.375243837	0	0	0	0	0	0	0.075624374	0	0.019540028	0
PDCD1LG2	0.1118193	0	0	0	0	0	0	0.022586314	0	0.587889477	0
KIAA1432	0.37926731	0.195542829	0	0	0	0	0	0.097402213	1.588983051	0	0.09765841
ERMP1	0	0.185214214	0	0	0	0	0.343424457	0	0	0	0.526682953
KIAA2026	0.956575366	1.016531435	0	0.636942675	0	0	0.146037335	0.130671434	0.529661017	0.019540028	1.26209892
MLANA	0	0	0	0	0	0	0	0	0	0	0
RANBP6	0.107571993	0.642122735	0	0	0	0	0.228268927	0.020820191	0	0	0.499310938
IL33	0	0	0	0	0	0	1.695689974	0	0	0	0
UHRF2	0.645091191	0.861485378	0.224537453	0	0	0	0.375812695	0.094731744	0	0	0.971609717
C9orf38	0	0	0	0	0	0	0	0	0	0	0.195694002
GLDC	0	0	0	0	0	0	0	0	0	0	0
RP11-390F4.3	0	0.125628141	0.224537453	0	0	0	0	0	0	0	0
KDM4C	0.427616497	0.537572691	0.430876178	0	0	0	0.018651966	0.117454487	0	0	0.827501237
TMEM261	0.436323158	0.387217841	0.412677451	0	0	0	1.180182625	0.461609202	0	1.130606528	0.659832699
LURAP1L	0	0	0	0	0	0	0.262836358	0	0	0	0
MPDZ	0	0.075392039	0	0	0	0	0	0	0	0	0
RP11-536O18.2	0	0	0	0	0	0	0	0	0	0	0
NFIB	0	0	0	0	0	0	0.919822914	0	0	0	0
RP11-408A13.4	0	0	0	0	0	0	0	0	0	0	0
ZDHHC21	0.353551126	0.218317328	0.506790999	0	0	0	0	0	0	0	0.323917086
TTC39B	0.091642229	0.255792377	0.430876178	0	0	0	0.228662709	0	0	0	0.561489365
SNAPC3	0.24788115	0.374250301	0.224537453	0.212314225	0	0	0.488672606	0.056082733	0	0	0.098624193
PSIP1	0.564313101	0.992295351	0	0.212314225	0	0	0.773237536	0.159772103	0	0.221832349	1.295067361
CCDC171	0	0	0	0	0	0	0.228268927	0	0	0	0.096070708
BNC2	0	0	0	0	0	0	0	0	0	0	0
CNTLN	0	0	0.224537453	0	0	0	0.219336726	0.213539815	0	0	0
RRAGA	0.155114684	0.715207327	0.224537453	0	0	4.078303426	0.3284857	0.138237869	1.588983051	0.264773083	0.785545152
HAUS6	0.391580769	0.553841646	0.412677451	0	0	0	0.043499632	0.593747944	1.397428731	0	0.570324775
PLIN2	0.457757563	0.363732441	1.803689322	0.431805006	0	0	0.043499632	1.233439949	0	0.037432154	0.216889417
DENND4C	0.204361152	0.449798227	1.013581999	0	0	0	0.0254755	0.192376213	0	0.083587421	0.773241603
RP11-513M16.7	0	0	0	0	0	0	0	0	0	0	0
RP11-513M16.8	0	0.099041786	0	0	0	0	0	0.044893378	0	0	0
RPS6	35.09358067	17.39305002	24.93785845	37.9409521	74.76635514	25.97504945	42.48710726	18.4310479	15.31516755	48.36178087	25.77098112
ACER2	0	0	0	0	0	0	0	0	0	0	0
MLLT3	0	0.718585932	0.449074906	0	0	0	0	0	0	0	0.334152881
FOCAD	0.037045269	0	0	0	0	0	0.009325983	0	0	0	0
PTPLAD2	0.049972016	0.377905979	0.623285964	0	0	0	0	0.331839577	0	0	0.364571413
KLHL9	0	0.534722728	0.731328452	0	0	0	0.084874092	0.080480306	1.397428731	0.019540028	0.519372078
MTAP	0.104685733	0.375795619	0	0	0	0	0.043499632	0.077616791	1.059322034	0.620732464	0.337417663
RP11-70L8.4	0	0	0	0	0	0	0	0	0	0	0
C9orf53	0	0	0	0	0	0	0	0	0	0	0
CDKN2A	0.064156027	0.297479027	0	0	0	0	0.608285622	0	0	0	0
CDKN2B-AS1	0.049972016	0	0	0	0	0	0	0	0	0	0
CDKN2B	0	0	0	0	0	0	0	0	0	0	0
DMRTA1	0	0	0	0	0	0	0	0	0	0	0
ELAVL2	0	0	0	0	0	0	0	0	0	0	0
TUSC1	0	0	0	0	0	0	0.772570916	0	0	0	0
CAAP1	0.434261789	0.228584529	0	0	0	0	0.218942943	0.080343876	0	1.26644401	0.633533524
PLAA	0.183288711	0.133508089	0	0	0	0	0.472137943	0.062715288	1.059322034	0.184864873	0.47111837
IFT74	0.053785996	0	0	0	0	0	0.363230232	0.100544794	0	0	0.068797083
EQTN	0	0	0	0	0	0	0	0	0	0	0
MOB3B	0.220283465	0	0	0	0	0	0	0.949321645	0	0.246980548	0
C9orf72	0	0	0	0.219490781	18.69158879	0	0	1.682262132	0	0.267987616	0.254735671
ACO1	0.071469411	0.174343809	0	0	0	0	0.04137446	0.020820191	0	0	0.111361794
DDX58	0.292334493	0.557355793	0	0	0	0	0.0254755	0.057757563	0	0	0.334575036
TOPORS	0.826237141	0.374643808	0.224537453	0.493973523	0	0	0.009325983	0.548110399	0.529661017	0.077855866	0.341576151
TOPORS-AS1	0.227661692	0.322613602	0	0.219490781	0	0	0.009325983	0.090863721	0	0.058315839	0.308046993
NDUFB6	0.478271786	0.38765509	0.430876178	0.657961716	0	0	1.588409326	0.264140431	0	0.75666194	0.19912403
GVQW1	0	0	0	0	0	0	0	0	0	0	0
APTX	0.140205125	0.151065168	0	0	0	0	0.488565029	0	0	0.091830926	0.165718535
DNAJA1	1.340239088	0.866169248	1.104488537	2.241701961	0	0	0.57288688	3.223632522	3.707627119	1.153382205	0.582928675
SMU1	0.609113838	0.437508646	0.206338726	0.540290611	0	0	0.21319893	0.147317493	0	0.080128879	0.848021632
B4GALT1	0.754259837	0.227009635	0	1.294904391	0	0	0.688211444	2.170306978	1.927089748	0.218797655	0.873714417
RP11-326F20.5	0	0	0	0	0	0	0.54140386	0	0	0	0
BAG1	0.304772965	0.184469229	0.937667178	0.985938102	0	0	2.8902067	4.298177746	1.397428731	0.607429505	0.145868242
CHMP5	0.325456314	0.42417523	1.068091083	0.163988193	0	4.078303426	0.329948274	0.914662254	0.529661017	0.169268645	0.67105352
NFX1	0.775937047	0.843389608	0.224537453	0.219490781	0	0	0.009325983	0.256864358	2.794857462	0.114626318	0.349797362
AQP7	0	0	0	0	0	0	0	0	0	0	0
AQP3	0	0.300462621	0.84355363	0	0	0	28.73805883	0.057038668	0.529661017	0.120510966	0.832458222
NOL6	0.114128043	0.07118451	0.449074906	0	0	0	0.085760351	0.078577753	0	0	0.248604689
ANKRD18B	0	0	0	0	0	0	0	0	0	0	0
RP11-384P7.6	0	0	0	0	0	0	0	0	0	0	0
PRSS3	0	0	0	0	0	0	0	1.309303972	0	0	0
UBE2R2	0.587025165	0.532189269	0.623285964	0.657961716	0	0	0.112474765	0.825166105	0.529661017	0.146750765	0.516343502
RP11-176F3.7	0	0	0	0	0	0	0	0	0	0	0
UBAP2	0.125081303	0.571265218	0	0.163988193	0	0	0.629285264	0.243824233	2.794857462	0	0.259996072
RP11-537H15.3	0	0	0	0	0	0	0	0	0	0	0
DCAF12	0	0.348981535	0.206338726	0	0	0	0.009325983	0.20073525	0	0.067503629	0.340070457
UBAP1	0.309819119	0.16654979	0	0	0	0	0.0254755	0.300949464	0.529661017	0.046155266	0.081516201
KIF24	0	0	0	0	0	0	0	0	0	0	0
NUDT2	0.037045269	0.230014358	0	0.163988193	0	0	0.0254755	0.151743232	0	0.463984472	0.213853584
KIAA1161	0	0	0	0	0	0	0.276533378	0	0	0	0
C9orf24	0	0.182000113	0	0	0	0	0.085760351	0	0	0.048890193	0.299565714
FAM219A	0.216615173	0	0	0	0	0	0.009325983	0	0	0	0
DNAI1	0	0	0	0	0	0	0.276533378	0	0	0	0
ENHO	0	0	0	0.219490781	0	0	0	0	0	0	0
RPP25L	0.027963424	0.182844696	0.506790999	0	0	0	0.519077415	0.022586314	0	0	0
DCTN3	0.481673627	0.521555493	1.99182932	0.71145536	0	0	0.947694242	0.468142517	0.529661017	1.134016306	0.669520415
SIGMAR1	0.11223214	0.101386097	0.449074906	0	0	0	0.04137446	0.15013308	0	0	0.068271036
GALT	0.172645773	0.395416462	0	0	0	0	0.034801483	0	0	0	0.335151184
IL11RA	0	0.055066079	0	0	0	0	0.340408149	0	0	0	0
RP11-195F19.5	0	0	0	0	0	0	0	0	0	0.498256104	0.091722082
RP11-195F19.9	0	0	0	0	0	0	0	0	0	0	0
CCL19	0	0	0	0	0	0	0	0	0	0	0
DNAJB5	0.071469411	0	0	0	0	0	0	0.036974181	0	0	0
FLJ00273	0	0	0	0	0	0	0	0	0	0	0
VCP	1.784361041	1.046823288	2.691030104	0.925778529	0	4.078303426	0.429873621	2.198897914	1.059322034	0.385379185	0.674606627
FANCG	0	0	0	0	0	0	0	0	0	0	0.092284976
PIGO	0.19158626	0.219215784	0.430876178	0	0	0	0	0.098733534	0	0.058315839	0.128528384
STOML2	0.195930951	0.100321027	1.368543356	0	0	0	0.559765042	0.071555327	1.927089748	0.459219237	0.136758949
FAM214B	0.223858879	0	0.206338726	0.376302418	0	0	0	0.429242651	0	0.042696725	0
UNC13B	0	0	0.224537453	0	0	0	0.04137446	0	0	0	0
RUSC2	0	0	0	0	0	0	0	0.040128975	0	0	0
FAM166B	0	0.045754026	0	0	0	0	0	0	0	0	0
TESK1	0.495822583	0.351388473	0	1.151935239	0	0	0.242279602	0.061539437	0	0.207500181	0.442471214
CD72	0	0	0	0	0	0	0	0.058632377	0	0.166666233	0
SIT1	0.208444857	0.993041651	0	0	0	0	0	0	0	0	0.596871954
RMRP	0.091642229	0	0	0	0	0	0	0	0	0	0
CCDC107	0.167500225	0.803395305	0	0.713464304	0	4.078303426	0.192586678	0.107113488	1.588983051	0.104935783	0.914885643
ARHGEF39	0	0	0	0	0	0	0.276533378	0	0	0	0
TPM2	0	0	0	0	0	0	0.084874092	0.024565256	3.177966102	0	0.046142488
TLN1	2.802783836	1.632788625	3.844608064	0.651295788	0	0	1.195218428	2.152026653	1.588983051	0.739882447	1.545169094
CREB3	0.132954178	0.170136281	0.506790999	0	0	0	0.050700443	0.020820191	0	0	0.049862877
GBA2	0.186436265	0.07118451	0.449074906	0	0	0	0.009325983	0.102506418	0	0.019540028	0.383320632
RGP1	0.282665475	0.13217646	0.506790999	0	0	0	0.069602967	0.045385447	0	0.444444444	0.170745316
RP11-112J3.16	0	0	0	0	0	0	0	0	0	0	0
NPR2	0	0	0	0	0	0	0	0	0	0	0
SPAG8	0	0.142369021	0	0	0	0	0	0	0	0	0
HINT2	0.221642284	0.417235445	0.731328452	0	0	0	1.566283208	0.192454858	0.529661017	0.884385035	0.624003184
TMEM8B	0	0	0	0.212314225	0	0	0	0.020820191	0	0.470568372	0
FAM221B	0	0	0	0	0	0	0	0	1.397428731	0	0
RECK	0.076049097	0.331606277	0	0	0	0	0	0	0	0	0.18935715
GLIPR2	0.207178439	0.695275413	0	1.205428883	0	0	0.018651966	1.19590096	0	1.320854926	0.054976772
CLTA	1.275830064	1.047974681	2.292281594	0.987947046	0	0	3.880989827	3.933134795	0	2.804127823	0.786436434
GNE	0.053785996	0.140928773	0	0	0	0	0	0.048547696	0	0	0.065500753
RNF38	0.303770148	0.711608119	0	0	0	0	0	0.139844046	0	0	0.682421601
MELK	0	0.162641067	0	0	0	0	0.54140386	0	0	0	0
PAX5	1.28466479	0	0	0	0	0	0	0	0	0	0
RP11-297B17.3	0	0	0	0	0	0	0	0	0	0	0
RP11-220I1.1	0.749654644	0.9806844	0	0	0	0	0	0.313263929	0	0.79975144	0.473910475
ZCCHC7	0.683756534	0.824354012	0	0	0	0	0.253744427	0.097095391	0	0	0.960635047
GRHPR	0.274457069	0.309624138	0.506790999	0	0	0	0.735563644	0.280864902	0	0.748094961	0.601968758
ZBTB5	0	0.065876153	0	0	0	0	0.06684996	0	0	0	0
POLR1E	0.027963424	0.316968847	0	0	0	0	0.262836358	0	0	0.609384522	0
FBXO10	0.279859808	0	0	0	0	0	0	0	0	0	0
TOMM5	0.385027699	0.296479247	0.623285964	0	0	4.078303426	1.001197984	0.169750318	0.529661017	0.135974681	1.010610948
FRMPD1	0	0	0	0	0	0	0	0	0	0	0
TRMT10B	0.222617788	0.196426145	0	0	0	0	0	0.116940774	0	0	0.288054937
EXOSC3	0.172670708	0.460395222	0.430876178	0	0	0	0.680559271	0.126369746	0	0.037432154	0.517965229
DCAF10	0.250118265	0.302695144	0.829624689	0	0	0	0.085760351	0.129195685	0	0.120510966	0.481328778
SLC25A51	0	0.122629842	0	0	0	0	0	0.068612183	0	0	0
SHB	0	0	0	0	0	0	0	0.037812187	0	0	0
ALDH1B1	0.1118193	0	0	0	0	0	0.009325983	0	0	0	0
ANKRD18A	0	0	0	0	0	0	0	0	0	0	0
FAM201A	0	0	0	0	0	0	0	0	0	0	0
CNTNAP3	0	0	0	0	0	0	0	0	0	0	0
RP11-395E19.7	0	0	0	0	0	0	0	0	0	0	0
ZNF658	0.049972016	0	0	0	0	0	0	0	0	0.609384522	0
RP11-95K23.5	0	0	0	0	0	0	0	0	0	0	0
RP11-204M4.2	0	0.165327505	0	0	0	0	0	0	0	0	0.065500753
ANKRD20A2	0	0	0	0	0	0	0	0	0	0	0
RP11-146D12.2	0	0	0	0	0	0	0	0	0	0	0
CBWD7	0.154432518	0	0	0	0	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0	0	0	0	0	0
CNTNAP3B	0	0	0	0	0	0	0	0	0	0	0
BX088651.1	0	0	0	0	0	0	0	0	0	0	0
RP11-475I24.3	0	0	0	0	0	0	0	0	0	0	0
RP11-187C18.2	0	0	0.224537453	0	0	0	0.508042712	0	0	0	0
FAM27A	0	0.091508053	0	0	0	0	0	0	0	0	0
RP11-111F5.4	0	0	0	0	0	0	0.009325983	0	0	0	0
RP11-262H14.1	0	0	0	0	0	0	0.043499632	0.138237869	0	0	0.081516201
RP11-262H14.3	0	0	0	0	0	0	0	0	0	0	0
RP11-262H14.4	0	0	0	0	0	0	0	0	0	0	0
RP11-381O7.3	0	0	0	0	0	0	0	0	0	0	0
FAM27E3	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A1	0	0	0	0	0	0	0	0	0	0	0
CBWD6	0.486249482	0.248325963	0.206338726	0	0	0	0.0254755	0.020064487	0	0	0.45126324
ANKRD20A4	0	0	0	0	0	0	0	0	0	0	0
CBWD5	1.293932324	0.600049044	0	0	0	0	0.04137446	0.183131247	1.397428731	0	0.68027953
AL591479.1	0	0.057683433	0	0	0	0	0	0	0	0	0.049862877
CBWD3	0.823116797	0.59335569	0	0	0	0	0	0	0	0	0.255388437
RP11-88I18.2	0.113071009	0	0.206338726	0	0	0	0	0	0	0	0
RP11-274B18.2	0	0	0	0	0	0	0	0	0	0	0
PIP5K1B	0.049972016	0	0	0	0	0	0	0	0	0	0
FAM122A	0.205582701	0.078369906	0.506790999	0	0	0	0.913434302	0	1.397428731	0.046155266	0.509345691
FXN	0.158582981	0.057683433	0	0	0	0	0.779401335	0	0	0.609384522	0
TJP2	0	0	0	0.493973523	0	0	2.979224197	0.405670127	0	0.30835646	0
AL358113.1	0	0	0	0	0	0	0	0	0	0	0
APBA1	0	0	0	0	0	0	0	0	0	0.021348363	0
PTAR1	0.741584687	1.188450145	0.206338726	0	0	0	0.403990124	0.200615312	2.794857462	0	0.3648813
C9orf135	0	0.044859142	0	0	0	0	0.050951	0	0	0	0.083493362
MAMDC2-AS1	0	0	0	0	0	0	0	0	0	0	0
SMC5-AS1	0.049972016	0.055691691	0	0	0	0	0	0	0	0	0
SMC5	0.50956102	1.048257946	0.430876178	1.034774762	0	0	0.228268927	0.21357608	0.529661017	0.079968446	1.194540653
KLF9	0	0.202537942	0.206338726	0	0	0	0.375812695	0.082705565	0	0.104935783	0
TRPM3	0	0	0	0	0	0	0	0	0	0	0
TMEM2	0.502108829	0.506777372	0	0.383478974	0	0	0.009325983	0.952316607	0	0.037432154	1.425818945
ABHD17B	0.081024145	0.275790607	1.238119452	0.493973523	0	0	0.262836358	0.057757563	0	0	0
C9orf85	0.11192944	0.247493701	0	0	0	0	0	0.036974181	0	0.087043657	0.395928212
GDA	0	0	0	0	0	0	0.043499632	0	0	0	0
RP11-63P12.6	0.027963424	0	0.206338726	0	0	0	0	0.115515125	0	0	0
ZFAND5	0.978710589	0.838530959	1.068091083	2.040843299	0	0	0.891896477	2.048835721	1.059322034	0.211519468	1.011148066
TMC1	0	0	0	0	0	0	0	0	0	0	0.046142488
ALDH1A1	0.07838342	0.110735295	2.867510618	0	0	4.830917874	14.39237068	0.191327788	0	0.095747993	0
ANXA1	0.422526452	2.931295337	15.69189838	0.964919061	0	0	13.7765337	6.724756994	0	4.949169751	3.186495585
RORB	0	0	0	0	0	0	0	0	0	0	0.163452109
TRPM6	0	0	0	0	0	0	0.018651966	0	0	0	0
C9orf40	0.084268716	0.215610177	0	0	0	0	0.082748919	0.080480306	0	0	0.054976772
RP11-197P3.4	0	0	0	0	0	0	0	0	0	0	0
C9orf41	0.126021113	0.225496421	0	0	0	0	0.009325983	0.020820191	0	0	0.138146017
NMRK1	0.341340008	0.746182318	0.430876178	0	0	0	0.009325983	0.040128975	0.529661017	0.037432154	0.2120307
OSTF1	0.849624223	1.553305609	1.274429808	0.438981563	0	0	1.366509665	1.065375627	0	0.467549622	2.438127113
PCSK5	0	0	0	0	0	0	0.400434575	0.044893378	0	0	0
RFK	0.071469411	0.19368797	0.224537453	0	0	0	0.069602967	0.020064487	0	0	0.045272427
GCNT1	0	0.134205047	0	0	0	0	0.043499632	0.129610819	0	0	0.158964369
PRUNE2	0	0	0	0	0	0	0	0	0	0	0
VPS13A	0.337633393	1.130291085	0.430876178	0	0	0	0.185385868	0	4.72194721	0.019540028	1.094072811
GNA14	0	0	0	0	0	0	0	0	0	0	0
GNAQ	0	0.426181881	0.713129725	0.219490781	0	0	0.726237661	0.932531449	0	0.181367806	0.309232892
CEP78	0.165400705	0.232209455	0	0	0	0	0.594229476	0	0	0	0.627859773
PSAT1	0	0	0	0	0	0	0	0.024565256	0	0	0
TLE4	1.199031816	0.149818197	0	0.376302418	0	0	0.275660084	0.305413424	0	0.191097696	0.877834653
