p_val	avg_logFC	pct.1	pct.2	p_val_adj
GOLGB1	3.84801359168338e-38	-0.441976216290768	0.952	0.927	1.03603917942483e-33
PROM1	4.36951638685372e-38	0.301925597823669	0.72	0.392	1.1764485919965e-33
CHMP2B	4.37350787697176e-38	0.260312993193412	0.809	0.539	1.17752326079588e-33
TSHZ2	4.56754550541004e-38	-0.525056169499546	0.875	0.83	1.2297659518766e-33
GALNT3	4.60509355734498e-38	0.271040996164941	0.837	0.566	1.23987538937956e-33
HSP90AA1	5.67959760245467e-38	-0.497876304175145	0.966	0.972	1.52917485848489e-33
NDUFB2	6.85886801198404e-38	0.300278565498318	0.922	0.827	1.84668162354658e-33
C14orf166	8.85912384427595e-38	0.269500272966529	0.883	0.703	2.38523050383286e-33
ARSD	1.04100077331759e-37	-0.489232640307738	0.575	0.645	2.80279048208027e-33
PSMD7	1.23539238150993e-37	0.281758450798729	0.859	0.624	3.32617044797734e-33
LAP3	1.38380479513013e-37	0.300219754014614	0.835	0.575	3.72575603040835e-33
SRI	1.52439019551358e-37	0.332770746780046	0.905	0.777	4.10426816240078e-33
GALNT7	1.94330935032465e-37	0.296691903699495	0.828	0.568	5.2321660948141e-33
KRT18	2.30615762348781e-37	0.328503539508092	0.971	0.961	6.20909878547858e-33
ANXA5	3.41527787823058e-37	0.352986513229876	0.887	0.737	9.195294159348e-33
AHNAK	3.49871008128434e-37	-0.477023537955664	0.955	0.959	9.41992702284995e-33
MPC1	3.75071779019656e-37	0.281238515886135	0.836	0.628	1.00984325783252e-32
PPP4C	4.50314397149476e-37	0.260494765741183	0.881	0.675	1.21242648288525e-32
SDR16C5	5.09265064272112e-37	0.271007664869618	0.826	0.552	1.37114525904623e-32
ZNF428	6.2159964666385e-37	0.312859771410529	0.923	0.79	1.67359488867775e-32
PLS1	7.14508105381324e-37	0.291858740238714	0.823	0.539	1.92374162292868e-32
AP2S1	9.68266192058596e-37	0.296191080677469	0.841	0.617	2.60695989549856e-32
ARL4C	9.94250787062246e-37	-0.381395812523507	0.16	0.317	2.67692081908639e-32
MGEA5	1.01667577499507e-36	-0.427913232292541	0.77	0.759	2.73729785659672e-32
MAP1LC3B	1.35131521989044e-36	0.257306750613115	0.823	0.545	3.63828109803301e-32
HIST1H1C	1.37588104281714e-36	0.350552878999101	0.671	0.382	3.70442211968086e-32
LDLR	1.45598707590283e-36	0.289127935215912	0.53	0.254	3.92009960316078e-32
ARHGAP5	1.62420158664953e-36	-0.404283529262196	0.872	0.851	4.37300035189519e-32
C19orf53	2.32592048052531e-36	0.305512049482223	0.865	0.732	6.26230830176635e-32
CHD9	2.51133181052412e-36	-0.474194208201103	0.856	0.832	6.76150976665515e-32
CASP4	2.61886800686718e-36	0.261953047013216	0.859	0.646	7.05104022168921e-32
ANKRD11	2.968356541252e-36	-0.449615604246368	0.846	0.828	7.9920031516669e-32
GNE	3.11062244704644e-36	0.265389145597304	0.846	0.518	8.37503987642783e-32
HIST1H4C	3.27108416305094e-36	0.278269547645765	0.724	0.439	8.80706700059835e-32
SF1	3.3659639934164e-36	-0.38711366926826	0.876	0.83	9.06252145587431e-32
MDH2	3.50742629487911e-36	0.300448295868348	0.893	0.737	9.44339455633251e-32
CXXC5	4.66060243045208e-36	0.267848702133626	0.842	0.606	1.25482059837492e-31
SAMD9	4.76876153274582e-36	0.304463472297148	0.761	0.459	1.28394135507648e-31
GLIPR1	6.62278262987276e-36	-0.259792782434371	0.079	0.21	1.78311799526694e-31
F3	9.06670003416983e-36	0.376362500095512	0.992	0.962	2.44111831719988e-31
RPL4	9.87348333783765e-36	-0.638748392079522	0.917	0.937	2.65833665387941e-31
NUCKS1	1.0710059705196e-35	-0.485278177628487	0.921	0.889	2.88357647502698e-31
MAGED1	1.13324343565391e-35	0.251427186054009	0.794	0.523	3.05114462615458e-31
SMDT1	1.24101290685479e-35	0.269586202101038	0.858	0.679	3.34130315041585e-31
AQP5	1.63815735411426e-35	0.572913219747623	0.941	0.875	4.41057486021724e-31
HSPA8	1.69672003520688e-35	0.398637710651268	0.92	0.823	4.568249022791e-31
ATRX	1.882660555781e-35	-0.47248572328283	0.878	0.862	5.06887528038476e-31
BHLHE40	1.89813237672313e-35	-0.519481090202286	0.662	0.692	5.11053161108936e-31
MORF4L1	2.70258163692446e-35	0.26193563226571	0.94	0.869	7.27643079925541e-31
CREB3L1	2.75447072638165e-35	0.299318306962281	0.882	0.652	7.41613698370995e-31
GSTA1	2.88908602885608e-35	0.556322165807825	0.783	0.544	7.77857522409211e-31
HMGA1	6.07746299465437e-35	0.29633099400432	0.84	0.597	1.63629613668074e-30
ACOT11	8.26199169596962e-35	-0.312559891875302	0.212	0.373	2.22445864422286e-30
RHEB	1.24171834737581e-34	0.264121485084541	0.853	0.654	3.34320247847463e-30
ASH1L	1.61549582164015e-34	-0.416340450817304	0.833	0.815	4.34956095018393e-30
SERPINB1	1.69256432112373e-34	0.405174931636648	0.875	0.707	4.55706017819352e-30
SERP1	1.83812809573298e-34	0.306048260046711	0.921	0.835	4.94897608495147e-30
SLC25A3	2.73606539430733e-34	0.304054575245392	0.946	0.894	7.36658246763305e-30
PLSCR1	2.77126339471786e-34	0.254428456972106	0.882	0.652	7.46134956393837e-30
CFL1	3.14698479479282e-34	0.277691691117272	0.933	0.934	8.4729418615002e-30
CEP68	3.33740212272272e-34	-0.428987961000939	0.263	0.404	8.98562147521864e-30
NFIB	3.76238080350522e-34	-0.444549509947271	0.854	0.83	1.01298340753575e-29
JUP	5.87103379452015e-34	-0.451926173528973	0.863	0.835	1.5807171388366e-29
BZW1	6.06118453850659e-34	0.328377055843422	0.952	0.855	1.63191332514751e-29
C19orf70	7.11869901566062e-34	0.276952345239597	0.859	0.651	1.91663852297647e-29
CCND1	7.20133411710759e-34	0.305665518326536	0.844	0.597	1.93888719769005e-29
CD47	7.27531999868756e-34	0.269487089581478	0.87	0.665	1.95880715644664e-29
NDUFB3	8.2208869535945e-34	0.267276660582515	0.896	0.731	2.21339160338578e-29
SLC26A2	1.1399610133171e-33	-0.735197586236447	0.627	0.68	3.06923103225496e-29
FHL2	1.49231595191246e-33	0.280124829619772	0.782	0.499	4.01791146892912e-29
CMPK1	1.59862882901419e-33	0.30487010481327	0.93	0.8	4.30414825923781e-29
S100A2	1.61412526343189e-33	-1.16771118540646	0.427	0.545	4.34587085926403e-29
TMEM167A	2.68724381662875e-33	0.254099299975886	0.846	0.62	7.23513525189124e-29
SAP18	2.80325390790816e-33	0.300849740630343	0.929	0.859	7.54748082165193e-29
ALDH3A2	6.7691504343377e-33	-0.518074914364761	0.836	0.801	1.82252606294108e-28
SELK	7.49025923905146e-33	0.301589368863097	0.874	0.708	2.01667739752221e-28
CHD2	8.00975850506205e-33	-0.447572293864474	0.847	0.82	2.15654737990291e-28
LAMP1	9.22430486067439e-33	-0.458896963985538	0.91	0.879	2.48355184068797e-28
PSMD8	9.72663270794002e-33	0.263633715549756	0.872	0.721	2.61879859028577e-28
BAZ2B	1.32802475017226e-32	-0.420665281668986	0.813	0.785	3.57557383736379e-28
MKL2	1.67337782152309e-32	-0.507687187038495	0.666	0.694	4.50540244666877e-28
C1orf63	1.74067471532244e-32	-0.425430149964376	0.853	0.813	4.68659260353414e-28
NUCB2	1.91651930528465e-32	0.394421371690354	0.904	0.723	5.1600365775484e-28
RNF7	2.20055268505062e-32	0.257721389393518	0.893	0.765	5.92476804923028e-28
CNPY2	2.28189387470516e-32	0.264015739313147	0.869	0.679	6.14377106825616e-28
RAB11FIP1	2.78052219918909e-32	0.409958988064459	0.934	0.77	7.48627796909672e-28
SRGAP3	3.03810408168837e-32	-0.4672079953499	0.621	0.658	8.17979142953777e-28
DGKH	3.0641630102177e-32	-0.495503176305315	0.696	0.724	8.24995248871013e-28
ANXA3	3.71011065695781e-32	0.283775291026783	0.844	0.596	9.98910193279321e-28
CTNND1	3.89316568013126e-32	-0.329701219892839	0.913	0.886	1.04819592771854e-27
NDUFA4	4.05919845634692e-32	0.375902373881855	0.926	0.894	1.09289859238685e-27
N4BP2L2	4.35847012125285e-32	-0.401201205184005	0.903	0.863	1.17347449544612e-27
LDHA	4.67738984222609e-32	0.259373418129427	0.887	0.759	1.25934044112095e-27
OGFRL1	5.24506886950919e-32	-0.521852535769106	0.742	0.734	1.41218234242665e-27
DDR1	5.40683280230744e-32	-0.430609416693587	0.888	0.863	1.45573566369326e-27
RBM25	6.80320357756082e-32	-0.376227949955963	0.91	0.882	1.83169453122247e-27
SFPQ	1.04222075514923e-31	-0.335441996722969	0.926	0.89	2.80607516116379e-27
ARFGAP3	1.32787153958029e-31	0.271854646222709	0.86	0.63	3.57516133316596e-27
EID1	1.33178391636456e-31	0.301365082119088	0.94	0.858	3.58569501641995e-27
COX4I1	2.02004557059538e-31	0.291436625223366	0.935	0.928	5.438770694271e-27
FTH1	2.14252934454336e-31	0.794127007298162	0.917	0.977	5.76854600724853e-27
BTG1	2.73456899004743e-31	-0.596635010219277	0.901	0.917	7.36255354880371e-27
DSC3	3.53914982195332e-31	-0.271307309390128	0.106	0.239	9.52880698062713e-27
PRDX5	3.54774275613027e-31	0.336524197614487	0.905	0.848	9.55194259660514e-27
RB1CC1	4.46726660427695e-31	-0.429336209932291	0.799	0.779	1.20276686053552e-26
ARPC1B	5.15790334008587e-31	0.291022843547214	0.855	0.689	1.38871389528472e-26
RPL36A	5.27952882929442e-31	0.3290824735111	0.903	0.799	1.42146034199923e-26
TPR	7.38236035103415e-31	-0.409458728314059	0.873	0.846	1.98762670091244e-26
GALNT12	9.08859889644041e-31	0.270796405520241	0.874	0.645	2.44701436687762e-26
SPEN	9.30006722024469e-31	-0.410558683394075	0.646	0.682	2.50395009837868e-26
NDFIP1	1.16092954860835e-30	0.261014697178203	0.924	0.806	3.12568671667313e-26
ATP5O	1.20447326658074e-30	0.254893365914483	0.909	0.813	3.24292382294197e-26
B4GALT5	1.41395091501968e-30	0.381276397781086	0.911	0.754	3.80692144359898e-26
JAG1	1.69449749289657e-30	-0.477531272331682	0.376	0.494	4.56226504987472e-26
NDUFB8.1	2.86940974451036e-30	0.255977706479583	0.898	0.746	7.72559879611969e-26
PLP2	5.35608405406597e-30	-0.735832509920765	0.409	0.503	1.44207207071672e-25
SOX7	6.90858378829983e-30	-0.320312472830272	0.12	0.251	1.86006709916185e-25
OAZ1	6.92860375875159e-30	0.304808079744379	0.897	0.879	1.86545727600628e-25
PRPF38B	7.2850059773939e-30	-0.468077778029687	0.812	0.787	1.96141500935353e-25
KIAA1217	7.43564071175849e-30	-0.417195123319634	0.799	0.762	2.00197190523385e-25
DNAJC3	9.09730628443188e-30	0.326681682578676	0.897	0.73	2.44935874402044e-25
TFCP2L1	1.37456472192567e-29	-0.641289082400902	0.82	0.786	3.70087805731266e-25
CHMP2A	1.52488157276028e-29	0.26668762456785	0.906	0.794	4.10559114649977e-25
ANXA11	1.60545353042717e-29	0.268837694194901	0.955	0.882	4.32252308532211e-25
SYT8	1.88677363093523e-29	0.353436462867818	0.669	0.406	5.07994932393001e-25
IFITM2	2.11402043752821e-29	0.596414861893873	0.626	0.506	5.69178862600094e-25
DYNC1I2	2.28082829262246e-29	0.25004983321211	0.911	0.742	6.1409020950567e-25
FSCN1	2.78377800016506e-29	-0.278274749028232	0.049	0.148	7.4950438876444e-25
PABPC1	4.62148119343148e-29	-0.468400680835517	0.96	0.955	1.24428759651949e-24
GALNT5	4.68071834739766e-29	0.272836996436461	0.868	0.645	1.26023660785335e-24
CYP4B1	4.78675978555707e-29	-0.703385303883078	0.916	0.882	1.28878720466338e-24
TMEM123	5.19011182467542e-29	-0.464238765333897	0.916	0.883	1.39738570767561e-24
NDUFS8	6.59220452432601e-29	0.264821372096583	0.895	0.741	1.77488514612954e-24
NDUFS6	7.71565626138998e-29	0.25929637205331	0.91	0.776	2.07736329181664e-24
FER1L6	8.37757311247259e-29	0.28511952298867	0.773	0.479	2.25557778480212e-24
NUFIP2	8.51374660616394e-29	-0.395922779059496	0.834	0.803	2.29224113624358e-24
PTRF	1.12177831207578e-28	-0.261315266007459	0.057	0.162	3.02027592743283e-24
CD81	1.59253589628181e-28	-0.777060804442791	0.911	0.892	4.28774364714914e-24
TSTD1	2.28076482931131e-28	0.251577371053353	0.872	0.7	6.14073122643777e-24
PSMB3	2.28892209240012e-28	0.252682089057962	0.898	0.799	6.16269384157808e-24
TRIM29	3.13818716409912e-28	-0.513091755554005	0.852	0.838	8.44925512062047e-24
ARHGEF12	5.35707232443733e-28	-0.378082618667372	0.789	0.768	1.44233815263151e-23
SERTAD4	6.09085995663737e-28	-0.347890623441871	0.173	0.307	1.63990313472505e-23
RPS4X	6.3152975698367e-28	-0.940884829689209	0.935	0.962	1.70033071770283e-23
IGFBP5	6.42000862584673e-28	-0.35253374531651	0.067	0.18	1.72852312242297e-23
NEAT1	8.26405266986451e-28	-0.790244080412386	0.954	0.887	2.22501354083432e-23
HS3ST1	1.57464183718518e-27	0.29276185299662	0.822	0.59	4.23956568243739e-23
DLG5	1.65841010804119e-27	-0.442408074000345	0.532	0.586	4.4651033748901e-23
SDC1	1.69231347359899e-27	-0.50681115098795	0.904	0.872	4.55638479631793e-23
MT-ATP8	2.98014860558587e-27	-0.521365355024894	0.752	0.821	8.02375210567938e-23
PHIP	4.97076931357661e-27	-0.419753866657507	0.766	0.761	1.33832992998737e-22
BCLAF1	5.09739235051805e-27	-0.362371973932684	0.888	0.841	1.37242191645348e-22
MUC2	5.6178397663513e-27	0.971119478117252	0.349	0.151	1.51254717869242e-22
HSPB1	5.77150463164355e-27	-0.720095410682114	0.971	0.985	1.55391990702371e-22
FAM107A	7.67135651483463e-27	-0.385216980445388	0.296	0.437	2.06543602805408e-22
SETD2	8.02797236218525e-27	-0.416050312669212	0.7	0.694	2.16145127879476e-22
IGF1R	1.08490470548784e-26	-0.388945107369269	0.76	0.739	2.92099742905547e-22
COL4A5	1.09169620212405e-26	-0.362807023604811	0.228	0.358	2.93928285459878e-22
DBI	1.48214610452798e-26	0.270343373387354	0.909	0.837	3.99053017183113e-22
PRDX6	2.01772550882881e-26	0.30201073234627	0.919	0.831	5.4325241599707e-22
FGFBP1	2.05633784156321e-26	0.274129833134815	0.333	0.13	5.5364840046248e-22
MAFB	2.05634458972585e-26	-0.463938052356927	0.221	0.348	5.53650217337788e-22
FMO2	2.46675219933932e-26	-0.630068975507905	0.226	0.369	6.64148362150119e-22
PTPRZ1	3.85763415656324e-26	-0.472718691684991	0.658	0.686	1.03862942031309e-21
GAPDH	4.81922129010485e-26	0.352997378368909	0.951	0.973	1.29752714014783e-21
HNRNPA2B1	5.16530036390336e-26	-0.266505792460291	0.975	0.976	1.39070546997734e-21
PIK3R1	5.39428812931172e-26	-0.415799396841396	0.597	0.62	1.45235813593589e-21
ASAH1	5.50480295910745e-26	0.253466296569515	0.956	0.873	1.48211314871009e-21
GSR	6.0288048659157e-26	0.252100069985803	0.892	0.686	1.62319542209914e-21
SNRNP200	6.66618807106459e-26	-0.33763413792487	0.809	0.783	1.79480447625343e-21
MEIS2	6.82404780055463e-26	-0.459148923831698	0.817	0.782	1.83730662982133e-21
MT1E	8.84817475652596e-26	0.36210725619131	0.748	0.521	2.38228257144705e-21
KMT2C	1.12287100969038e-25	-0.394437337569383	0.8	0.785	3.02321790649037e-21
RPN2	1.37630191117315e-25	0.268980081702114	0.926	0.799	3.70555526564258e-21
H2AFJ	2.22926529988702e-25	0.300469534174034	0.917	0.821	6.00207389341581e-21
HP1BP3	3.13643672557766e-25	-0.370904963226839	0.857	0.807	8.4445422399453e-21
LNPEP	5.60523635081179e-25	-0.384279824039957	0.672	0.672	1.50915383509256e-20
HSPA9	6.68626223733272e-25	-0.348676803509973	0.846	0.81	1.80020924477946e-20
TSC22D1	8.20910982805553e-25	-0.411584473404598	0.873	0.846	2.21022073010567e-20
CLDN1	1.38276471485311e-24	-0.507336646140943	0.72	0.746	3.72295571827052e-20
PTMS	1.39993518883659e-24	-0.769205866351273	0.791	0.734	3.76918550242363e-20
HNRNPH1	1.97782326190737e-24	-0.410944715699628	0.912	0.855	5.32509135035939e-20
HLA-DPA1	2.62068467378044e-24	0.379515245743789	0.586	0.365	7.05593141568646e-20
IGSF3	3.38077564965007e-24	-0.274759062073862	0.153	0.276	9.10240035911786e-20
MEIS1	3.46998819214035e-24	-0.399804244818737	0.594	0.628	9.34259620851867e-20
TIMP3	3.89205848375078e-24	-0.406690391534111	0.191	0.323	1.04789782616506e-19
LMAN1	4.26596245952004e-24	0.311840731564353	0.883	0.741	1.14856773260118e-19
ZNF703	4.75773451468476e-24	-0.362240118208862	0.454	0.524	1.28097244073372e-19
MALAT1	4.98115551754458e-24	-0.416563920756287	0.925	0.961	1.3411263115437e-19
CFLAR	5.49093453682918e-24	-0.365656792807081	0.845	0.807	1.47837921469589e-19
HNRNPA3	9.61175374141108e-24	-0.301266478302153	0.943	0.931	2.58786857733752e-19
UBE2G2	2.37579609725333e-23	-0.361546811665878	0.726	0.693	6.39659341224486e-19
GLTSCR2	2.39735230131063e-23	-0.539317771654251	0.818	0.779	6.45463133604875e-19
LGALS8	2.74848884200822e-23	-0.337914121345706	0.804	0.756	7.40003135822294e-19
CYSTM1	3.18468487535523e-23	0.25322793863536	0.85	0.697	8.57444555840643e-19
BPTF	3.65312491767925e-23	-0.370875164265073	0.84	0.78	9.83567352835961e-19
NFIX	4.66776332072947e-23	-0.425432743931808	0.676	0.673	1.2567485964732e-18
LRRFIP1	6.09911601667551e-23	-0.342295468353935	0.919	0.885	1.64212599632971e-18
LRP1	8.06460055432188e-23	-0.430757255611544	0.254	0.368	2.17131305324562e-18
FGFR3	8.23711832487031e-23	-0.74558112643494	0.496	0.537	2.21776173778808e-18
RIF1	8.71266602596336e-23	-0.409164559564271	0.663	0.668	2.34579820083038e-18
ACSL3	1.10853633573979e-22	0.268240321031628	0.91	0.749	2.9846232303458e-18
SHPRH	1.67429910931433e-22	-0.405681501213429	0.616	0.631	4.5078829219179e-18
ATP2A2	1.91890425378759e-22	-0.309370242283649	0.879	0.838	5.1664578128977e-18
SON	2.20801459479678e-22	-0.255376025938704	0.955	0.935	5.94485849503086e-18
TNS1	2.38917792098587e-22	-0.316277039842879	0.248	0.369	6.43262263446236e-18
BOD1L1	2.41634781616157e-22	-0.414680015205363	0.839	0.77	6.5057748602334e-18
HIF1A	2.58286137267041e-22	-0.528135597414069	0.66	0.641	6.95409595977781e-18
SCAF11	3.26493715721335e-22	-0.352548193359808	0.917	0.872	8.79051680208123e-18
NUMA1	3.2709703968316e-22	-0.311762270734439	0.734	0.708	8.8067606964294e-18
HES1	4.41980240630667e-22	0.358296186561175	0.874	0.713	1.18998759987401e-17
FAM107B	4.75378240475232e-22	0.27797627482684	0.977	0.921	1.27990837465551e-17
MYL9	6.12700500333461e-22	-0.423288547375433	0.115	0.224	1.64963482709781e-17
PTMA	6.37078273617973e-22	0.250056554047048	0.987	0.989	1.71526954388903e-17
KRT8	8.84903584865495e-22	-0.642304057816746	0.958	0.965	2.38251441189186e-17
SMG6	9.21368064647771e-22	-0.33851257414873	0.593	0.625	2.48069137725766e-17
FOS	1.4867494168467e-21	-0.990272139457836	0.414	0.531	4.00292412991806e-17
MED13L	1.85732215823631e-21	-0.339769084181498	0.636	0.652	5.00065417883545e-17
DUSP6	2.22215852002873e-21	-0.337635994328785	0.231	0.345	5.98293959932535e-17
EGR1	4.85737567469902e-21	-0.651498281460139	0.217	0.334	1.30779982665596e-16
CLK1	4.99432305531867e-21	-0.335499412228961	0.592	0.617	1.344671539414e-16
AQP3	5.58235161586814e-21	-0.613818868481566	0.988	0.997	1.50299234905634e-16
IQGAP1	6.67063002149661e-21	-0.339530406404905	0.901	0.859	1.79600042698775e-16
TNFSF10	7.30006525781571e-21	0.391698325800449	0.976	0.945	1.9654695700143e-16
ZNF638	1.23397659949342e-20	-0.343510359855552	0.792	0.755	3.32235859647609e-16
LGALS7B	1.40805818476266e-20	-0.389595991883232	0.158	0.272	3.79105585665498e-16
ALCAM	1.772449467311e-20	0.254486496061924	0.974	0.918	4.77214294578814e-16
RASSF6	1.88577701364076e-20	-0.545760948096544	0.392	0.463	5.07726603152637e-16
EXPH5	2.20859493903388e-20	-0.363541020210663	0.797	0.765	5.94642101385482e-16
ZNF292	4.17493946062253e-20	-0.378135165640278	0.778	0.735	1.12406070037801e-15
APP	4.20176802759542e-20	-0.36655608366229	0.875	0.832	1.13128402374979e-15
GNPTAB	5.53733434411467e-20	-0.337487709232596	0.709	0.69	1.49087189880943e-15
CALD1	5.98420184726985e-20	-0.508673084210521	0.112	0.214	1.61118650535893e-15
MAST4	6.64328127137456e-20	-0.413933336695043	0.687	0.649	1.78863704950489e-15
GLUL	6.88094345574314e-20	-0.40345583864681	0.975	0.982	1.85262521602428e-15
PTPRS	8.95934671250759e-20	-0.332280355306413	0.466	0.534	2.41221450887554e-15
EIF4A2	1.33497992890852e-19	-0.356410094203415	0.864	0.81	3.59429996059329e-15
TUBA1B	1.39397139348558e-19	0.266301510392619	0.84	0.71	3.75312857982059e-15
KIDINS220	1.55987652321521e-19	-0.368529434608335	0.653	0.652	4.19981155110463e-15
SERPINB13	1.86254730846281e-19	-0.712085060394384	0.26	0.361	5.01472237330527e-15
KMT2E	2.07814033492135e-19	-0.297032938135886	0.855	0.813	5.59518503774224e-15
CA12	2.23342597336982e-19	-0.701576091462356	0.536	0.573	6.01327609070091e-15
VAV3	3.1889366389837e-19	-0.333980587362323	0.235	0.344	8.58589300679972e-15
ZFAND5	3.79432582546492e-19	-0.295323430608392	0.873	0.854	1.02158428524817e-14
LAMA3	5.9994323259608e-19	-0.252559546299491	0.14	0.246	1.61528715944168e-14
MMP10	7.03037358517916e-19	0.419779847325103	0.46	0.262	1.89285778407364e-14
ZBTB44	7.08263803854464e-19	-0.342099544579952	0.64	0.631	1.90692946549776e-14
DDX42	7.93719228665451e-19	-0.288439224978143	0.788	0.751	2.13700965125886e-14
KMT2A	8.67007825471233e-19	-0.316023354344681	0.767	0.731	2.33433186929875e-14
DYNC1LI2	9.31834400618569e-19	-0.350358850998595	0.867	0.799	2.50887094022543e-14
NFAT5	9.83586370611197e-19	-0.329831408110073	0.858	0.814	2.64820794423359e-14
MYCBP2	1.10712402019142e-18	-0.431454547302356	0.806	0.755	2.98082071196338e-14
SREK1	1.32278805726842e-18	-0.335813467763822	0.811	0.751	3.5614745653895e-14
GPATCH8	1.51938544932445e-18	-0.322426893205927	0.609	0.613	4.09079338376115e-14
LRIG1	1.71201168900748e-18	-0.315523439299699	0.526	0.549	4.60942027148373e-14
PCDH7	1.77691246114656e-18	-0.386354734289201	0.403	0.473	4.78415911039101e-14
SLC38A1	1.81313061640578e-18	-0.42010565033248	0.635	0.631	4.88167287161092e-14
ILF3	1.87230175525996e-18	-0.315326483120128	0.761	0.725	5.0409852458619e-14
PRRG4	1.9097318391562e-18	-0.398911983852487	0.756	0.718	5.14176200374415e-14
PRPF4B	2.31819947549699e-18	-0.323099483691138	0.901	0.842	6.2415202678281e-14
TNRC6B	2.64744078656711e-18	-0.313723433927323	0.89	0.823	7.12796957375329e-14
SESN3	2.69681751313667e-18	-0.324830154693574	0.253	0.349	7.26091147236918e-14
RPL13A	3.64033669590961e-18	-0.742297798749505	0.953	0.989	9.80124252006703e-14
BRD2	3.88246904487968e-18	-0.286250354744596	0.851	0.787	1.04531596564341e-13
GABRP	4.50198652921005e-18	0.268271256470994	0.924	0.783	1.21211485312451e-13
PLEKHH3	5.22761170823184e-18	-0.410644899277366	0.539	0.555	1.40748217632434e-13
DYNC1H1	5.39455140889121e-18	-0.273145992449323	0.851	0.808	1.45242902132987e-13
SRSF7	6.27007353740485e-18	-0.339221963686524	0.817	0.775	1.68815459921088e-13
TUG1	6.47806176918096e-18	-0.274221306733676	0.672	0.665	1.74415335073428e-13
SPTBN1	7.41308259554097e-18	-0.320990642404608	0.736	0.717	1.99589835802345e-13
DGKA	7.80011538847745e-18	-0.405511629603107	0.59	0.586	2.10010306719367e-13
CDK12	9.8176200688155e-18	-0.302379846282407	0.707	0.675	2.64329602732789e-13
KDM5A	1.4738561041535e-17	-0.324198360457081	0.753	0.724	3.96821017482289e-13
BRWD1	1.52757475236075e-17	-0.35419894772142	0.731	0.699	4.11284226325609e-13
CENPC	1.90854056322105e-17	-0.322357306851172	0.734	0.693	5.13855461241634e-13
PCM1	2.06363933017435e-17	-0.322985646669821	0.84	0.786	5.55614253256141e-13
ABCC5	2.10809815634645e-17	-0.419335061694713	0.434	0.479	5.67584347614717e-13
SLC38A2	2.13223286655137e-17	-0.394572598963383	0.898	0.845	5.7408237699029e-13
CAST	2.63096382465177e-17	-0.2878035437076	0.97	0.956	7.08360700149242e-13
CD46	4.30609508326215e-17	-0.331756537785905	0.922	0.872	1.1593730402175e-12
CSRP2	5.03496313299987e-17	-0.695154812192563	0.332	0.397	1.35561347392889e-12
LINC00910	5.05080253230854e-17	-0.288183437557493	0.215	0.318	1.35987807379875e-12
GCC2	5.19037048420602e-17	-0.335137974325629	0.888	0.834	1.39745534916763e-12
RAD21	5.24206237219141e-17	-0.299366058551739	0.78	0.714	1.41137287308881e-12
PLEC	5.81024704880757e-17	-0.288654464818493	0.794	0.742	1.56435091542095e-12
ECE1	5.97249846770127e-17	-0.353305351832939	0.799	0.761	1.60803548744389e-12
ZNF91	6.51286081790001e-17	-0.387360629301908	0.744	0.713	1.7535226466114e-12
EWSR1	7.4318952367597e-17	-0.26341089047151	0.856	0.796	2.00096347354518e-12
PPAP2B	8.13901851435004e-17	-0.422336470966758	0.404	0.454	2.19134934480361e-12
CREBRF	8.2571525436213e-17	-0.354573278769996	0.597	0.603	2.2231557508446e-12
SMG1	8.40668739324926e-17	-0.34320895037349	0.8	0.755	2.26341651375843e-12
DDI2	8.60316291364073e-17	-0.300616243448722	0.653	0.648	2.31631558286863e-12
BRD4	1.17027053660617e-16	-0.272089431945256	0.784	0.742	3.15083639275845e-12
CD9	1.17248067393437e-16	-0.528190494602619	0.967	0.977	3.1567869665009e-12
RNPC3	1.34407525410932e-16	-0.286714277008682	0.641	0.638	3.61878821416394e-12
CAPN13	1.73957916606907e-16	0.27630094433447	0.716	0.507	4.68364294672437e-12
CANX	1.93382691242714e-16	-0.275816226954897	0.934	0.913	5.20663557901883e-12
LYPD3	1.94102080293957e-16	-0.60157751472473	0.313	0.39	5.22600440983449e-12
ARGLU1	2.09371069523886e-16	-0.296451904797955	0.917	0.852	5.63710667586112e-12
PARD3	2.47004288469261e-16	-0.278657724154764	0.553	0.566	6.65034346274639e-12
EPHA4	2.49495151595427e-16	-0.306743762090589	0.248	0.345	6.71740746155529e-12
BCL6	3.46939630611344e-16	-0.349922138616805	0.828	0.766	9.34100261457982e-12
RBL2	3.49572226963844e-16	-0.26956634389816	0.597	0.604	9.41188263877452e-12
RP11-349A22.5	3.55280400001788e-16	-0.310623854466812	0.698	0.665	9.56556948964813e-12
PHF3	3.76753376433508e-16	-0.330428624467743	0.82	0.783	1.01437079070958e-11
CCNL1	4.54443259843521e-16	-0.323140436260681	0.768	0.72	1.2235430328027e-11
AGL	8.01694166661106e-16	-0.387063237583755	0.637	0.628	2.15848137431836e-11
IL8	8.18498699257647e-16	0.724531904019103	0.203	0.08	2.20372589788129e-11
HNRNPR	8.88314721702e-16	-0.26531313916726	0.889	0.838	2.39169855671046e-11
ZCCHC11	8.98425699480347e-16	-0.330274908587238	0.586	0.599	2.41892135328089e-11
ZC3H6	1.17974898997942e-15	-0.329902796874015	0.492	0.515	3.17635618062058e-11
IRF2BP2	1.35076723327157e-15	-0.314346072479863	0.768	0.717	3.63680569886038e-11
GPR56	1.56772283661172e-15	-0.32890396623884	0.774	0.721	4.22093696529341e-11
